Ecoregions;Insect_Density;SumNat_PFC;Habitat_Heterogeneity;Pred_Density_Insect;lower_Density_Insect;upperr_Density_Insect
CPL;67;0.064260594;;;;
UMW;379;0.811359163;;;;
WMT;428;1.103309848;;;;
SAP;169;1.042057531;;;;
XER;163;1.311994299;;;;
XER;312;1.023821273;;;;
XER;326;0.765185945;;;;
WMT;458;0.733547162;;;;
TPL;315;0.544739639;;;;
WMT;233;0.690016276;;;;
WMT;436;1.023821273;;;;
WMT;485;0.663157646;;;;
TPL;421;0.403639436;;;;
TPL;460;0.715932302;;;;
NPL;468;0.403639435;;;;
CPL;92;1.287740126;;;;
SAP;352;1.227842938;;;;
NAP;182;1.300543977;;;;
XER;157;0.854814692;;;;
NAP;229;0.934733772;;;;
NAP;428;0.726049322;;;;
WMT;487;0.934733772;;;;
WMT;439;0.788633341;;;;
UMW;298;1.201926913;;;;
CPL;428;1.056650275;;;;
NPL;333;1.161263564;;;;
NPL;111;0.953431757;;;;
NPL;357;1.175068282;;;;
TPL;421;1.070960256;;;;
SPL;213;0.989464802;;;;
TPL;154;0.635285246;;;;
NAP;473;1.175068282;;;;
WMT;395;0.946009273;;;;
XER;305;0.811359163;;;;
SAP;341;1.006842803;;;;
SAP;438;1.132855025;;;;
NAP;180;1.437114845;;;;
NAP;164;0.788633341;;;;
UMW;360;1.252880283;;;;
NPL;188;1.214998598;;;;
TPL;350;0.544739638;;;;
XER;298;1.240467706;;;;
TPL;54;1.006842803;;;;
UMW;336;0.839894368;;;;
UMW;403;1.493518653;;;;
NAP;491;1.037128497;;;;
CPL;92;1.161263564;;;;
NPL;475;1.094210789;;;;
XER;916;0.740969646;;;;
XER;457;0.447650043;;;;
XER;437;1.188619689;;;;
XER;376;1.132855026;;;;
SAP;212;1.161263564;;;;
XER;2344;1.311994299;;;;
CPL;443;0.934733772;;;;
CPL;77;0.895854746;;;;
SAP;17;1.249178366;;;;
XER;320;0.811359163;;;;
UMW;300;0.875619756;;;;
UMW;256;1.214998598;;;;
UMW;439;0.875619757;;;;
SAP;446;1.025497848;;;;
TPL;785;1.023821273;;;;
TPL;342;1.161263564;;;;
SAP;426;0.854814692;;;;
SAP;402;0.854814692;;;;
WMT;401;1.040418172;;;;
NPL;253;1.023821273;;;;
UMW;111;0.895854746;;;;
NPL;459;0.788633341;;;;
SAP;350;0.989464802;;;;
NAP;321;1.161263564;;;;
CPL;94;0.788633341;;;;
NAP;247;1.132855026;;;;
XER;756;0.740969646;;;;
XER;532;0.934733772;;;;
WMT;456;1.040418172;;;;
SPL;303;1.387530393;;;;
TPL;523;0.765185945;;;;
SPL;242;1.175068282;;;;
NAP;371;0.811359163;;;;
XER;439;0.934733772;;;;
XER;508;1.188619689;;;;
SPL;50;0.44152112;;;;
CPL;10;1.132855026;;;;
SPL;138;0.606319536;;;;
SAP;382;1.006842803;;;;
TPL;237;0.663157646;;;;
NPL;109;0.971668015;;;;
WMT;472;1.023821273;;;;
SPL;416;1.427460708;;;;
UMW;51;0.740969646;;;;
UMW;22;0.915550072;;;;
UMW;531;1.300543977;;;;
UMW;396;1.311994299;;;;
TPL;374;0.737130264;;;;
SPL;9;0.403639436;;;;
SPL;71;0.915550072;;;;
NPL;517;0.44152112;;;;
NAP;385;0.663157646;;;;
NPL;576;0.934733772;;;;
TPL;306;0.788633341;;;;
SAP;128;1.214998598;;;;
SAP;24;1.147195883;;;;
SAP;395;1.161263564;;;;
NAP;220;0.668608084;;;;
SAP;339;1.288913328;;;;
CPL;178;1.397717188;;;;
CPL;226;1.103309848;;;;
SAP;432;1.446644408;;;;
SAP;399;1.214998598;;;;
SAP;358;0.977052225;;;;
CPL;8;0.875619756;;;;
NAP;113;1.056650275;;;;
NPL;177;0.934733772;;;;
NPL;200;0.875619756;;;;
NPL;168;0.854814692;;;;
WMT;520;1.103309848;;;;
WMT;46;0.663157646;;;;
SAP;224;1.259009205;;;;
NAP;236;1.040418172;;;;
NPL;128;0.953431757;;;;
SAP;212;0.971668015;;;;
NAP;213;0.811359163;;;;
SAP;254;1.334375737;;;;
UMW;90;1.323269799;;;;
UMW;225;1.334375737;;;;
WMT;394;0.646560747;;;;
NPL;66;0.989464802;;;;
NPL;468;1.056650275;;;;
NAP;153;0.403639436;;;;
WMT;441;0.811359163;;;;
WMT;410;1.175068282;;;;
SAP;470;0.765185945;;;;
UMW;62;0.17810564;;;;
TPL;383;1.023821273;;;;
XER;186;0.989464802;;;;
SPL;18;0.833406499;;;;
WMT;474;1.094210789;;;;
WMT;409;1.265087684;;;;
WMT;351;1.277096581;;;;
CPL;123;0.971668015;;;;
SAP;349;1.201926913;;;;
SAP;176;0.915550072;;;;
SAP;103;0.765185945;;;;
SAP;308;1.175068282;;;;
XER;267;1.118230172;;;;
SAP;61;1.088081867;;;;
NAP;325;1.072533273;;;;
XER;359;0.875619756;;;;
XER;543;1.015380828;;;;
NAP;141;0.934733772;;;;
NAP;131;0.895854746;;;;
SPL;418;1.201926913;;;;
SPL;99;1.072533273;;;;
NPL;822;0.715932301;;;;
NAP;160;0.765185945;;;;
NPL;433;0.971668015;;;;
NPL;249;1.161263564;;;;
NAP;276;1.262662292;;;;
NAP;295;0.875619756;;;;
NPL;188;1.040418172;;;;
TPL;438;0.606319536;;;;
TPL;492;0.17810564;;;;
SAP;171;1.072533273;;;;
UMW;107;0.544739639;;;;
WMT;343;1.040418172;;;;
XER;424;1.239214897;;;;
WMT;98;0.854814692;;;;
WMT;99;1.118230172;;;;
SAP;368;1.240467706;;;;
SAP;354;1.427460708;;;;
SAP;354;0.895854747;;;;
WMT;420;1.232724191;;;;
WMT;297;1.214998598;;;;
SPL;89;1.311994299;;;;
NPL;124;1.072533273;;;;
NPL;78;1.132855026;;;;
NAP;62;1.201926913;;;;
NAP;228;0.740969646;;;;
WMT;516;0.944141937;;;;
NPL;861;0.915550072;;;;
WMT;359;1.006842803;;;;
WMT;406;1.225291879;;;;
WMT;469;1.023821273;;;;
NAP;91;1.053969579;;;;
NAP;142;1.023821273;;;;
NAP;190;0.806869599;;;;
NPL;638;1.277096581;;;;
XER;724;1.188619689;;;;
XER;286;1.147195883;;;;
NAP;381;1.240467706;;;;
SAP;222;1.311994298;;;;
XER;483;1.39179198;;;;
SPL;245;1.214998598;;;;
SPL;587;1.132855025;;;;
UMW;396;0.915550072;;;;
WMT;373;1.227842938;;;;
TPL;345;0.852701584;;;;
WMT;385;1.043693259;;;;
NPL;111;0.915550072;;;;
NAP;104;1.056650275;;;;
NPL;450;1.147195883;;;;
SAP;379;0.971668015;;;;
NAP;386;0.934733772;;;;
NAP;391;0.740969646;;;;
WMT;375;1.137666319;;;;
WMT;429;1.040418172;;;;
WMT;462;1.161263564;;;;
NAP;169;1.040418172;;;;
TPL;282;0.788633341;;;;
UMW;99;0.978392167;;;;
NPL;524;0.833406499;;;;
XER;386;1.334375737;;;;
NPL;268;0.854814692;;;;
SAP;108;0.875619756;;;;
SAP;150;1.175068282;;;;
NPL;27;0.403639436;;;;
NPL;368;1.006842803;;;;
NAP;219;1.201926913;;;;
WMT;398;0.8334065;;;;
WMT;403;0.635285246;;;;
UMW;427;1.175068283;;;;
SPL;14;0.44152112;;;;
WMT;413;0.835575461;;;;
SAP;171;1.265087683;;;;
NPL;417;1.072533273;;;;
NPL;298;0.915550072;;;;
UMW;374;1.147195883;;;;
SPL;192;0.854814692;;;;
SPL;28;1.056650275;;;;
CPL;132;0.934733772;;;;
NAP;203;1.023821273;;;;
CPL;186;1.300543977;;;;
TPL;136;1.227842938;;;;
WMT;329;0.606319536;;;;
WMT;374;0.44152112;;;;
SAP;379;1.118230172;;;;
WMT;466;1.006842803;;;;
SAP;68;0.690016276;;;;
NAP;274;1.023821273;;;;
SAP;334;0.606319536;;;;
SAP;420;0.915550072;;;;
TPL;397;0.831231149;;;;
TPL;61;1.056650275;;;;
UMW;263;1.161263564;;;;
NPL;413;1.098268662;;;;
UMW;298;1.072533273;;;;
NAP;46;1.056650275;;;;
NAP;103;0.690016276;;;;
XER;1002;1.023821273;;;;
SAP;264;1.118230172;;;;
SAP;315;1.397717188;;;;
SPL;125;0.765185945;;;;
TPL;445;0.8334065;;;;
TPL;498;0.811359163;;;;
CPL;234;1.300543977;;;;
WMT;172;1.37720112;;;;
CPL;57;1.277096581;;;;
SAP;141;1.265087684;;;;
TPL;969;0.740969646;;;;
NAP;91;0.788633341;;;;
WMT;24;0.915550072;;;;
TPL;132;0.690016276;;;;
SPL;54;0.953431757;;;;
CPL;156;0.854814692;;;;
UMW;380;1.175068283;;;;
NAP;295;1.006842803;;;;
SAP;35;1.132855025;;;;
SAP;110;1.277096581;;;;
SAP;3;0.895854746;;;;
SAP;194;0.781676954;;;;
SAP;261;1.040418172;;;;
NPL;508;1.056650275;;;;
NAP;127;1.040418172;;;;
NAP;118;0.875619757;;;;
NAP;139;0.833406499;;;;
SPL;413;0.715932301;;;;
NPL;734;0.934733772;;;;
XER;223;1.300543977;;;;
WMT;448;1.040418172;;;;
NAP;123;1.201926913;;;;
NAP;121;0.854814692;;;;
WMT;154;1.006842803;;;;
WMT;350;1.456052573;;;;
UMW;115;0.980620015;;;;
NAP;251;1.173699365;;;;
NPL;356;0.989464802;;;;
NPL;417;1.023821273;;;;
SPL;314;1.201926913;;;;
SPL;323;1.353239045;;;;
SAP;256;1.006842803;;;;
NAP;202;0.833406499;;;;
NAP;139;1.214998598;;;;
XER;223;1.023821273;;;;
UMW;288;0.895854747;;;;
NAP;230;0.989464802;;;;
SAP;387;1.132855025;;;;
NPL;397;0.765185945;;;;
NAP;352;1.252880283;;;;
NAP;388;1.103309848;;;;
NAP;108;1.017076651;;;;
NAP;217;0.57617123;;;;
NAP;66;0.690016276;;;;
NAP;183;0.895854746;;;;
WMT;377;0.989464802;;;;
NAP;469;0.811359163;;;;
NAP;373;0.663157646;;;;
XER;984;0.875619756;;;;
XER;166;1.006842802;;;;
NAP;150;1.056650275;;;;
NPL;411;1.023821273;;;;
NPL;254;0.895854746;;;;
WMT;267;0.989464802;;;;
SPL;448;1.025497848;;;;
SPL;216;0.971668015;;;;
NAP;234;1.006842803;;;;
CPL;158;1.147195883;;;;
SAP;359;1.056650275;;;;
SAP;207;1.040418172;;;;
WMT;357;0.895854746;;;;
WMT;415;0.740969646;;;;
CPL;228;0.895854746;;;;
CPL;178;0.915550072;;;;
SPL;124;0.989464802;;;;
SPL;66;0.934733772;;;;
TPL;135;0.477554166;;;;
CPL;399;0.811359163;;;;
NAP;151;1.118230172;;;;
NPL;114;1.040418172;;;;
CPL;280;0.985939588;;;;
NAP;3;1.023821273;;;;
NAP;56;1.188619689;;;;
SPL;293;0.989464802;;;;
WMT;353;0.71196017;;;;
WMT;284;0.8334065;;;;
SPL;47;0.875619756;;;;
SAP;256;1.056650275;;;;
SAP;409;0.690016276;;;;
WMT;256;1.006842803;;;;
WMT;333;1.103309848;;;;
TPL;319;0.938511432;;;;
UMW;4;0.715932302;;;;
NAP;316;1.088081867;;;;
XER;320;1.175068282;;;;
NAP;451;1.056650275;;;;
XER;332;0.57617123;;;;
XER;285;0.790937651;;;;
NPL;590;0.833406499;;;;
NPL;126;0.511910636;;;;
UMW;114;0.971668015;;;;
SAP;318;1.188619689;;;;
SAP;68;1.056650275;;;;
NAP;372;0.724372747;;;;
XER;21;1.103309848;;;;
NAP;33;0.8334065;;;;
SPL;718;0.989464802;;;;
SPL;29;1.118230172;;;;
TPL;268;0.989464802;;;;
SPL;656;1.088081867;;;;
SAP;389;0.953431757;;;;
SAP;251;1.175068282;;;;
XER;539;0.875619756;;;;
TPL;182;0.854814692;;;;
TPL;181;0.544739638;;;;
UMW;100;0.953431757;;;;
UMW;126;1.201926913;;;;
CPL;262;0.854814692;;;;
CPL;251;0.740969646;;;;
WMT;445;0.740969646;;;;
CPL;92;0.715932301;;;;
WMT;419;0.919426884;;;;
CPL;166;1.084998226;;;;
UMW;322;0.989464802;;;;
UMW;271;1.175068283;;;;
TPL;28;1.040418172;;;;
CPL;135;1.311994299;;;;
CPL;141;0.765185945;;;;
WMT;377;0.989464802;;;;
WMT;465;1.023821273;;;;
TPL;32;0.811359162;;;;
CPL;221;0.635285246;;;;
SAP;372;1.346402413;;;;
UMW;161;1.088081867;;;;
UMW;340;0.895854746;;;;
TPL;285;0.690016276;;;;
TPL;245;0.985939588;;;;
NAP;372;1.110807689;;;;
NAP;363;0.560622636;;;;
CPL;30;0.989464802;;;;
SPL;405;1.175068282;;;;
SPL;191;1.323269799;;;;
NAP;397;1.119547802;;;;
NAP;191;1.118230172;;;;
NAP;434;0.740969646;;;;
WMT;253;1.288913328;;;;
WMT;178;1.161263564;;;;
NAP;311;0.44152112;;;;
NAP;368;0.635285246;;;;
NPL;507;0.971668015;;;;
NAP;106;0.934733772;;;;
XER;327;0.740969646;;;;
XER;301;0.715932302;;;;
XER;22;0.17810564;;;;
CPL;159;1.334375737;;;;
UMW;34;0.971668015;;;;
SAP;265;1.040418172;;;;
XER;270;1.056650275;;;;
WMT;347;1.006842803;;;;
SAP;232;1.161263564;;;;
SAP;387;0.971668015;;;;
XER;364;0.811359163;;;;
NAP;322;1.147195883;;;;
NAP;109;0.875619756;;;;
XER;428;1.118230172;;;;
TPL;365;0.915550072;;;;
TPL;197;1.040418172;;;;
XER;408;1.023821273;;;;
XER;826;1.298232454;;;;
SAP;32;1.132855025;;;;
WMT;365;0.971668015;;;;
SPL;228;1.252880283;;;;
XER;448;1.214998598;;;;
SAP;270;1.040418172;;;;
SAP;432;1.240467706;;;;
UMW;136;0.989464802;;;;
TPL;429;0.811359163;;;;
TPL;7;0.934733772;;;;
UMW;383;0.915550072;;;;
CPL;243;1.118230173;;;;
TPL;172;0.57617123;;;;
XER;799;1.397717188;;;;
SAP;422;1.056650275;;;;
SAP;14;1.211101328;;;;
SAP;183;1.240467706;;;;
XER;362;1.118230173;;;;
UMW;239;0.765185945;;;;
SAP;90;1.072533273;;;;
NPL;429;0.635285246;;;;
UMW;115;1.127039791;;;;
XER;504;1.039049255;;;;
NPL;818;0.740969646;;;;
NPL;323;0.989464802;;;;
CPL;1;0.811359163;;;;
NPL;250;0.971668015;;;;
WMT;123;1.147195883;;;;
WMT;174;1.118230172;;;;
UMW;464;1.224652735;;;;
UMW;278;1.101801102;;;;
TPL;283;0.934733772;;;;
WMT;421;0.854814692;;;;
UMW;111;0.715932301;;;;
NPL;195;0.17810564;;;;
SAP;168;1.063044522;;;;
SAP;204;1.345317136;;;;
CPL;178;1.188619689;;;;
CPL;279;1.227842938;;;;
XER;445;1.37720112;;;;
UMW;262;1.056650275;;;;
SPL;713;0.953431757;;;;
XER;401;0.875619756;;;;
SAP;231;0.971668015;;;;
SAP;178;0.973666747;;;;
NAP;55;1.116751632;;;;
TPL;403;0.740969646;;;;
TPL;332;0.715932302;;;;
XER;444;0.895854746;;;;
XER;314;0.811359163;;;;
NPL;314;0.915550072;;;;
WMT;470;1.088081866;;;;
TPL;144;1.188619689;;;;
UMW;65;0.663157646;;;;
TPL;56;0.971668015;;;;
WMT;444;1.040418172;;;;
WMT;327;1.023821273;;;;
WMT;274;1.427460708;;;;
TPL;91;0.321495863;;;;
TPL;207;0.765185945;;;;
SAP;134;1.214998598;;;;
XER;757;1.381522554;;;;
SAP;137;0.875619756;;;;
XER;514;1.345317136;;;;
XER;323;0.705674762;;;;
SAP;207;1.023821273;;;;
SAP;19;0.477554166;;;;
SAP;29;1.323269799;;;;
SAP;237;1.356098801;;;;
WMT;487;1.165538719;;;;
XER;787;1.040418172;;;;
NAP;395;1.116751632;;;;
SPL;99;1.323269799;;;;
SPL;66;1.040418172;;;;
SAP;384;1.056650275;;;;
NPL;367;1.023821273;;;;
NPL;697;1.023821273;;;;
CPL;94;0.989464802;;;;
SPL;25;0.833406499;;;;
SAP;146;0.788633341;;;;
WMT;11;1.040418172;;;;
SAP;450;0.875619756;;;;
SPL;15;1.147195882;;;;
TPL;423;0.36370912;;;;
TPL;514;0.953431757;;;;
TPL;464;0.991221119;;;;
SAP;79;0.57617123;;;;
SAP;380;0.971668015;;;;
UMW;90;1.056650275;;;;
CPL;6;1.023821273;;;;
CPL;13;0.971668015;;;;
NAP;463;0.712742098;;;;
NAP;277;0.715932302;;;;
NPL;292;1.118230172;;;;
UMW;394;1.161263564;;;;
XER;440;1.175068282;;;;
CPL;233;1.006842803;;;;
UMW;169;1.101801102;;;;
TPL;168;0.842044387;;;;
XER;324;0.895854747;;;;
CPL;46;0.36370912;;;;
NAP;346;0.692649188;;;;
UMW;170;1.056650275;;;;
NPL;594;0.854814692;;;;
SAP;341;1.311994298;;;;
CPL;109;0.811359163;;;;
NPL;447;0.22905901;;;;
NPL;456;1.188619689;;;;
XER;28;1.161263564;;;;
TPL;55;0.635285246;;;;
TPL;406;1.056650275;;;;
XER;947;1.277096581;;;;
TPL;449;0.788633341;;;;
NAP;367;0.944141937;;;;
UMW;433;1.006842803;;;;
UMW;245;1.006842803;;;;
WMT;462;1.387530393;;;;
WMT;304;0.854814692;;;;
UMW;304;1.103309848;;;;
CPL;484;1.103309848;;;;
CPL;114;0.953431757;;;;
NAP;183;1.033824102;;;;
NAP;372;0.885806551;;;;
XER;371;1.103309848;;;;
NPL;828;1.023821273;;;;
NPL;272;0.811359163;;;;
NPL;353;1.132855025;;;;
CPL;111;0.833406499;;;;
CPL;323;1.040418172;;;;
SPL;681;0.875619756;;;;
NAP;329;1.056650275;;;;
XER;496;1.103309848;;;;
NPL;252;0.833406499;;;;
SAP;197;1.023821273;;;;
SAP;261;0.765185945;;;;
NAP;279;1.023821273;;;;
WMT;29;0.811359163;;;;
WMT;397;0.875619756;;;;
SPL;386;1.288913328;;;;
NPL;127;1.161263564;;;;
NPL;445;1.023821273;;;;
NPL;335;0.740969646;;;;
UMW;187;0.715932301;;;;
CPL;71;1.040418172;;;;
NPL;702;1.040418172;;;;
NPL;523;0.606319536;;;;
TPL;355;0.854814692;;;;
TPL;90;0.811359163;;;;
SPL;203;1.118230173;;;;
CPL;179;1.277096581;;;;
SAP;98;0.915550072;;;;
NPL;644;0.971668015;;;;
NPL;298;1.008558322;;;;
SPL;771;1.167211496;;;;
NAP;44;0.690016277;;;;
WMT;210;0.953431757;;;;
UMW;80;0.44152112;;;;
UMW;41;0.915550072;;;;
XER;429;0.895854746;;;;
CPL;45;1.040418172;;;;
WMT;456;1.147195883;;;;
CPL;330;1.088081867;;;;
UMW;78;1.023821273;;;;
CPL;47;0.765185945;;;;
TPL;64;0.811359163;;;;
CPL;347;1.088081867;;;;
CPL;414;1.103309848;;;;
WMT;419;1.124114913;;;;
WMT;440;0.989464802;;;;
CPL;264;0.934733772;;;;
CPL;137;0.953431757;;;;
SPL;17;0.511910636;;;;
SPL;209;1.132855025;;;;
NPL;99;1.277096581;;;;
NPL;343;1.427460708;;;;
TPL;23;1.056650275;;;;
WMT;307;0.740969646;;;;
WMT;447;1.023821273;;;;
WMT;233;0.960780384;;;;
XER;379;0.765185945;;;;
UMW;414;1.072533273;;;;
UMW;296;1.124359095;;;;
UMW;309;1.118230172;;;;
UMW;135;1.005123289;;;;
SAP;312;1.175068282;;;;
SAP;241;0.953431757;;;;
SAP;218;0.606319536;;;;
NAP;291;1.147195882;;;;
CPL;283;1.056650275;;;;
CPL;66;0.544739638;;;;
SAP;401;1.069383882;;;;
SAP;509;0.726049322;;;;
UMW;69;1.214998598;;;;
UMW;343;0.953431757;;;;
SAP;170;0.811359163;;;;
CPL;118;1.1255788;;;;
SAP;99;1.118230173;;;;
TPL;422;0.788633341;;;;
TPL;120;0.321495863;;;;
NPL;344;0.989464802;;;;
NPL;72;0.635285246;;;;
NPL;592;0.44152112;;;;
UMW;159;1.04369326;;;;
WMT;406;0.544739638;;;;
TPL;205;0.690016276;;;;
NAP;403;0.865290484;;;;
NAP;291;0.811359163;;;;
NPL;384;0.811359163;;;;
UMW;311;0.927119984;;;;
XER;68;0.953431757;;;;
NPL;416;1.056650275;;;;
SAP;105;0.875619756;;;;
WMT;395;1.265087684;;;;
NPL;41;0.760405793;;;;
NPL;296;0.788633341;;;;
NPL;130;0.811359163;;;;
UMW;380;0.895854747;;;;
NAP;232;1.227842938;;;;
SAP;190;0.788633341;;;;
SAP;23;1.005123289;;;;
SAP;175;0.765185945;;;;
SAP;85;1.214998598;;;;
TPL;387;0.788633341;;;;
TPL;373;1.088081867;;;;
NAP;84;0.663157646;;;;
NPL;883;1.006842803;;;;
CPL;442;0.915550072;;;;
SAP;250;1.201926913;;;;
SAP;178;1.288913328;;;;
WMT;377;0.934733772;;;;
NPL;924;1.088081867;;;;
NPL;251;1.227842938;;;;
NPL;623;1.201926913;;;;
SPL;267;1.132855026;;;;
CPL;57;0.883780402;;;;
CPL;323;0.811359163;;;;
CPL;67;1.006842803;;;;
UMW;58;1.286565056;;;;
TPL;231;0.895854746;;;;
WMT;284;0.788633341;;;;
WMT;301;0.765185945;;;;
XER;410;0.915550072;;;;
XER;314;1.006842803;;;;
CPL;114;1.273115273;;;;
XER;375;1.147195883;;;;
CPL;148;1.201926913;;;;
CPL;15;0.715932302;;;;
UMW;63;0.875619756;;;;
XER;549;0.811359163;;;;
XER;319;1.252880283;;;;
SAP;111;0.788633341;;;;
SAP;174;1.040418172;;;;
SAP;196;1.407765383;;;;
SAP;218;1.214998598;;;;
CPL;192;0.903796016;;;;
WMT;161;0.934733772;;;;
TPL;457;1.288913328;;;;
TPL;757;1.265087683;;;;
NPL;475;0.833406499;;;;
TPL;15;0.321495863;;;;
TPL;19;0.511910636;;;;
SAP;324;1.118230172;;;;
WMT;277;0.811359163;;;;
WMT;137;0.854814692;;;;
CPL;119;1.147195883;;;;
SPL;337;1.072533273;;;;
SPL;426;1.006842803;;;;
SAP;127;0.690016276;;;;
CPL;44;1.132855025;;;;
UMW;135;1.080348488;;;;
UMW;240;1.006842803;;;;
SAP;33;0.903796016;;;;
UMW;187;0.740969646;;;;
UMW;369;1.072533273;;;;
SPL;455;0.788633341;;;;
TPL;88;0.740969646;;;;
SPL;319;1.023821273;;;;
SPL;114;1.040418172;;;;
SAP;426;1.201926913;;;;
TPL;141;0.511910637;;;;
TPL;219;0.740969647;;;;
TPL;133;1.088081867;;;;
CPL;168;0.915550072;;;;
SPL;323;1.161263564;;;;
WMT;284;1.188619689;;;;
TPL;540;0.544739639;;;;
TPL;461;0.576171231;;;;
TPL;352;0.403639435;;;;
SAP;111;1.356098801;;;;
CPL;42;0.895854746;;;;
CPL;90;1.288913328;;;;
NPL;288;0.788633341;;;;
NPL;505;0.740969646;;;;
SPL;93;1.088081867;;;;
XER;393;1.088081867;;;;
SPL;25;0.544739638;;;;
SAP;160;1.056650275;;;;
UMW;400;0.854814692;;;;
SAP;171;0.854814692;;;;
WMT;241;1.056650275;;;;
UMW;95;0.953431757;;;;
UMW;284;1.074102946;;;;
UMW;178;1.103309848;;;;
SAP;257;1.006842803;;;;
XER;421;0.870473178;;;;
UMW;310;1.175068282;;;;
UMW;261;0.859022857;;;;
TPL;298;1.040418172;;;;
CPL;400;1.006842803;;;;
SAP;333;0.971668015;;;;
SAP;43;0.875619756;;;;
TPL;114;0.576171231;;;;
NAP;214;0.875619756;;;;
NPL;397;0.989464802;;;;
NPL;433;0.934733772;;;;
TPL;36;0.915550072;;;;
SAP;453;0.934733772;;;;
XER;1881;1.056650275;;;;
XER;275;1.175068282;;;;
WMT;284;1.072533273;;;;
SPL;154;0.875619756;;;;
SPL;734;0.811359162;;;;
NPL;72;0.971668015;;;;
NPL;300;0.811359163;;;;
NPL;487;0.875619756;;;;
NPL;285;0.989464802;;;;
NPL;311;1.103309848;;;;
XER;521;1.201926913;;;;
SPL;252;1.147195883;;;;
NPL;165;1.132855025;;;;
CPL;489;0.811359163;;;;
XER;419;0.740969646;;;;
XER;367;0.895854746;;;;
SAP;173;0.94101918;;;;
WMT;278;1.072533273;;;;
CPL;82;1.271116541;;;;
NAP;144;1.103309848;;;;
NPL;319;0.740969646;;;;
WMT;303;0.477554166;;;;
WMT;398;0.715932302;;;;
WMT;481;1.265087684;;;;
NAP;34;0.544739639;;;;
NAP;13;0.854814692;;;;
SAP;414;1.175068282;;;;
SPL;60;0.895854746;;;;
SPL;374;0.915550072;;;;
NAP;202;0.765185945;;;;
NAP;129;1.088081867;;;;
WMT;264;0.765185945;;;;
CPL;59;0.635285246;;;;
TPL;119;0.36370912;;;;
NAP;474;0.788633341;;;;
NAP;1;0.44152112;;;;
SPL;486;0.895854746;;;;
SPL;183;0.895854746;;;;
WMT;255;0.663157646;;;;
SAP;413;1.227842938;;;;
NAP;76;0.854814692;;;;
SAP;368;1.311994299;;;;
NPL;361;0.875619756;;;;
SAP;306;1.188619689;;;;
SAP;263;1.288913328;;;;
CPL;38;0.971668015;;;;
XER;364;1.147195883;;;;
NAP;51;1.056650275;;;;
CPL;45;0.915550072;;;;
NAP;242;0.511910637;;;;
XER;214;1.227842938;;;;
XER;326;0.895854746;;;;
CPL;154;0.8334065;;;;
CPL;199;1.288913328;;;;
NPL;249;0.606319536;;;;
CPL;146;1.118230172;;;;
TPL;94;0.276722704;;;;
NPL;441;0.915550072;;;;
XER;419;0;;;;
XER;6;0;;;;
NAP;135;0.971668015;;;;
NPL;348;1.040418172;;;;
NPL;240;0.875619756;;;;
NAP;821;1.334375737;;;;
NAP;22;0.915550072;;;;
TPL;130;0.403639435;;;;
SAP;300;0.740969646;;;;
SAP;241;1.072533273;;;;
SAP;96;1.334375737;;;;
SAP;142;1.118230173;;;;
WMT;353;1.127039791;;;;
NPL;628;0.544739638;;;;
CPL;82;1.214998598;;;;
TPL;222;0.985939588;;;;
TPL;317;0.690016277;;;;
NPL;486;0.544739638;;;;
CPL;34;0.989464802;;;;
CPL;82;1.465342393;;;;
CPL;127;1.214998598;;;;
CPL;172;1.446644409;;;;
TPL;58;0.971668015;;;;
TPL;276;0.703087961;;;;
SPL;270;0.895854746;;;;
SAP;373;1.147195883;;;;
SAP;355;1.37720112;;;;
CPL;166;1.006842803;;;;
SPL;142;1.040418172;;;;
WMT;420;0.765185945;;;;
WMT;9;1.147195883;;;;
UMW;181;1.043693259;;;;
TPL;66;0.895854746;;;;
TPL;447;1.040418172;;;;
TPL;192;0.740969646;;;;
XER;110;1.188619689;;;;
CPL;460;0.788633341;;;;
WMT;320;0.788633341;;;;
NPL;38;0.276722704;;;;
WMT;386;0.989464802;;;;
WMT;458;0.663157646;;;;
NPL;459;0.833406499;;;;
XER;436;1.023821273;;;;
XER;374;1.056650275;;;;
NAP;49;1.023821273;;;;
TPL;391;1.240467706;;;;
TPL;70;0.8334065;;;;
TPL;329;0.740969646;;;;
XER;333;1.188619689;;;;
SAP;197;0.788633341;;;;
XER;436;1.006842803;;;;
XER;451;1.040418172;;;;
SAP;20;1.023821273;;;;
SAP;148;0.934733772;;;;
UMW;351;0.44152112;;;;
NPL;325;0.606319536;;;;
NPL;673;1.103309848;;;;
UMW;108;0.895854746;;;;
CPL;4;0.690016277;;;;
UMW;159;0.740969646;;;;
XER;845;0.676709052;;;;
NPL;769;0.811359163;;;;
UMW;109;0.833406499;;;;
UMW;164;0.971668015;;;;
XER;72;0.22905901;;;;
XER;399;0.953431757;;;;
SAP;26;1.188619689;;;;
SAP;43;0.925204209;;;;
CPL;464;1.214998598;;;;
NPL;535;0.544739638;;;;
SPL;45;0.740969646;;;;
XER;652;1.088081867;;;;
XER;212;1.023821273;;;;
SAP;14;1.161263564;;;;
NPL;299;0.833406499;;;;
XER;1605;1.437114845;;;;
CPL;58;1.188619689;;;;
CPL;210;1.132855026;;;;
WMT;445;0.953431757;;;;
CPL;68;1.254110143;;;;
CPL;160;1.118230172;;;;
NAP;219;0.811359163;;;;
NAP;341;0.971668015;;;;
