Ecoregions;Insect_LCBD;SumNat_PFC;Habitat_Heterogeneity;Pred_LCBD_Insect;lower_LCBD_Insect;upperr_LCBD_Insect
SAP;0.000986646;1.311994298;;;;
XER;0.001051825;1.39179198;;;;
SPL;0.000963585;1.214998598;;;;
SPL;0.001178676;1.132855025;;;;
UMW;0.000717237;0.915550072;;;;
WMT;0.000763871;1.227842938;;;;
TPL;0.000801967;0.852701584;;;;
WMT;0.000924884;1.043693259;;;;
NPL;0.000979515;0.915550072;;;;
NAP;0.001129936;1.056650275;;;;
NPL;0.001100393;1.147195883;;;;
SAP;0.000705216;0.971668015;;;;
NAP;0.00083191;0.934733772;;;;
NAP;0.0008433;0.740969646;;;;
WMT;0.001184659;1.137666319;;;;
WMT;0.001177668;1.040418172;;;;
WMT;0.000860859;1.161263564;;;;
NAP;0.00079188;1.040418172;;;;
TPL;0.001156021;0.788633341;;;;
UMW;0.001294271;0.978392167;;;;
NPL;0.00058447;0.833406499;;;;
XER;0.001055912;1.334375737;;;;
NPL;0.000784973;0.854814692;;;;
SAP;0.000742686;0.875619756;;;;
SAP;0.001013798;1.175068282;;;;
NPL;0.000825657;0.403639436;;;;
NPL;0.000770022;1.006842803;;;;
NAP;0.001047276;1.201926913;;;;
WMT;0.000904905;0.8334065;;;;
WMT;0.001222625;0.635285246;;;;
UMW;0.000939141;1.175068283;;;;
SPL;0.000608759;0.44152112;;;;
WMT;0.000776307;0.835575461;;;;
SAP;0.000686161;1.265087683;;;;
NPL;0.0009851;1.072533273;;;;
NPL;0.001149998;0.915550072;;;;
UMW;0.00121592;1.147195883;;;;
SPL;0.001106926;0.854814692;;;;
SPL;0.000800696;1.056650275;;;;
CPL;0.000745042;0.934733772;;;;
NAP;0.001080201;1.023821273;;;;
CPL;0.000761157;1.300543977;;;;
TPL;0.000956071;1.227842938;;;;
WMT;0.000812287;0.606319536;;;;
WMT;0.001234861;0.44152112;;;;
SAP;0.000723188;1.118230172;;;;
WMT;0.000839905;1.006842803;;;;
SAP;0.000781837;0.690016276;;;;
NAP;0.000915462;1.023821273;;;;
SAP;0.000585176;0.606319536;;;;
SAP;0.000958869;0.915550072;;;;
TPL;0.000968296;0.831231149;;;;
TPL;0.001018742;1.056650275;;;;
UMW;0.000819312;1.161263564;;;;
NPL;0.000759402;1.098268662;;;;
UMW;0.000853848;1.072533273;;;;
NAP;0.001132444;1.056650275;;;;
NAP;0.001203771;0.690016276;;;;
XER;0.00106972;1.023821273;;;;
SAP;0.001038932;1.118230172;;;;
SAP;0.000763713;1.397717188;;;;
SPL;0.001039605;0.765185945;;;;
TPL;0.00116564;0.8334065;;;;
TPL;0.000944671;0.811359163;;;;
CPL;0.000814666;1.300543977;;;;
WMT;0.001127833;1.37720112;;;;
CPL;0.000823725;1.277096581;;;;
SAP;0.001573511;1.265087684;;;;
TPL;0.001321768;0.740969646;;;;
NAP;0.000924793;0.788633341;;;;
WMT;0.001305878;0.915550072;;;;
TPL;0.000679137;0.690016276;;;;
SPL;0.001027384;0.953431757;;;;
CPL;0.000721887;0.854814692;;;;
UMW;0.000895697;1.175068283;;;;
NAP;0.000872766;1.006842803;;;;
SAP;0.000786902;1.132855025;;;;
SAP;0.0011134;1.277096581;;;;
SAP;0.000962356;0.895854746;;;;
SAP;0.000909355;0.781676954;;;;
SAP;0.000736484;1.040418172;;;;
NPL;0.00080991;1.056650275;;;;
NAP;0.000794654;1.040418172;;;;
NAP;0.001101124;0.875619757;;;;
NAP;0.000871058;0.833406499;;;;
SPL;0.001050738;0.715932301;;;;
NPL;0.00101536;0.934733772;;;;
XER;0.00079217;1.300543977;;;;
WMT;0.000900899;1.040418172;;;;
NAP;0.000729182;1.201926913;;;;
NAP;0.000875064;0.854814692;;;;
WMT;0.000957702;1.006842803;;;;
WMT;0.001300711;1.456052573;;;;
UMW;0.001280518;0.980620015;;;;
NAP;0.000726178;1.173699365;;;;
NPL;0.00119244;0.989464802;;;;
NPL;0.000673083;1.023821273;;;;
SPL;0.001054009;1.201926913;;;;
SPL;0.000874492;1.353239045;;;;
SAP;0.00085531;1.006842803;;;;
NAP;0.00072451;0.833406499;;;;
NAP;0.000695918;1.214998598;;;;
XER;0.000780588;1.023821273;;;;
UMW;0.001192104;0.895854747;;;;
NAP;0.000959916;0.989464802;;;;
SAP;0.000845915;1.132855025;;;;
NPL;0.000736212;0.765185945;;;;
NAP;0.000730491;1.252880283;;;;
NAP;0.000990554;1.103309848;;;;
NAP;0.000751645;1.017076651;;;;
NAP;0.000767665;0.57617123;;;;
NAP;0.001192323;0.690016276;;;;
NAP;0.000914154;0.895854746;;;;
WMT;0.000755735;0.989464802;;;;
NAP;0.000742829;0.811359163;;;;
NAP;0.00125572;0.663157646;;;;
XER;0.001163103;0.875619756;;;;
XER;0.000939046;1.006842802;;;;
NAP;0.000893808;1.056650275;;;;
NPL;0.000845703;1.023821273;;;;
NPL;0.000915498;0.895854746;;;;
WMT;0.00075031;0.989464802;;;;
SPL;0.000867272;1.025497848;;;;
SPL;0.000783013;0.971668015;;;;
NAP;0.001048022;1.006842803;;;;
CPL;0.001031302;1.147195883;;;;
SAP;0.000687457;1.056650275;;;;
SAP;0.000767408;1.040418172;;;;
WMT;0.000778108;0.895854746;;;;
WMT;0.001284934;0.740969646;;;;
CPL;0.000704003;0.895854746;;;;
CPL;0.000818018;0.915550072;;;;
SPL;0.001563592;0.989464802;;;;
SPL;0.000939494;0.934733772;;;;
TPL;0.000767066;0.477554166;;;;
CPL;0.00072541;0.811359163;;;;
NAP;0.000718315;1.118230172;;;;
NPL;0.001060023;1.040418172;;;;
CPL;0.000984163;0.985939588;;;;
NAP;0.001079844;1.023821273;;;;
NAP;0.001493095;1.188619689;;;;
SPL;0.000865916;0.989464802;;;;
WMT;0.001291055;0.71196017;;;;
WMT;0.00089227;0.8334065;;;;
SPL;0.000812909;0.875619756;;;;
SAP;0.001165009;1.056650275;;;;
SAP;0.000761323;0.690016276;;;;
WMT;0.001064116;1.006842803;;;;
WMT;0.001162854;1.103309848;;;;
TPL;0.000723711;0.938511432;;;;
UMW;0.000872106;0.715932302;;;;
NAP;0.000785596;1.088081867;;;;
XER;0.000846516;1.175068282;;;;
NAP;0.000847366;1.056650275;;;;
XER;0.000616889;0.57617123;;;;
XER;0.000965281;0.790937651;;;;
NPL;0.001031077;0.833406499;;;;
NPL;0.000959809;0.511910636;;;;
UMW;0.000862587;0.971668015;;;;
SAP;0.000713821;1.188619689;;;;
SAP;0.000798852;1.056650275;;;;
NAP;0.001036943;0.724372747;;;;
XER;0.000810563;1.103309848;;;;
NAP;0.001508109;0.8334065;;;;
SPL;0.001237842;0.989464802;;;;
SPL;0.001046236;1.118230172;;;;
TPL;0.001326711;0.989464802;;;;
SPL;0.001247558;1.088081867;;;;
SAP;0.000725849;0.953431757;;;;
SAP;0.000732227;1.175068282;;;;
XER;0.000709732;0.875619756;;;;
TPL;0.001145397;0.854814692;;;;
TPL;0.000726034;0.544739638;;;;
UMW;0.000772113;0.953431757;;;;
UMW;0.00083788;1.201926913;;;;
CPL;0.000709985;0.854814692;;;;
CPL;0.000712789;0.740969646;;;;
WMT;0.001230834;0.740969646;;;;
CPL;0.00073699;0.715932301;;;;
WMT;0.000761813;0.919426884;;;;
CPL;0.000862848;1.084998226;;;;
UMW;0.001158005;0.989464802;;;;
UMW;0.000767302;1.175068283;;;;
TPL;0.001317439;1.040418172;;;;
CPL;0.001018133;1.311994299;;;;
CPL;0.000731884;0.765185945;;;;
WMT;0.000833239;0.989464802;;;;
WMT;0.000842895;1.023821273;;;;
TPL;0.00083178;0.811359162;;;;
CPL;0.00100502;0.635285246;;;;
SAP;0.000928576;1.346402413;;;;
UMW;0.001170998;1.088081867;;;;
UMW;0.000739996;0.895854746;;;;
TPL;0.000599937;0.690016276;;;;
TPL;0.000766688;0.985939588;;;;
NAP;0.000844131;1.110807689;;;;
NAP;0.001368901;0.560622636;;;;
CPL;0.000842472;0.989464802;;;;
SPL;0.000796997;1.175068282;;;;
SPL;0.000920468;1.323269799;;;;
NAP;0.000722399;1.119547802;;;;
NAP;0.001195962;1.118230172;;;;
NAP;0.00116944;0.740969646;;;;
WMT;0.001225604;1.288913328;;;;
WMT;0.000888623;1.161263564;;;;
NAP;0.000912378;0.44152112;;;;
NAP;0.001332924;0.635285246;;;;
NPL;0.000671392;0.971668015;;;;
NAP;0.000875353;0.934733772;;;;
XER;0.001277268;0.740969646;;;;
XER;0.000849495;0.715932302;;;;
XER;0.000864898;0.17810564;;;;
CPL;0.000758521;1.334375737;;;;
UMW;0.001270338;0.971668015;;;;
SAP;0.001184791;1.040418172;;;;
XER;0.001075273;1.056650275;;;;
WMT;0.000780015;1.006842803;;;;
SAP;0.001205735;1.161263564;;;;
SAP;0.000872737;0.971668015;;;;
XER;0.001080896;0.811359163;;;;
NAP;0.001039232;1.147195883;;;;
NAP;0.001191154;0.875619756;;;;
XER;0.000824107;1.118230172;;;;
TPL;0.001111454;0.915550072;;;;
TPL;0.000822386;1.040418172;;;;
XER;0.000867285;1.023821273;;;;
XER;0.001145621;1.298232454;;;;
SAP;0.00098079;1.132855025;;;;
WMT;0.001083;0.971668015;;;;
SPL;0.00116515;1.252880283;;;;
XER;0.000710984;1.214998598;;;;
SAP;0.000724435;1.040418172;;;;
SAP;0.000985712;1.240467706;;;;
UMW;0.00114676;0.989464802;;;;
TPL;0.001123576;0.811359163;;;;
TPL;0.001251737;0.934733772;;;;
UMW;0.000644146;0.915550072;;;;
CPL;0.000743523;1.118230173;;;;
TPL;0.001229271;0.57617123;;;;
XER;0.000744144;1.397717188;;;;
SAP;0.000693496;1.056650275;;;;
SAP;0.000872779;1.211101328;;;;
SAP;0.001058036;1.240467706;;;;
XER;0.000959194;1.118230173;;;;
UMW;0.000781945;0.765185945;;;;
SAP;0.000735194;1.072533273;;;;
NPL;0.000730332;0.635285246;;;;
UMW;0.001253823;1.127039791;;;;
XER;0.00070019;1.039049255;;;;
NPL;0.001163156;0.740969646;;;;
NPL;0.000724574;0.989464802;;;;
CPL;0.00099785;0.811359163;;;;
NPL;0.000616334;0.971668015;;;;
WMT;0.000768081;1.147195883;;;;
WMT;0.001091175;1.118230172;;;;
UMW;0.001219755;1.224652735;;;;
UMW;0.000967856;1.101801102;;;;
TPL;0.000869817;0.934733772;;;;
WMT;0.001097195;0.854814692;;;;
UMW;0.001253553;0.715932301;;;;
NPL;0.00073299;0.17810564;;;;
SAP;0.00099968;1.063044522;;;;
SAP;0.001196691;1.345317136;;;;
CPL;0.000789977;1.188619689;;;;
CPL;0.001179745;1.227842938;;;;
XER;0.001134737;1.37720112;;;;
UMW;0.000711689;1.056650275;;;;
SPL;0.001170153;0.953431757;;;;
XER;0.000806305;0.875619756;;;;
SAP;0.00071484;0.971668015;;;;
SAP;0.001056677;0.973666747;;;;
NAP;0.001232974;1.116751632;;;;
TPL;0.000707283;0.740969646;;;;
TPL;0.000821558;0.715932302;;;;
XER;0.00065372;0.895854746;;;;
XER;0.000857873;0.811359163;;;;
NPL;0.000625948;0.915550072;;;;
WMT;0.000923859;1.088081866;;;;
TPL;0.001065747;1.188619689;;;;
UMW;0.001285797;0.663157646;;;;
TPL;0.000898956;0.971668015;;;;
WMT;0.00101444;1.040418172;;;;
WMT;0.000853733;1.023821273;;;;
WMT;0.001183148;1.427460708;;;;
TPL;0.001072236;0.321495863;;;;
TPL;0.000819282;0.765185945;;;;
SAP;0.000729585;1.214998598;;;;
XER;0.001156403;1.381522554;;;;
SAP;0.000711843;0.875619756;;;;
XER;0.001222372;1.345317136;;;;
XER;0.000949017;0.705674762;;;;
SAP;0.000724751;1.023821273;;;;
SAP;0.000678119;0.477554166;;;;
SAP;0.001164998;1.323269799;;;;
SAP;0.000994939;1.356098801;;;;
WMT;0.001099542;1.165538719;;;;
XER;0.001153354;1.040418172;;;;
NAP;0.000716205;1.116751632;;;;
SPL;0.000811167;1.323269799;;;;
SPL;0.001497615;1.040418172;;;;
SAP;0.00099882;1.056650275;;;;
NPL;0.000780531;1.023821273;;;;
NPL;0.001233434;1.023821273;;;;
CPL;0.000844059;0.989464802;;;;
SPL;0.001230414;0.833406499;;;;
SAP;0.000888081;0.788633341;;;;
WMT;0.00098834;1.040418172;;;;
SAP;0.000897104;0.875619756;;;;
SPL;0.001079916;1.147195882;;;;
TPL;0.000833599;0.36370912;;;;
TPL;0.00065765;0.953431757;;;;
TPL;0.000788076;0.991221119;;;;
SAP;0.000712364;0.57617123;;;;
SAP;0.000951835;0.971668015;;;;
UMW;0.001314178;1.056650275;;;;
CPL;0.000888808;1.023821273;;;;
CPL;0.001255633;0.971668015;;;;
NAP;0.000866502;0.712742098;;;;
NAP;0.001190725;0.715932302;;;;
NPL;0.0005901;1.118230172;;;;
UMW;0.000986017;1.161263564;;;;
XER;0.001102996;1.175068282;;;;
CPL;0.001081533;1.006842803;;;;
UMW;0.000722026;1.101801102;;;;
TPL;0.000792618;0.842044387;;;;
XER;0.000788158;0.895854747;;;;
CPL;0.000784098;0.36370912;;;;
NAP;0.001181459;0.692649188;;;;
UMW;0.000820758;1.056650275;;;;
NPL;0.000608069;0.854814692;;;;
SAP;0.000994408;1.311994298;;;;
CPL;0.000858332;0.811359163;;;;
NPL;0.000820814;0.22905901;;;;
NPL;0.001573161;1.188619689;;;;
XER;0.001041049;1.161263564;;;;
TPL;0.00082115;0.635285246;;;;
TPL;0.001317295;1.056650275;;;;
XER;0.001128217;1.277096581;;;;
TPL;0.001091964;0.788633341;;;;
NAP;0.001282418;0.944141937;;;;
UMW;0.000815946;1.006842803;;;;
UMW;0.001162467;1.006842803;;;;
WMT;0.001096493;1.387530393;;;;
WMT;0.001361161;0.854814692;;;;
UMW;0.000904353;1.103309848;;;;
CPL;0.000724669;1.103309848;;;;
CPL;0.000831263;0.953431757;;;;
NAP;0.001290378;1.033824102;;;;
NAP;0.001086032;0.885806551;;;;
XER;0.000821674;1.103309848;;;;
NPL;0.001200847;1.023821273;;;;
NPL;0.000814046;0.811359163;;;;
NPL;0.001310714;1.132855025;;;;
CPL;0.001287415;0.833406499;;;;
CPL;0.00098801;1.040418172;;;;
SPL;0.00071596;0.875619756;;;;
NAP;0.001051876;1.056650275;;;;
XER;0.000695951;1.103309848;;;;
NPL;0.001034107;0.833406499;;;;
SAP;0.000766508;1.023821273;;;;
SAP;0.001096828;0.765185945;;;;
NAP;0.000762169;1.023821273;;;;
WMT;0.000934517;0.811359163;;;;
WMT;0.001155235;0.875619756;;;;
SPL;0.000886548;1.288913328;;;;
NPL;0.000921882;1.161263564;;;;
NPL;0.000891536;1.023821273;;;;
NPL;0.00134661;0.740969646;;;;
UMW;0.000801095;0.715932301;;;;
CPL;0.000875705;1.040418172;;;;
NPL;0.000713009;1.040418172;;;;
NPL;0.000718773;0.606319536;;;;
TPL;0.001255095;0.854814692;;;;
TPL;0.000866343;0.811359163;;;;
SPL;0.000798332;1.118230173;;;;
CPL;0.000744435;1.277096581;;;;
SAP;0.000821784;0.915550072;;;;
NPL;0.000590174;0.971668015;;;;
NPL;0.000689122;1.008558322;;;;
SPL;0.000732005;1.167211496;;;;
NAP;0.001320932;0.690016277;;;;
WMT;0.001117732;0.953431757;;;;
UMW;0.000760223;0.44152112;;;;
UMW;0.000791348;0.915550072;;;;
XER;0.000839292;0.895854746;;;;
CPL;0.000846185;1.040418172;;;;
WMT;0.00086541;1.147195883;;;;
CPL;0.000802204;1.088081867;;;;
UMW;0.000753278;1.023821273;;;;
CPL;0.000903272;0.765185945;;;;
TPL;0.000984603;0.811359163;;;;
CPL;0.000819505;1.088081867;;;;
CPL;0.000687024;1.103309848;;;;
WMT;0.000778502;1.124114913;;;;
WMT;0.00080593;0.989464802;;;;
CPL;0.00083576;0.934733772;;;;
CPL;0.000790974;0.953431757;;;;
SPL;0.00087854;0.511910636;;;;
SPL;0.000878369;1.132855025;;;;
NPL;0.00132812;1.277096581;;;;
NPL;0.001043993;1.427460708;;;;
TPL;0.001006665;1.056650275;;;;
WMT;0.000879109;0.740969646;;;;
WMT;0.000965705;1.023821273;;;;
WMT;0.001061166;0.960780384;;;;
XER;0.001090231;0.765185945;;;;
UMW;0.001155978;1.072533273;;;;
UMW;0.001065602;1.124359095;;;;
UMW;0.001235929;1.118230172;;;;
UMW;0.001017796;1.005123289;;;;
SAP;0.000714654;1.175068282;;;;
SAP;0.000924991;0.953431757;;;;
SAP;0.001136417;0.606319536;;;;
NAP;0.001188664;1.147195882;;;;
CPL;0.000804244;1.056650275;;;;
CPL;0.001076502;0.544739638;;;;
SAP;0.000727051;1.069383882;;;;
SAP;0.00112047;0.726049322;;;;
UMW;0.00089901;1.214998598;;;;
UMW;0.000847854;0.953431757;;;;
SAP;0.001115187;0.811359163;;;;
CPL;0.000851473;1.1255788;;;;
SAP;0.000898499;1.118230173;;;;
TPL;0.001109645;0.788633341;;;;
TPL;0.000696846;0.321495863;;;;
NPL;0.000877396;0.989464802;;;;
NPL;0.000756304;0.635285246;;;;
NPL;0.00059463;0.44152112;;;;
UMW;0.001308714;1.04369326;;;;
WMT;0.000781786;0.544739638;;;;
TPL;0.001068153;0.690016276;;;;
NAP;0.000865821;0.865290484;;;;
NAP;0.001159255;0.811359163;;;;
NPL;0.000886058;0.811359163;;;;
UMW;0.001207758;0.927119984;;;;
XER;0.000724431;0.953431757;;;;
NPL;0.000710983;1.056650275;;;;
SAP;0.001048495;0.875619756;;;;
WMT;0.001289995;1.265087684;;;;
NPL;0.001009843;0.760405793;;;;
NPL;0.000720843;0.788633341;;;;
NPL;0.000899821;0.811359163;;;;
UMW;0.000929187;0.895854747;;;;
NAP;0.000743175;1.227842938;;;;
SAP;0.000702949;0.788633341;;;;
SAP;0.001262786;1.005123289;;;;
SAP;0.000790861;0.765185945;;;;
SAP;0.000848764;1.214998598;;;;
TPL;0.001187989;0.788633341;;;;
TPL;0.001030607;1.088081867;;;;
NAP;0.000957159;0.663157646;;;;
NPL;0.000677177;1.006842803;;;;
CPL;0.000780863;0.915550072;;;;
SAP;0.000733914;1.201926913;;;;
SAP;0.001582198;1.288913328;;;;
WMT;0.000738595;0.934733772;;;;
NPL;0.001073211;1.088081867;;;;
NPL;0.00090312;1.227842938;;;;
NPL;0.001133784;1.201926913;;;;
SPL;0.000742919;1.132855026;;;;
CPL;0.000789204;0.883780402;;;;
CPL;0.000851779;0.811359163;;;;
CPL;0.000800961;1.006842803;;;;
UMW;0.00121774;1.286565056;;;;
TPL;0.001084666;0.895854746;;;;
WMT;0.001079698;0.788633341;;;;
WMT;0.00120392;0.765185945;;;;
XER;0.00073383;0.915550072;;;;
XER;0.000794847;1.006842803;;;;
CPL;0.000791197;1.273115273;;;;
XER;0.000880975;1.147195883;;;;
CPL;0.000857695;1.201926913;;;;
CPL;0.000878898;0.715932302;;;;
UMW;0.0012653;0.875619756;;;;
XER;0.000596526;0.811359163;;;;
XER;0.000728154;1.252880283;;;;
SAP;0.000874556;0.788633341;;;;
SAP;0.001281197;1.040418172;;;;
SAP;0.00071499;1.407765383;;;;
SAP;0.000851763;1.214998598;;;;
CPL;0.000698797;0.903796016;;;;
WMT;0.000928135;0.934733772;;;;
TPL;0.001559944;1.288913328;;;;
TPL;0.000754157;1.265087683;;;;
NPL;0.001035027;0.833406499;;;;
TPL;0.000758798;0.321495863;;;;
TPL;0.000776688;0.511910636;;;;
SAP;0.000715314;1.118230172;;;;
WMT;0.00067933;0.811359163;;;;
WMT;0.000847544;0.854814692;;;;
CPL;0.000803059;1.147195883;;;;
SPL;0.000668565;1.072533273;;;;
SPL;0.000799303;1.006842803;;;;
SAP;0.000731142;0.690016276;;;;
CPL;0.000744402;1.132855025;;;;
UMW;0.001323672;1.080348488;;;;
UMW;0.000874918;1.006842803;;;;
SAP;0.001098662;0.903796016;;;;
UMW;0.000758803;0.740969646;;;;
UMW;0.00088246;1.072533273;;;;
SPL;0.001096045;0.788633341;;;;
TPL;0.000876118;0.740969646;;;;
SPL;0.001254648;1.023821273;;;;
SPL;0.001102882;1.040418172;;;;
SAP;0.000669891;1.201926913;;;;
TPL;0.000723656;0.511910637;;;;
TPL;0.000774901;0.740969647;;;;
TPL;0.001052876;1.088081867;;;;
CPL;0.000892511;0.915550072;;;;
SPL;0.000951174;1.161263564;;;;
WMT;0.000834865;1.188619689;;;;
TPL;0.00085418;0.544739639;;;;
TPL;0.000647288;0.576171231;;;;
TPL;0.000839595;0.403639435;;;;
SAP;0.000929652;1.356098801;;;;
CPL;0.000917355;0.895854746;;;;
CPL;0.000874448;1.288913328;;;;
NPL;0.000846061;0.788633341;;;;
NPL;0.001046685;0.740969646;;;;
SPL;0.001585121;1.088081867;;;;
XER;0.000880228;1.088081867;;;;
SPL;0.001192884;0.544739638;;;;
SAP;0.001572811;1.056650275;;;;
UMW;0.000846024;0.854814692;;;;
SAP;0.000748708;0.854814692;;;;
WMT;0.000892734;1.056650275;;;;
UMW;0.00128675;0.953431757;;;;
UMW;0.001113463;1.074102946;;;;
UMW;0.000773624;1.103309848;;;;
SAP;0.000785685;1.006842803;;;;
XER;0.000693192;0.870473178;;;;
UMW;0.001068392;1.175068282;;;;
UMW;0.000665181;0.859022857;;;;
TPL;0.000884539;1.040418172;;;;
CPL;0.00106435;1.006842803;;;;
SAP;0.000812913;0.971668015;;;;
SAP;0.001096248;0.875619756;;;;
TPL;0.001066787;0.576171231;;;;
NAP;0.000974577;0.875619756;;;;
NPL;0.001097771;0.989464802;;;;
NPL;0.00083078;0.934733772;;;;
TPL;0.000778023;0.915550072;;;;
SAP;0.000861194;0.934733772;;;;
XER;0.000695269;1.056650275;;;;
XER;0.001084058;1.175068282;;;;
WMT;0.000825723;1.072533273;;;;
SPL;0.00096796;0.875619756;;;;
SPL;0.001196242;0.811359162;;;;
NPL;0.001490602;0.971668015;;;;
NPL;0.000702633;0.811359163;;;;
NPL;0.000974998;0.875619756;;;;
NPL;0.001030963;0.989464802;;;;
NPL;0.001191306;1.103309848;;;;
XER;0.000887508;1.201926913;;;;
SPL;0.000900312;1.147195883;;;;
NPL;0.001064591;1.132855025;;;;
CPL;0.000750585;0.811359163;;;;
XER;0.000916328;0.740969646;;;;
XER;0.001317978;0.895854746;;;;
SAP;0.000814692;0.94101918;;;;
WMT;0.000882235;1.072533273;;;;
CPL;0.001111919;1.271116541;;;;
NAP;0.001285988;1.103309848;;;;
NPL;0.00063063;0.740969646;;;;
WMT;0.001275349;0.477554166;;;;
WMT;0.000795245;0.715932302;;;;
WMT;0.000764514;1.265087684;;;;
NAP;0.001265812;0.544739639;;;;
NAP;0.001165519;0.854814692;;;;
SAP;0.000965087;1.175068282;;;;
SPL;0.000794578;0.895854746;;;;
SPL;0.001037561;0.915550072;;;;
NAP;0.000840883;0.765185945;;;;
NAP;0.000720175;1.088081867;;;;
WMT;0.000812455;0.765185945;;;;
CPL;0.000886047;0.635285246;;;;
TPL;0.000698294;0.36370912;;;;
NAP;0.00104307;0.788633341;;;;
NAP;0.000714317;0.44152112;;;;
SPL;0.000702473;0.895854746;;;;
SPL;0.001086997;0.895854746;;;;
WMT;0.000875469;0.663157646;;;;
SAP;0.000827749;1.227842938;;;;
NAP;0.000849593;0.854814692;;;;
SAP;0.000733196;1.311994299;;;;
NPL;0.000745109;0.875619756;;;;
SAP;0.000739408;1.188619689;;;;
SAP;0.000873794;1.288913328;;;;
CPL;0.000809796;0.971668015;;;;
XER;0.000692976;1.147195883;;;;
NAP;0.00099694;1.056650275;;;;
CPL;0.001362122;0.915550072;;;;
NAP;0.000991259;0.511910637;;;;
XER;0.000843736;1.227842938;;;;
XER;0.001219474;0.895854746;;;;
CPL;0.000778679;0.8334065;;;;
CPL;0.001129802;1.288913328;;;;
NPL;0.001084813;0.606319536;;;;
CPL;0.001227567;1.118230172;;;;
TPL;0.000857389;0.276722704;;;;
NPL;0.001278942;0.915550072;;;;
XER;0.001439431;0;;;;
XER;0.000713063;0;;;;
NAP;0.000914394;0.971668015;;;;
NPL;0.000724786;1.040418172;;;;
NPL;0.000640655;0.875619756;;;;
NAP;0.001613317;1.334375737;;;;
NAP;0.000954806;0.915550072;;;;
TPL;0.000692344;0.403639435;;;;
SAP;0.001174871;0.740969646;;;;
SAP;0.000811905;1.072533273;;;;
SAP;0.000876926;1.334375737;;;;
SAP;0.001220982;1.118230173;;;;
WMT;0.000809859;1.127039791;;;;
NPL;0.001114216;0.544739638;;;;
CPL;0.000816223;1.214998598;;;;
TPL;0.000912715;0.985939588;;;;
TPL;0.001082559;0.690016277;;;;
NPL;0.000674196;0.544739638;;;;
CPL;0.000786034;0.989464802;;;;
CPL;0.001104482;1.465342393;;;;
CPL;0.000823326;1.214998598;;;;
CPL;0.001290728;1.446644409;;;;
TPL;0.001186943;0.971668015;;;;
TPL;0.000698823;0.703087961;;;;
SPL;0.000761807;0.895854746;;;;
SAP;0.001024608;1.147195883;;;;
SAP;0.000741503;1.37720112;;;;
CPL;0.000843966;1.006842803;;;;
SPL;0.001299702;1.040418172;;;;
WMT;0.001449044;0.765185945;;;;
WMT;0.001259861;1.147195883;;;;
UMW;0.001117515;1.043693259;;;;
TPL;0.001291326;0.895854746;;;;
TPL;0.001260281;1.040418172;;;;
TPL;0.000943613;0.740969646;;;;
XER;0.000853776;1.188619689;;;;
CPL;0.000761743;0.788633341;;;;
WMT;0.00095627;0.788633341;;;;
NPL;0.000878239;0.276722704;;;;
WMT;0.000828142;0.989464802;;;;
WMT;0.001087089;0.663157646;;;;
NPL;0.000695679;0.833406499;;;;
XER;0.000868198;1.023821273;;;;
XER;0.000944611;1.056650275;;;;
NAP;0.00080567;1.023821273;;;;
TPL;0.000782426;1.240467706;;;;
TPL;0.000792329;0.8334065;;;;
TPL;0.000697826;0.740969646;;;;
XER;0.000741247;1.188619689;;;;
SAP;0.000724998;0.788633341;;;;
XER;0.001181105;1.006842803;;;;
XER;0.000902894;1.040418172;;;;
SAP;0.000869396;1.023821273;;;;
SAP;0.001055185;0.934733772;;;;
UMW;0.000825418;0.44152112;;;;
NPL;0.000692055;0.606319536;;;;
NPL;0.001087033;1.103309848;;;;
UMW;0.00065996;0.895854746;;;;
CPL;0.000971737;0.690016277;;;;
UMW;0.000896478;0.740969646;;;;
XER;0.000736406;0.676709052;;;;
NPL;0.000556329;0.811359163;;;;
UMW;0.001192973;0.833406499;;;;
UMW;0.00094448;0.971668015;;;;
XER;0.001169634;0.22905901;;;;
XER;0.000778954;0.953431757;;;;
SAP;0.000843099;1.188619689;;;;
SAP;0.001116631;0.925204209;;;;
CPL;0.000770657;1.214998598;;;;
NPL;0.000597458;0.544739638;;;;
SPL;0.000758019;0.740969646;;;;
XER;0.001191661;1.088081867;;;;
XER;0.001061679;1.023821273;;;;
SAP;0.00087112;1.161263564;;;;
NPL;0.000632551;0.833406499;;;;
XER;0.001189917;1.437114845;;;;
CPL;0.000912493;1.188619689;;;;
CPL;0.000895346;1.132855026;;;;
WMT;0.000913872;0.953431757;;;;
CPL;0.001281178;1.254110143;;;;
CPL;0.000909846;1.118230172;;;;
NAP;0.001082708;0.811359163;;;;
NAP;0.000979484;0.971668015;;;;
NAP;0.000836837;1.147195883;;;;
WMT;0.000676503;0.971668015;;;;
CPL;0.000820201;0.690016276;;;;
SPL;0.000698689;1.118230173;;;;
SPL;0.000996525;0.934733772;;;;
SPL;0.001053072;0.895854747;;;;
NPL;0.000771545;1.118230172;;;;
XER;0.000850195;1.188619689;;;;
WMT;0.001042667;1.098774332;;;;
WMT;0.001140551;0.715932302;;;;
WMT;0.000728576;1.118230172;;;;
WMT;0.000747186;0.934733772;;;;
UMW;0.000668277;0.22905901;;;;
UMW;0.000759591;1.334375737;;;;
SAP;0.001208889;0.833406499;;;;
NAP;0.001081134;1.145774263;;;;
