Ecoregions;Insect_Richness;SumNat_PFC;Habitat_Heterogeneity;Pred_Richness_Insect;lower_Richness_Insect;upperr_Richness_Insect
UMW;35;0.971668015;;;;
XER;35;1.312940527;;;;
NPL;25;1.013681101;;;;
SPL;8;0.477554166;;;;
SPL;5;0.953431757;;;;
WMT;32;1.456052573;;;;
NPL;9;0.875619756;;;;
WMT;23;1.006842803;;;;
CPL;16;0.064260594;;;;
UMW;47;0.811359163;;;;
WMT;38;1.103309848;;;;
SAP;29;1.042057531;;;;
XER;19;1.311994299;;;;
XER;24;1.023821273;;;;
XER;23;0.765185945;;;;
WMT;35;0.733547162;;;;
TPL;35;0.544739639;;;;
WMT;35;0.690016276;;;;
WMT;22;1.023821273;;;;
WMT;29;0.663157646;;;;
TPL;43;0.403639436;;;;
TPL;40;0.715932302;;;;
NPL;31;0.403639435;;;;
CPL;16;1.287740126;;;;
SAP;27;1.227842938;;;;
NAP;28;1.300543977;;;;
XER;15;0.854814692;;;;
NAP;43;0.934733772;;;;
NAP;47;0.726049322;;;;
WMT;25;0.934733772;;;;
WMT;23;0.788633341;;;;
UMW;34;1.201926913;;;;
CPL;41;1.056650275;;;;
NPL;24;1.161263564;;;;
NPL;18;0.953431757;;;;
NPL;31;1.175068282;;;;
TPL;42;1.070960256;;;;
SPL;15;0.989464802;;;;
TPL;41;0.635285246;;;;
NAP;23;1.175068282;;;;
WMT;35;0.946009273;;;;
XER;25;0.811359163;;;;
SAP;43;1.006842803;;;;
SAP;47;1.132855025;;;;
NAP;23;1.437114845;;;;
NAP;33;0.788633341;;;;
UMW;34;1.252880283;;;;
NPL;22;1.214998598;;;;
TPL;30;0.544739638;;;;
XER;15;1.240467706;;;;
TPL;15;1.006842803;;;;
UMW;37;0.839894368;;;;
UMW;42;1.493518653;;;;
NAP;53;1.037128497;;;;
CPL;30;1.161263564;;;;
NPL;27;1.094210789;;;;
XER;12;0.740969646;;;;
XER;28;0.447650043;;;;
XER;39;1.188619689;;;;
XER;37;1.132855026;;;;
SAP;38;1.161263564;;;;
XER;37;1.311994299;;;;
CPL;43;0.934733772;;;;
CPL;15;0.895854746;;;;
SAP;8;1.249178366;;;;
XER;13;0.811359163;;;;
UMW;36;0.875619756;;;;
UMW;21;1.214998598;;;;
UMW;41;0.875619757;;;;
SAP;15;1.025497848;;;;
TPL;48;1.023821273;;;;
TPL;29;1.161263564;;;;
SAP;46;0.854814692;;;;
SAP;34;0.854814692;;;;
WMT;37;1.040418172;;;;
NPL;33;1.023821273;;;;
UMW;17;0.895854746;;;;
NPL;28;0.788633341;;;;
SAP;40;0.989464802;;;;
NAP;15;1.161263564;;;;
CPL;25;0.788633341;;;;
NAP;20;1.132855026;;;;
XER;29;0.740969646;;;;
XER;24;0.934733772;;;;
WMT;37;1.040418172;;;;
SPL;18;1.387530393;;;;
TPL;48;0.765185945;;;;
SPL;22;1.175068282;;;;
NAP;51;0.811359163;;;;
XER;44;0.934733772;;;;
XER;38;1.188619689;;;;
SPL;11;0.44152112;;;;
CPL;5;1.132855026;;;;
SPL;26;0.606319536;;;;
SAP;36;1.006842803;;;;
TPL;30;0.663157646;;;;
NPL;23;0.971668015;;;;
WMT;40;1.023821273;;;;
SPL;38;1.427460708;;;;
UMW;15;0.740969646;;;;
UMW;8;0.915550072;;;;
UMW;40;1.300543977;;;;
UMW;47;1.311994299;;;;
TPL;29;0.737130264;;;;
SPL;7;0.403639436;;;;
SPL;17;0.915550072;;;;
NPL;16;0.44152112;;;;
NAP;50;0.663157646;;;;
NPL;36;0.934733772;;;;
TPL;25;0.788633341;;;;
SAP;19;1.214998598;;;;
SAP;8;1.147195883;;;;
SAP;43;1.161263564;;;;
NAP;32;0.668608084;;;;
SAP;49;1.288913328;;;;
CPL;13;1.397717188;;;;
CPL;27;1.103309848;;;;
SAP;42;1.446644408;;;;
SAP;52;1.214998598;;;;
SAP;44;0.977052225;;;;
CPL;5;0.875619756;;;;
NAP;22;1.056650275;;;;
NPL;19;0.934733772;;;;
NPL;18;0.875619756;;;;
NPL;35;0.854814692;;;;
WMT;29;1.103309848;;;;
WMT;12;0.663157646;;;;
SAP;37;1.259009205;;;;
NAP;26;1.040418172;;;;
NPL;20;0.953431757;;;;
SAP;23;0.971668015;;;;
NAP;25;0.811359163;;;;
SAP;39;1.334375737;;;;
UMW;25;1.323269799;;;;
UMW;35;1.334375737;;;;
WMT;33;0.646560747;;;;
NPL;18;0.989464802;;;;
NPL;23;1.056650275;;;;
NAP;26;0.403639436;;;;
WMT;30;0.811359163;;;;
WMT;39;1.175068282;;;;
SAP;41;0.765185945;;;;
UMW;21;0.17810564;;;;
TPL;34;1.023821273;;;;
XER;17;0.989464802;;;;
SPL;6;0.833406499;;;;
WMT;49;1.094210789;;;;
WMT;34;1.265087684;;;;
WMT;26;1.277096581;;;;
CPL;30;0.971668015;;;;
SAP;44;1.201926913;;;;
SAP;41;0.915550072;;;;
SAP;22;0.765185945;;;;
SAP;22;1.175068282;;;;
XER;20;1.118230172;;;;
SAP;21;1.088081867;;;;
NAP;38;1.072533273;;;;
XER;26;0.875619756;;;;
XER;31;1.015380828;;;;
NAP;25;0.934733772;;;;
NAP;34;0.895854746;;;;
SPL;37;1.201926913;;;;
SPL;23;1.072533273;;;;
NPL;29;0.715932301;;;;
NAP;17;0.765185945;;;;
NPL;29;0.971668015;;;;
NPL;25;1.161263564;;;;
NAP;47;1.262662292;;;;
NAP;51;0.875619756;;;;
NPL;29;1.040418172;;;;
TPL;41;0.606319536;;;;
TPL;21;0.17810564;;;;
SAP;26;1.072533273;;;;
UMW;16;0.544739639;;;;
WMT;56;1.040418172;;;;
XER;33;1.239214897;;;;
WMT;15;0.854814692;;;;
WMT;18;1.118230172;;;;
SAP;38;1.240467706;;;;
SAP;49;1.427460708;;;;
SAP;47;0.895854747;;;;
WMT;36;1.232724191;;;;
WMT;43;1.214998598;;;;
SPL;16;1.311994299;;;;
NPL;11;1.072533273;;;;
NPL;12;1.132855026;;;;
NAP;20;1.201926913;;;;
NAP;31;0.740969646;;;;
WMT;17;0.944141937;;;;
NPL;26;0.915550072;;;;
WMT;41;1.006842803;;;;
WMT;35;1.225291879;;;;
WMT;42;1.023821273;;;;
NAP;22;1.053969579;;;;
NAP;21;1.023821273;;;;
NAP;35;0.806869599;;;;
NPL;23;1.277096581;;;;
XER;48;1.188619689;;;;
XER;33;1.147195883;;;;
NAP;52;1.240467706;;;;
SAP;37;1.311994298;;;;
XER;34;1.39179198;;;;
SPL;34;1.214998598;;;;
SPL;42;1.132855025;;;;
UMW;43;0.915550072;;;;
WMT;44;1.227842938;;;;
TPL;24;0.852701584;;;;
WMT;36;1.043693259;;;;
NPL;20;0.915550072;;;;
NAP;16;1.056650275;;;;
NPL;27;1.147195883;;;;
SAP;35;0.971668015;;;;
NAP;40;0.934733772;;;;
NAP;38;0.740969646;;;;
WMT;44;1.137666319;;;;
WMT;42;1.040418172;;;;
WMT;36;1.161263564;;;;
NAP;30;1.040418172;;;;
TPL;24;0.788633341;;;;
UMW;17;0.978392167;;;;
NPL;34;0.833406499;;;;
XER;33;1.334375737;;;;
NPL;13;0.854814692;;;;
SAP;23;0.875619756;;;;
SAP;40;1.175068282;;;;
NPL;14;0.403639436;;;;
NPL;39;1.006842803;;;;
NAP;18;1.201926913;;;;
WMT;20;0.8334065;;;;
WMT;38;0.635285246;;;;
UMW;42;1.175068283;;;;
SPL;8;0.44152112;;;;
WMT;37;0.835575461;;;;
SAP;34;1.265087683;;;;
NPL;24;1.072533273;;;;
NPL;27;0.915550072;;;;
UMW;31;1.147195883;;;;
SPL;5;0.854814692;;;;
SPL;15;1.056650275;;;;
CPL;20;0.934733772;;;;
NAP;29;1.023821273;;;;
CPL;37;1.300543977;;;;
TPL;24;1.227842938;;;;
WMT;34;0.606319536;;;;
WMT;46;0.44152112;;;;
SAP;38;1.118230172;;;;
WMT;45;1.006842803;;;;
SAP;18;0.690016276;;;;
NAP;27;1.023821273;;;;
SAP;52;0.606319536;;;;
SAP;45;0.915550072;;;;
TPL;47;0.831231149;;;;
TPL;14;1.056650275;;;;
UMW;30;1.161263564;;;;
NPL;29;1.098268662;;;;
UMW;37;1.072533273;;;;
NAP;17;1.056650275;;;;
NAP;18;0.690016276;;;;
XER;42;1.023821273;;;;
SAP;39;1.118230172;;;;
SAP;30;1.397717188;;;;
SPL;28;0.765185945;;;;
TPL;42;0.8334065;;;;
TPL;35;0.811359163;;;;
CPL;35;1.300543977;;;;
WMT;25;1.37720112;;;;
CPL;23;1.277096581;;;;
SAP;38;1.265087684;;;;
TPL;11;0.740969646;;;;
NAP;13;0.788633341;;;;
WMT;4;0.915550072;;;;
TPL;36;0.690016276;;;;
SPL;14;0.953431757;;;;
CPL;33;0.854814692;;;;
UMW;40;1.175068283;;;;
NAP;60;1.006842803;;;;
SAP;16;1.132855025;;;;
SAP;29;1.277096581;;;;
SAP;3;0.895854746;;;;
SAP;18;0.781676954;;;;
SAP;44;1.040418172;;;;
NPL;36;1.056650275;;;;
NAP;37;1.040418172;;;;
NAP;31;0.875619757;;;;
NAP;28;0.833406499;;;;
SPL;41;0.715932301;;;;
NPL;38;0.934733772;;;;
XER;24;1.300543977;;;;
WMT;50;1.040418172;;;;
NAP;24;1.201926913;;;;
NAP;15;0.854814692;;;;
WMT;28;1.006842803;;;;
WMT;31;1.456052573;;;;
UMW;34;0.980620015;;;;
NAP;40;1.173699365;;;;
NPL;24;0.989464802;;;;
NPL;20;1.023821273;;;;
SPL;22;1.201926913;;;;
SPL;16;1.353239045;;;;
SAP;39;1.006842803;;;;
NAP;30;0.833406499;;;;
NAP;30;1.214998598;;;;
XER;32;1.023821273;;;;
UMW;37;0.895854747;;;;
NAP;36;0.989464802;;;;
SAP;55;1.132855025;;;;
NPL;25;0.765185945;;;;
NAP;25;1.252880283;;;;
NAP;27;1.103309848;;;;
NAP;12;1.017076651;;;;
NAP;15;0.57617123;;;;
NAP;17;0.690016276;;;;
NAP;23;0.895854746;;;;
WMT;39;0.989464802;;;;
NAP;42;0.811359163;;;;
NAP;45;0.663157646;;;;
XER;24;0.875619756;;;;
XER;22;1.006842802;;;;
NAP;18;1.056650275;;;;
NPL;29;1.023821273;;;;
NPL;30;0.895854746;;;;
WMT;28;0.989464802;;;;
SPL;15;1.025497848;;;;
SPL;15;0.971668015;;;;
NAP;42;1.006842803;;;;
CPL;38;1.147195883;;;;
SAP;33;1.056650275;;;;
SAP;42;1.040418172;;;;
WMT;39;0.895854746;;;;
WMT;45;0.740969646;;;;
CPL;44;0.895854746;;;;
CPL;42;0.915550072;;;;
SPL;11;0.989464802;;;;
SPL;18;0.934733772;;;;
TPL;21;0.477554166;;;;
CPL;35;0.811359163;;;;
NAP;32;1.118230172;;;;
NPL;10;1.040418172;;;;
CPL;15;0.985939588;;;;
NAP;2;1.023821273;;;;
NAP;15;1.188619689;;;;
SPL;31;0.989464802;;;;
WMT;44;0.71196017;;;;
WMT;41;0.8334065;;;;
SPL;12;0.875619756;;;;
SAP;31;1.056650275;;;;
SAP;42;0.690016276;;;;
WMT;37;1.006842803;;;;
WMT;33;1.103309848;;;;
TPL;35;0.938511432;;;;
UMW;4;0.715932302;;;;
NAP;60;1.088081867;;;;
XER;27;1.175068282;;;;
NAP;72;1.056650275;;;;
XER;36;0.57617123;;;;
XER;28;0.790937651;;;;
NPL;32;0.833406499;;;;
NPL;19;0.511910636;;;;
UMW;30;0.971668015;;;;
SAP;47;1.188619689;;;;
SAP;20;1.056650275;;;;
NAP;42;0.724372747;;;;
XER;8;1.103309848;;;;
NAP;13;0.8334065;;;;
SPL;37;0.989464802;;;;
SPL;11;1.118230172;;;;
TPL;23;0.989464802;;;;
SPL;28;1.088081867;;;;
SAP;50;0.953431757;;;;
SAP;38;1.175068282;;;;
XER;27;0.875619756;;;;
TPL;21;0.854814692;;;;
TPL;22;0.544739638;;;;
UMW;31;0.953431757;;;;
UMW;26;1.201926913;;;;
CPL;46;0.854814692;;;;
CPL;44;0.740969646;;;;
WMT;43;0.740969646;;;;
CPL;19;0.715932301;;;;
WMT;26;0.919426884;;;;
CPL;27;1.084998226;;;;
UMW;38;0.989464802;;;;
UMW;37;1.175068283;;;;
TPL;17;1.040418172;;;;
CPL;26;1.311994299;;;;
CPL;22;0.765185945;;;;
WMT;32;0.989464802;;;;
WMT;30;1.023821273;;;;
TPL;18;0.811359162;;;;
CPL;21;0.635285246;;;;
SAP;41;1.346402413;;;;
UMW;27;1.088081867;;;;
UMW;40;0.895854746;;;;
TPL;35;0.690016276;;;;
TPL;24;0.985939588;;;;
NAP;58;1.110807689;;;;
NAP;29;0.560622636;;;;
CPL;8;0.989464802;;;;
SPL;27;1.175068282;;;;
SPL;28;1.323269799;;;;
NAP;66;1.119547802;;;;
NAP;38;1.118230172;;;;
NAP;27;0.740969646;;;;
WMT;35;1.288913328;;;;
WMT;29;1.161263564;;;;
NAP;43;0.44152112;;;;
NAP;43;0.635285246;;;;
NPL;34;0.971668015;;;;
NAP;22;0.934733772;;;;
XER;22;0.740969646;;;;
XER;23;0.715932302;;;;
XER;12;0.17810564;;;;
CPL;29;1.334375737;;;;
UMW;15;0.971668015;;;;
SAP;40;1.040418172;;;;
XER;25;1.056650275;;;;
WMT;39;1.006842803;;;;
SAP;52;1.161263564;;;;
SAP;62;0.971668015;;;;
XER;30;0.811359163;;;;
NAP;24;1.147195883;;;;
NAP;28;0.875619756;;;;
XER;32;1.118230172;;;;
TPL;49;0.915550072;;;;
TPL;32;1.040418172;;;;
XER;32;1.023821273;;;;
XER;39;1.298232454;;;;
SAP;14;1.132855025;;;;
WMT;33;0.971668015;;;;
SPL;20;1.252880283;;;;
XER;29;1.214998598;;;;
SAP;20;1.040418172;;;;
SAP;29;1.240467706;;;;
UMW;20;0.989464802;;;;
TPL;41;0.811359163;;;;
TPL;6;0.934733772;;;;
UMW;28;0.915550072;;;;
CPL;33;1.118230173;;;;
TPL;14;0.57617123;;;;
XER;34;1.397717188;;;;
SAP;46;1.056650275;;;;
SAP;8;1.211101328;;;;
SAP;28;1.240467706;;;;
XER;24;1.118230173;;;;
UMW;34;0.765185945;;;;
SAP;15;1.072533273;;;;
NPL;25;0.635285246;;;;
UMW;29;1.127039791;;;;
XER;38;1.039049255;;;;
NPL;39;0.740969646;;;;
NPL;27;0.989464802;;;;
CPL;1;0.811359163;;;;
NPL;17;0.971668015;;;;
WMT;27;1.147195883;;;;
WMT;28;1.118230172;;;;
UMW;31;1.224652735;;;;
UMW;34;1.101801102;;;;
TPL;14;0.934733772;;;;
WMT;41;0.854814692;;;;
UMW;23;0.715932301;;;;
NPL;12;0.17810564;;;;
SAP;22;1.063044522;;;;
SAP;38;1.345317136;;;;
CPL;24;1.188619689;;;;
CPL;25;1.227842938;;;;
XER;22;1.37720112;;;;
UMW;20;1.056650275;;;;
SPL;40;0.953431757;;;;
XER;33;0.875619756;;;;
SAP;27;0.971668015;;;;
SAP;32;0.973666747;;;;
NAP;9;1.116751632;;;;
TPL;40;0.740969646;;;;
TPL;37;0.715932302;;;;
XER;37;0.895854746;;;;
XER;23;0.811359163;;;;
NPL;18;0.915550072;;;;
WMT;39;1.088081866;;;;
TPL;24;1.188619689;;;;
UMW;27;0.663157646;;;;
TPL;18;0.971668015;;;;
WMT;42;1.040418172;;;;
WMT;7;1.023821273;;;;
WMT;13;1.427460708;;;;
TPL;28;0.321495863;;;;
TPL;40;0.765185945;;;;
SAP;42;1.214998598;;;;
XER;36;1.381522554;;;;
SAP;24;0.875619756;;;;
XER;40;1.345317136;;;;
XER;39;0.705674762;;;;
SAP;25;1.023821273;;;;
SAP;13;0.477554166;;;;
SAP;13;1.323269799;;;;
SAP;30;1.356098801;;;;
WMT;31;1.165538719;;;;
XER;39;1.040418172;;;;
NAP;42;1.116751632;;;;
SPL;15;1.323269799;;;;
SPL;15;1.040418172;;;;
SAP;36;1.056650275;;;;
NPL;25;1.023821273;;;;
NPL;37;1.023821273;;;;
CPL;25;0.989464802;;;;
SPL;4;0.833406499;;;;
SAP;26;0.788633341;;;;
WMT;7;1.040418172;;;;
SAP;55;0.875619756;;;;
SPL;5;1.147195882;;;;
TPL;27;0.36370912;;;;
TPL;53;0.953431757;;;;
TPL;37;0.991221119;;;;
SAP;4;0.57617123;;;;
SAP;49;0.971668015;;;;
UMW;18;1.056650275;;;;
CPL;5;1.023821273;;;;
CPL;7;0.971668015;;;;
NAP;46;0.712742098;;;;
NAP;47;0.715932302;;;;
NPL;16;1.118230172;;;;
UMW;52;1.161263564;;;;
XER;35;1.175068282;;;;
CPL;27;1.006842803;;;;
UMW;32;1.101801102;;;;
TPL;29;0.842044387;;;;
XER;21;0.895854747;;;;
CPL;15;0.36370912;;;;
NAP;50;0.692649188;;;;
UMW;15;1.056650275;;;;
NPL;22;0.854814692;;;;
SAP;34;1.311994298;;;;
CPL;24;0.811359163;;;;
NPL;21;0.22905901;;;;
NPL;32;1.188619689;;;;
XER;9;1.161263564;;;;
TPL;13;0.635285246;;;;
TPL;19;1.056650275;;;;
XER;31;1.277096581;;;;
TPL;28;0.788633341;;;;
NAP;47;0.944141937;;;;
UMW;36;1.006842803;;;;
UMW;30;1.006842803;;;;
WMT;29;1.387530393;;;;
WMT;61;0.854814692;;;;
UMW;43;1.103309848;;;;
CPL;33;1.103309848;;;;
CPL;25;0.953431757;;;;
NAP;39;1.033824102;;;;
NAP;64;0.885806551;;;;
XER;30;1.103309848;;;;
NPL;39;1.023821273;;;;
NPL;19;0.811359163;;;;
NPL;32;1.132855025;;;;
CPL;26;0.833406499;;;;
CPL;36;1.040418172;;;;
SPL;38;0.875619756;;;;
NAP;36;1.056650275;;;;
XER;32;1.103309848;;;;
NPL;24;0.833406499;;;;
SAP;32;1.023821273;;;;
SAP;38;0.765185945;;;;
NAP;31;1.023821273;;;;
WMT;18;0.811359163;;;;
WMT;40;0.875619756;;;;
SPL;20;1.288913328;;;;
NPL;27;1.161263564;;;;
NPL;33;1.023821273;;;;
NPL;27;0.740969646;;;;
UMW;19;0.715932301;;;;
CPL;18;1.040418172;;;;
NPL;19;1.040418172;;;;
NPL;16;0.606319536;;;;
TPL;23;0.854814692;;;;
TPL;22;0.811359163;;;;
SPL;22;1.118230173;;;;
CPL;22;1.277096581;;;;
SAP;22;0.915550072;;;;
NPL;32;0.971668015;;;;
NPL;24;1.008558322;;;;
SPL;38;1.167211496;;;;
NAP;15;0.690016277;;;;
WMT;15;0.953431757;;;;
UMW;14;0.44152112;;;;
UMW;20;0.915550072;;;;
XER;32;0.895854746;;;;
CPL;12;1.040418172;;;;
WMT;26;1.147195883;;;;
CPL;48;1.088081867;;;;
UMW;27;1.023821273;;;;
CPL;20;0.765185945;;;;
TPL;15;0.811359163;;;;
CPL;59;1.088081867;;;;
CPL;47;1.103309848;;;;
WMT;30;1.124114913;;;;
WMT;27;0.989464802;;;;
CPL;30;0.934733772;;;;
CPL;25;0.953431757;;;;
SPL;9;0.511910636;;;;
SPL;22;1.132855025;;;;
NPL;24;1.277096581;;;;
NPL;45;1.427460708;;;;
TPL;10;1.056650275;;;;
WMT;37;0.740969646;;;;
WMT;28;1.023821273;;;;
WMT;34;0.960780384;;;;
XER;25;0.765185945;;;;
UMW;37;1.072533273;;;;
UMW;27;1.124359095;;;;
UMW;23;1.118230172;;;;
UMW;38;1.005123289;;;;
SAP;41;1.175068282;;;;
SAP;27;0.953431757;;;;
SAP;26;0.606319536;;;;
NAP;27;1.147195882;;;;
CPL;27;1.056650275;;;;
CPL;23;0.544739638;;;;
SAP;42;1.069383882;;;;
SAP;34;0.726049322;;;;
UMW;23;1.214998598;;;;
UMW;49;0.953431757;;;;
SAP;23;0.811359163;;;;
CPL;22;1.1255788;;;;
SAP;20;1.118230173;;;;
TPL;31;0.788633341;;;;
TPL;35;0.321495863;;;;
NPL;34;0.989464802;;;;
NPL;13;0.635285246;;;;
NPL;42;0.44152112;;;;
UMW;22;1.04369326;;;;
WMT;56;0.544739638;;;;
TPL;28;0.690016276;;;;
NAP;43;0.865290484;;;;
NAP;34;0.811359163;;;;
NPL;42;0.811359163;;;;
UMW;44;0.927119984;;;;
XER;11;0.953431757;;;;
NPL;34;1.056650275;;;;
SAP;19;0.875619756;;;;
WMT;29;1.265087684;;;;
NPL;7;0.760405793;;;;
NPL;20;0.788633341;;;;
NPL;14;0.811359163;;;;
UMW;35;0.895854747;;;;
NAP;33;1.227842938;;;;
SAP;37;0.788633341;;;;
SAP;10;1.005123289;;;;
SAP;28;0.765185945;;;;
SAP;27;1.214998598;;;;
TPL;30;0.788633341;;;;
TPL;33;1.088081867;;;;
NAP;20;0.663157646;;;;
NPL;33;1.006842803;;;;
CPL;37;0.915550072;;;;
SAP;26;1.201926913;;;;
SAP;25;1.288913328;;;;
WMT;43;0.934733772;;;;
NPL;40;1.088081867;;;;
NPL;29;1.227842938;;;;
NPL;47;1.201926913;;;;
SPL;25;1.132855026;;;;
CPL;10;0.883780402;;;;
CPL;29;0.811359163;;;;
CPL;20;1.006842803;;;;
UMW;25;1.286565056;;;;
TPL;29;0.895854746;;;;
WMT;40;0.788633341;;;;
WMT;41;0.765185945;;;;
XER;38;0.915550072;;;;
XER;28;1.006842803;;;;
CPL;22;1.273115273;;;;
XER;12;1.147195883;;;;
CPL;33;1.201926913;;;;
CPL;6;0.715932302;;;;
UMW;27;0.875619756;;;;
XER;35;0.811359163;;;;
XER;23;1.252880283;;;;
SAP;27;0.788633341;;;;
SAP;33;1.040418172;;;;
SAP;39;1.407765383;;;;
SAP;29;1.214998598;;;;
CPL;24;0.903796016;;;;
WMT;14;0.934733772;;;;
TPL;18;1.288913328;;;;
TPL;33;1.265087683;;;;
NPL;43;0.833406499;;;;
TPL;7;0.321495863;;;;
TPL;11;0.511910636;;;;
SAP;50;1.118230172;;;;
WMT;20;0.811359163;;;;
WMT;16;0.854814692;;;;
CPL;33;1.147195883;;;;
SPL;29;1.072533273;;;;
SPL;27;1.006842803;;;;
SAP;25;0.690016276;;;;
CPL;17;1.132855025;;;;
UMW;20;1.080348488;;;;
UMW;35;1.006842803;;;;
SAP;12;0.903796016;;;;
UMW;32;0.740969646;;;;
UMW;26;1.072533273;;;;
SPL;39;0.788633341;;;;
TPL;16;0.740969646;;;;
SPL;41;1.023821273;;;;
SPL;27;1.040418172;;;;
SAP;47;1.201926913;;;;
TPL;13;0.511910637;;;;
TPL;16;0.740969647;;;;
TPL;14;1.088081867;;;;
CPL;22;0.915550072;;;;
SPL;28;1.161263564;;;;
WMT;31;1.188619689;;;;
TPL;28;0.544739639;;;;
TPL;25;0.576171231;;;;
TPL;28;0.403639435;;;;
SAP;16;1.356098801;;;;
CPL;17;0.895854746;;;;
CPL;14;1.288913328;;;;
NPL;15;0.788633341;;;;
NPL;27;0.740969646;;;;
SPL;14;1.088081867;;;;
XER;22;1.088081867;;;;
SPL;11;0.544739638;;;;
SAP;36;1.056650275;;;;
UMW;39;0.854814692;;;;
SAP;23;0.854814692;;;;
WMT;28;1.056650275;;;;
UMW;20;0.953431757;;;;
UMW;34;1.074102946;;;;
UMW;27;1.103309848;;;;
SAP;39;1.006842803;;;;
XER;36;0.870473178;;;;
UMW;50;1.175068282;;;;
UMW;47;0.859022857;;;;
TPL;19;1.040418172;;;;
CPL;33;1.006842803;;;;
SAP;47;0.971668015;;;;
SAP;8;0.875619756;;;;
TPL;18;0.576171231;;;;
NAP;36;0.875619756;;;;
NPL;29;0.989464802;;;;
NPL;37;0.934733772;;;;
TPL;15;0.915550072;;;;
SAP;21;0.934733772;;;;
XER;35;1.056650275;;;;
XER;21;1.175068282;;;;
WMT;21;1.072533273;;;;
SPL;24;0.875619756;;;;
SPL;26;0.811359162;;;;
NPL;13;0.971668015;;;;
NPL;32;0.811359163;;;;
NPL;21;0.875619756;;;;
NPL;27;0.989464802;;;;
NPL;30;1.103309848;;;;
XER;27;1.201926913;;;;
SPL;18;1.147195883;;;;
NPL;24;1.132855025;;;;
CPL;37;0.811359163;;;;
XER;44;0.740969646;;;;
XER;51;0.895854746;;;;
SAP;31;0.94101918;;;;
WMT;34;1.072533273;;;;
CPL;18;1.271116541;;;;
NAP;20;1.103309848;;;;
NPL;37;0.740969646;;;;
WMT;45;0.477554166;;;;
WMT;38;0.715932302;;;;
WMT;22;1.265087684;;;;
NAP;12;0.544739639;;;;
NAP;8;0.854814692;;;;
SAP;48;1.175068282;;;;
SPL;19;0.895854746;;;;
SPL;17;0.915550072;;;;
NAP;51;0.765185945;;;;
NAP;39;1.088081867;;;;
WMT;15;0.765185945;;;;
CPL;13;0.635285246;;;;
TPL;22;0.36370912;;;;
NAP;43;0.788633341;;;;
NAP;1;0.44152112;;;;
SPL;20;0.895854746;;;;
SPL;23;0.895854746;;;;
WMT;40;0.663157646;;;;
SAP;54;1.227842938;;;;
NAP;21;0.854814692;;;;
SAP;46;1.311994299;;;;
NPL;17;0.875619756;;;;
SAP;30;1.188619689;;;;
SAP;34;1.288913328;;;;
CPL;8;0.971668015;;;;
XER;15;1.147195883;;;;
NAP;20;1.056650275;;;;
CPL;16;0.915550072;;;;
NAP;25;0.511910637;;;;
XER;19;1.227842938;;;;
XER;23;0.895854746;;;;
CPL;18;0.8334065;;;;
CPL;21;1.288913328;;;;
NPL;32;0.606319536;;;;
CPL;29;1.118230172;;;;
TPL;23;0.276722704;;;;
NPL;22;0.915550072;;;;
XER;6;0;;;;
XER;2;0;;;;
NAP;19;0.971668015;;;;
NPL;34;1.040418172;;;;
NPL;27;0.875619756;;;;
NAP;34;1.334375737;;;;
NAP;9;0.915550072;;;;
TPL;28;0.403639435;;;;
SAP;40;0.740969646;;;;
SAP;37;1.072533273;;;;
SAP;21;1.334375737;;;;
SAP;32;1.118230173;;;;
WMT;34;1.127039791;;;;
NPL;26;0.544739638;;;;
CPL;21;1.214998598;;;;
TPL;32;0.985939588;;;;
TPL;42;0.690016277;;;;
NPL;32;0.544739638;;;;
CPL;10;0.989464802;;;;
CPL;21;1.465342393;;;;
CPL;16;1.214998598;;;;
CPL;36;1.446644409;;;;
TPL;23;0.971668015;;;;
TPL;44;0.703087961;;;;
SPL;37;0.895854746;;;;
SAP;41;1.147195883;;;;
SAP;48;1.37720112;;;;
CPL;28;1.006842803;;;;
SPL;16;1.040418172;;;;
WMT;22;0.765185945;;;;
WMT;6;1.147195883;;;;
UMW;30;1.043693259;;;;
TPL;21;0.895854746;;;;
TPL;26;1.040418172;;;;
TPL;25;0.740969646;;;;
XER;24;1.188619689;;;;
CPL;16;0.788633341;;;;
WMT;44;0.788633341;;;;
NPL;5;0.276722704;;;;
WMT;36;0.989464802;;;;
WMT;39;0.663157646;;;;
NPL;25;0.833406499;;;;
XER;23;1.023821273;;;;
XER;32;1.056650275;;;;
NAP;21;1.023821273;;;;
TPL;28;1.240467706;;;;
TPL;20;0.8334065;;;;
TPL;35;0.740969646;;;;
XER;23;1.188619689;;;;
SAP;26;0.788633341;;;;
XER;19;1.006842803;;;;
XER;12;1.040418172;;;;
SAP;9;1.023821273;;;;
SAP;27;0.934733772;;;;
UMW;23;0.44152112;;;;
NPL;23;0.606319536;;;;
NPL;48;1.103309848;;;;
UMW;27;0.895854746;;;;
CPL;4;0.690016277;;;;
UMW;29;0.740969646;;;;
XER;37;0.676709052;;;;
NPL;47;0.811359163;;;;
UMW;36;0.833406499;;;;
UMW;25;0.971668015;;;;
XER;15;0.22905901;;;;
XER;26;0.953431757;;;;
SAP;8;1.188619689;;;;
SAP;15;0.925204209;;;;
CPL;31;1.214998598;;;;
NPL;38;0.544739638;;;;
SPL;13;0.740969646;;;;
XER;33;1.088081867;;;;
XER;22;1.023821273;;;;
SAP;8;1.161263564;;;;
NPL;31;0.833406499;;;;
