Ecoregions;Fish_LCBD;SumNat_PFC;Habitat_Heterogeneity;Pred_LCBD_Fish;lower_LCBD_Fish;upperr_LCBD_Fish
UMW;0.001216491;1.221325798;;;;
TPL;0.001309734;1.012086015;;;;
TPL;0.001283876;1.221325798;;;;
UMW;0.001251541;1.283747162;;;;
UMW;0.001298288;1.221325798;;;;
UMW;0.001179087;1.078118574;;;;
UMW;0.001277093;1.012086015;;;;
UMW;0.001276588;1.181187542;;;;
UMW;0.001151346;1.246927538;;;;
TPL;0.001236122;1.10297033;;;;
UMW;0.001251167;1.181187542;;;;
TPL;0.001110011;0.822302768;;;;
UMW;0.001176753;1.259404755;;;;
TPL;0.001143214;1.093748138;;;;
UMW;0.001137132;1.010357547;;;;
UMW;0.001237517;0.815584379;;;;
UMW;0.001233585;0.83555985;;;;
UMW;0.001237931;0.719660575;;;;
UMW;0.00113831;1.130214283;;;;
UMW;0.001120325;1.107538818;;;;
UMW;0.001209799;1.005147863;;;;
TPL;0.001276129;0.579171687;;;;
TPL;0.001269203;1.246927538;;;;
UMW;0.001146553;1.047484127;;;;
UMW;0.001208923;1.35232298;;;;
UMW;0.001178758;0.666611091;;;;
UMW;0.001140941;1.181187542;;;;
UMW;0.00124798;0.850733045;;;;
TPL;0.001226041;0.443820376;;;;
UMW;0.001184979;1.307316661;;;;
UMW;0.001206685;0.90051998;;;;
UMW;0.001221849;0.682927724;;;;
TPL;0.001136923;1.234237026;;;;
TPL;0.001144024;0.976728052;;;;
UMW;0.001155192;1.190749106;;;;
UMW;0.001295421;1.172892742;;;;
UMW;0.001305617;1.174744057;;;;
UMW;0.001329793;1.307316662;;;;
TPL;0.001216689;1.194809519;;;;
TPL;0.001066811;0.547576413;;;;
TPL;0.001077025;0.837746529;;;;
TPL;0.001145106;0.582258498;;;;
SAP;0.001184421;0.933868803;;;;
SAP;0.001137688;0.920317871;;;;
SAP;0.001163832;0.978737193;;;;
TPL;0.001102181;0.837746529;;;;
SAP;0.001253124;0.737367166;;;;
TPL;0.001098542;1.153169995;;;;
TPL;0.001185022;1.012086015;;;;
SAP;0.001251115;1.124053444;;;;
SAP;0.001173655;0.994617518;;;;
TPL;0.001156346;0.744828303;;;;
TPL;0.001133169;0.677528595;;;;
TPL;0.001129105;0.69360959;;;;
TPL;0.00114853;1.076537366;;;;
SAP;0.001164073;0.982140301;;;;
TPL;0.001166938;0.740968927;;;;
TPL;0.001131169;0.90051998;;;;
TPL;0.001134762;0.79274021;;;;
TPL;0.001118837;1.060537244;;;;
TPL;0.001168374;0.744828303;;;;
TPL;0.000771069;0.609476993;;;;
TPL;0.001062448;0.815584379;;;;
NPL;0.001207593;1.124053444;;;;
WMT;0.001332725;1.295625445;;;;
NPL;0.001251877;0.939601472;;;;
WMT;0.001311412;0.666611091;;;;
NPL;0.001240347;0.939601472;;;;
NPL;0.001205218;1.246927538;;;;
NPL;0.00127006;1.246927538;;;;
NPL;0.001287682;0.514576451;;;;
NPL;0.001254221;0.694787032;;;;
WMT;0.00123217;0.880179615;;;;
WMT;0.001322218;0.859266207;;;;
WMT;0.001296676;0.719660575;;;;
NPL;0.001243098;0.837746529;;;;
NPL;0.001248345;1.078118574;;;;
NPL;0.001240926;0.815584379;;;;
WMT;0.001281388;0.744828304;;;;
NPL;0.001207593;1.153169995;;;;
NPL;0.001217285;0.859266207;;;;
NPL;0.001298829;1.167310935;;;;
WMT;0.001350341;1.341324603;;;;
NPL;0.001297796;1.307316661;;;;
NPL;0.001241752;1.109055421;;;;
NPL;0.001297796;1.33016083;;;;
NPL;0.001297796;1.078118573;;;;
WMT;0.001297796;1.271675727;;;;
NPL;0.001303186;1.48219547;;;;
CPL;0.001246124;1.33016083;;;;
CPL;0.00126257;1.271675726;;;;
SAP;0.001258288;1.078118574;;;;
SAP;0.001238985;1.307316662;;;;
SAP;0.001259717;1.342431802;;;;
SAP;0.001259416;1.246927538;;;;
CPL;0.001253481;1.318826611;;;;
CPL;0.001228692;1.271675727;;;;
CPL;0.001261541;1.138754457;;;;
CPL;0.001254105;1.029152902;;;;
CPL;0.001227567;1.363160791;;;;
SAP;0.001267234;1.179811496;;;;
SAP;0.001262766;1.33016083;;;;
CPL;0.001251799;1.394756066;;;;
SAP;0.001242865;1.318826611;;;;
CPL;0.001285556;0.939601472;;;;
SAP;0.001229923;0.908502604;;;;
SAP;0.001327843;1.234237026;;;;
SAP;0.001245563;1.246927538;;;;
CPL;0.00122564;1.27773598;;;;
SAP;0.001207229;1.208186041;;;;
CPL;0.001231742;1.153169995;;;;
SAP;0.001206591;1.283747162;;;;
SAP;0.001236881;1.153169995;;;;
SAP;0.001209137;1.33016083;;;;
SAP;0.001271616;1.124053443;;;;
SAP;0.001228375;1.167310935;;;;
CPL;0.001290318;1.167310935;;;;
SAP;0.001292725;1.062152864;;;;
SAP;0.001271384;1.029152902;;;;
NPL;0.0013112;1.138754457;;;;
NPL;0.001216001;0.880179614;;;;
NPL;0.00126131;1.109055421;;;;
NPL;0.001320887;0.994617518;;;;
NPL;0.001250301;1.147796918;;;;
NPL;0.0013112;1.078118574;;;;
NPL;0.0013112;0.939601472;;;;
NPL;0.001219393;0.994617518;;;;
NPL;0.001245292;0.920317871;;;;
NPL;0.0013112;0.744828304;;;;
NPL;0.001245292;0.994617518;;;;
NPL;0.001261224;1.045836231;;;;
NPL;0.0013112;0.939601471;;;;
NPL;0.00126131;1.098373554;;;;
NPL;0.001310691;0.744828303;;;;
NPL;0.001245292;1.270457717;;;;
NPL;0.001269275;0.958396827;;;;
TPL;0.001133069;0.76917071;;;;
SPL;0.001295445;1.029152902;;;;
SPL;0.001219983;0.880179614;;;;
SPL;0.001293051;0.90051998;;;;
TPL;0.001244542;0.815584379;;;;
TPL;0.001225332;1.012086015;;;;
SPL;0.001203375;1.093748138;;;;
TPL;0.001169177;0.514576452;;;;
NPL;0.001291429;1.434894322;;;;
SPL;0.001168164;0.837746529;;;;
TPL;0.000734278;0.79274021;;;;
TPL;0.001147474;0.976728052;;;;
NPL;0.001164772;0.859266207;;;;
SPL;0.00120571;1.167310935;;;;
SPL;0.000811631;0.064595236;;;;
NPL;0.001262766;1.078118573;;;;
TPL;0.00126672;0.638593544;;;;
NAP;0.001191793;0.859266207;;;;
NAP;0.001154292;0.792740211;;;;
NAP;0.001227171;1.062152864;;;;
NAP;0.001203085;0.859266207;;;;
NAP;0.001289176;0.837746529;;;;
NAP;0.001225346;1.045836231;;;;
NAP;0.001201726;1.153169995;;;;
NAP;0.001341978;1.044460185;;;;
NAP;0.001225195;0.92031787;;;;
NAP;0.001298407;0.842582878;;;;
CPL;0.001221425;0.792740211;;;;
CPL;0.001252632;0.69360959;;;;
SAP;0.001209492;1.194809519;;;;
SAP;0.00118788;1.283747162;;;;
SAP;0.0012158;1.33016083;;;;
SAP;0.001239073;0.579171687;;;;
SAP;0.001222899;1.25568356;;;;
SAP;0.001249576;1.295625445;;;;
SAP;0.001287037;1.246927538;;;;
NAP;0.001233603;1.295625445;;;;
NAP;0.001194084;1.271675727;;;;
SAP;0.001159258;1.153169995;;;;
NAP;0.00118368;1.373842658;;;;
CPL;0.00127404;0.958396827;;;;
XER;0.001269911;1.234237026;;;;
XER;0.001318955;1.029152903;;;;
XER;0.001333157;0.709349619;;;;
XER;0.001340853;0.76917071;;;;
XER;0.001351414;1.093748138;;;;
XER;0.001291429;1.062152864;;;;
XER;0.001303407;1.062152864;;;;
SAP;0.001151041;1.181187542;;;;
NAP;0.001139526;0.90051998;;;;
NAP;0.001110587;1.271675726;;;;
NAP;0.00122847;0.760568333;;;;
NAP;0.001214242;0.976728052;;;;
NAP;0.001150911;1.153169995;;;;
NAP;0.001118623;0.815584379;;;;
NAP;0.001149298;1.078118574;;;;
NAP;0.001238138;1.013523338;;;;
NAP;0.001171324;1.042529425;;;;
NAP;0.001123806;1.208186041;;;;
NAP;0.001160097;0.976728052;;;;
NAP;0.00118768;0.480041067;;;;
NAP;0.001148283;0.443820376;;;;
NAP;0.001189706;0.79274021;;;;
NAP;0.001138948;1.153169995;;;;
NAP;0.001154952;0.869796552;;;;
NAP;0.001150628;0.744828304;;;;
NAP;0.001164231;1.029152902;;;;
NAP;0.001157937;0.744828304;;;;
NAP;0.001161286;1.062152864;;;;
NAP;0.001236783;0.859266207;;;;
NAP;0.001173029;0.920317871;;;;
NAP;0.001167482;1.307316661;;;;
NAP;0.001150594;0.837746529;;;;
NAP;0.001165615;0.514576452;;;;
NAP;0.001220609;1.012086015;;;;
NAP;0.001148311;0.443820376;;;;
NAP;0.001173555;0.666611091;;;;
NAP;0.00118654;1.029152902;;;;
NAP;0.001101196;0.792740211;;;;
NAP;0.001157987;1.062152864;;;;
NAP;0.001203249;1.151740972;;;;
NAP;0.001211806;0.994617517;;;;
NAP;0.001207246;0.880179614;;;;
NAP;0.001149607;1.208186041;;;;
NAP;0.001093494;1.194809519;;;;
NAP;0.001217348;1.208186041;;;;
NAP;0.001216325;0.794670971;;;;
NAP;0.001192919;1.078118574;;;;
SAP;0.001154815;0.69360959;;;;
NAP;0.001137929;1.259404755;;;;
NAP;0.001226585;1.271675727;;;;
NAP;0.001150095;0.638593544;;;;
NAP;0.001195578;0.920317871;;;;
NAP;0.001172496;1.078118574;;;;
NAP;0.001298407;1.219151926;;;;
NAP;0.001134784;0.994617517;;;;
NAP;0.001088911;0.719660575;;;;
NAP;0.001192581;0.514576451;;;;
NAP;0.001249576;1.092642588;;;;
NAP;0.001235262;1.194809519;;;;
NAP;0.001221461;1.109055421;;;;
NAP;0.001189341;0.666611091;;;;
NAP;0.001137074;1.221325798;;;;
NAP;0.001159094;1.045836231;;;;
NAP;0.00115356;1.074159221;;;;
NAP;0.001170108;0.976728052;;;;
SAP;0.001175071;1.047484127;;;;
NAP;0.001083477;0.994617518;;;;
NAP;0.001102419;1.181187542;;;;
SAP;0.001113701;0.880179615;;;;
NAP;0.001146793;1.153169995;;;;
NAP;0.001097791;0.40574142;;;;
SAP;0.001137969;0.976728052;;;;
SAP;0.001089591;0.958396827;;;;
TPL;0.001159865;0.991073946;;;;
SAP;0.001141764;1.093748138;;;;
TPL;0.001140591;0.939601472;;;;
NAP;0.001064758;0.90051998;;;;
SAP;0.00119569;1.093748138;;;;
TPL;0.00109114;1.012086015;;;;
TPL;0.00112754;1.012086015;;;;
TPL;0.001139353;1.153169995;;;;
SAP;0.001207188;0.95093569;;;;
TPL;0.00109435;1.208186041;;;;
TPL;0.001164229;1.062152864;;;;
SAP;0.00111466;0.79274021;;;;
NAP;0.001084257;1.122567203;;;;
TPL;0.001158658;1.093748138;;;;
SAP;0.001113138;0.76917071;;;;
NAP;0.001097338;1.208186041;;;;
SAP;0.001059748;0.958396827;;;;
SAP;0.001129989;0.976728052;;;;
NAP;0.001091008;0.837746529;;;;
NAP;0.001082939;1.029152903;;;;
SAP;0.001115149;1.012086015;;;;
NAP;0.001052769;1.124053444;;;;
TPL;0.001116182;1.221325798;;;;
NAP;0.001096895;0.920317871;;;;
NAP;0.000771342;0.609476993;;;;
TPL;0.001168041;0.769170711;;;;
TPL;0.001156251;1.045836231;;;;
TPL;0.001109203;0.939601471;;;;
TPL;0.001228436;1.454177923;;;;
NAP;0.001079794;0.744828303;;;;
CPL;0.001141228;1.062152864;;;;
SAP;0.001122598;1.153169995;;;;
SAP;0.001155721;0.579171687;;;;
SPL;0.001231283;0.514576451;;;;
SPL;0.001163021;0.92031787;;;;
SPL;0.001205004;0.90051998;;;;
SPL;0.001329421;0.76917071;;;;
SAP;0.001160854;0.859266207;;;;
SPL;0.001172851;0.638593544;;;;
SPL;0.001190315;0.514576451;;;;
SPL;0.001139127;0.480041066;;;;
CPL;0.001199778;0.737367166;;;;
SPL;0.001192045;0.76917071;;;;
SPL;0.001164152;1.093748138;;;;
CPL;0.001190486;0.744828304;;;;
SPL;0.001125107;0.744828304;;;;
CPL;0.001137196;0.69360959;;;;
SPL;0.001132812;0.579171687;;;;
SAP;0.001157097;0.880179615;;;;
CPL;0.001121543;0.547576413;;;;
SAP;0.001136111;1.012086015;;;;
SPL;0.001150222;0.547576413;;;;
SPL;0.001351101;0.837746529;;;;
SPL;0.001303656;0.769170711;;;;
SPL;0.001097471;0.638593544;;;;
TPL;0.001160559;1.012086015;;;;
SPL;0.001124051;0.769170711;;;;
SPL;0.001154179;0.920317871;;;;
SPL;0.001113566;0.638593544;;;;
SPL;0.001110386;0.880179615;;;;
SAP;0.001207241;0.994617517;;;;
SPL;0.001108081;1.208186041;;;;
SAP;0.001133373;1.062152864;;;;
WMT;0.001335706;0.815584379;;;;
WMT;0.001276991;0.837746529;;;;
WMT;0.001312941;1.373842658;;;;
WMT;0.000812866;0.609476993;;;;
WMT;0.001309244;1.045836231;;;;
WMT;0.001316355;0.90051998;;;;
WMT;0.001314923;0.792740211;;;;
WMT;0.001292763;1.062152864;;;;
WMT;0.001288654;1.104496285;;;;
WMT;0.001328849;0.859266207;;;;
XER;0.001282775;0.92031787;;;;
WMT;0.0013321;0.958396827;;;;
WMT;0.001316782;1.109055421;;;;
WMT;0.001298074;1.10905542;;;;
WMT;0.001280383;1.012086015;;;;
WMT;0.001283993;0.958396827;;;;
WMT;0.001281123;0.719660575;;;;
WMT;0.001339394;1.153169995;;;;
XER;0.001347574;0.795056521;;;;
WMT;0.001327772;0.92031787;;;;
WMT;0.001332725;1.153169995;;;;
WMT;0.001332725;1.283747162;;;;
WMT;0.001339197;0.958396827;;;;
WMT;0.001303407;0.994617518;;;;
WMT;0.001292763;1.093748138;;;;
WMT;0.001326719;1.318826611;;;;
NAP;0.001126135;0.744828304;;;;
NAP;0.000771132;0.609476993;;;;
NAP;0.001180537;0.976728052;;;;
NAP;0.001147947;0.976728052;;;;
NAP;0.001202979;1.212152445;;;;
NAP;0.001119755;0.609476993;;;;
NAP;0.001164321;0.994617518;;;;
NAP;0.001153327;0.859266207;;;;
NAP;0.001096613;0.859266207;;;;
SAP;0.001138454;0.939601472;;;;
NAP;0.001088309;1.10905542;;;;
NAP;0.001193892;1.062152864;;;;
SAP;0.001209684;0.744828303;;;;
SAP;0.001202379;0.837746529;;;;
SAP;0.00115707;0.719660575;;;;
NAP;0.001156933;1.052405981;;;;
SAP;0.00119172;0.939389938;;;;
NAP;0.001178444;0.666611091;;;;
NAP;0.001137616;0.69360959;;;;
NAP;0.001175265;0.976728052;;;;
NAP;0.001137507;0.728144974;;;;
SAP;0.00109956;1.078118574;;;;
NAP;0.001171633;0.79274021;;;;
NAP;0.001242387;0.744828304;;;;
NAP;0.001298407;0.719660575;;;;
NAP;0.001188679;0.792740211;;;;
SAP;0.001093052;0.939601472;;;;
NAP;0.001298407;0.666611092;;;;
NAP;0.001246144;1.167310935;;;;
NAP;0.001334779;1.307316662;;;;
NAP;0.001237708;1.271675727;;;;
NAP;0.001290271;1.394756066;;;;
NAP;0.001279985;1.167310935;;;;
NAP;0.001291015;1.309247422;;;;
TPL;0.001279775;0.719660575;;;;
TPL;0.0011969;0.719660575;;;;
TPL;0.001285113;0.744828303;;;;
NPL;0.000771194;0.579171687;;;;
NPL;0.001214706;0.719660575;;;;
NPL;0.001245589;1.181187542;;;;
NPL;0.001311169;0.880179614;;;;
WMT;0.001227768;0.480041067;;;;
NPL;0.001216394;0.876734704;;;;
TPL;0.00126471;0.365603164;;;;
NPL;0.001270926;0.744828304;;;;
NPL;0.001168588;1.093748138;;;;
NPL;0.0013112;0.666611091;;;;
TPL;0.001131127;0.815584379;;;;
TPL;0.0013112;0.719660575;;;;
WMT;0.001291429;1.167310935;;;;
TPL;0.001253748;1.012086015;;;;
SPL;0.001201914;1.318826611;;;;
CPL;0.001208524;1.012086015;;;;
CPL;0.001209941;0.880179615;;;;
SPL;0.001156394;1.221325798;;;;
CPL;0.00118675;1.029152902;;;;
SPL;0.001148573;0.405741419;;;;
SPL;0.001175678;1.045836231;;;;
CPL;0.001171167;1.045836231;;;;
SPL;0.001152905;1.153169995;;;;
CPL;0.001222973;1.078118574;;;;
SPL;0.001236561;1.179811496;;;;
SPL;0.001141026;0.792740211;;;;
SPL;0.001188057;1.167310935;;;;
CPL;0.001251752;1.110219933;;;;
SPL;0.000771146;0.609476993;;;;
SPL;0.001163571;0.880179615;;;;
SPL;0.001232172;1.124053444;;;;
SPL;0.001115317;0.666611091;;;;
CPL;0.001177819;0.976728052;;;;
SPL;0.001164728;1.109055421;;;;
CPL;0.001161923;1.167310935;;;;
CPL;0.001241729;1.012086015;;;;
SPL;0.001130031;0.90051998;;;;
CPL;0.001190895;1.208186041;;;;
SPL;0.001196408;0.737367166;;;;
CPL;0.001199297;0.704575475;;;;
SPL;0.001157508;1.208186041;;;;
SPL;0.001158012;1.404995909;;;;
CPL;0.001282432;1.208186041;;;;
SPL;0.001235703;0.958396827;;;;
SPL;0.001136493;0.939601472;;;;
SPL;0.001173115;1.208186041;;;;
SPL;0.001124653;0.514576451;;;;
XER;0.001318594;1.078118574;;;;
XER;0.001319074;1.318826612;;;;
WMT;0.001293756;1.434894322;;;;
WMT;0.001331609;1.167310935;;;;
XER;0.001319647;0.90051998;;;;
XER;0.001314085;0.976728052;;;;
XER;0.001319074;0.837746529;;;;
XER;0.001319074;1.078118574;;;;
WMT;0.001327394;1.029152902;;;;
XER;0.001323898;1.181187542;;;;
WMT;0.001350632;1.318826611;;;;
SAP;0.001296242;1.138754457;;;;
SAP;0.001233875;1.33016083;;;;
SAP;0.001267524;1.283747162;;;;
SAP;0.00120088;1.221325798;;;;
SAP;0.001228758;1.138754457;;;;
SAP;0.001300982;1.153169995;;;;
SAP;0.001267716;1.221325798;;;;
SAP;0.001222385;0.815584379;;;;
SAP;0.001159323;1.394756066;;;;
CPL;0.00125523;1.394756066;;;;
SAP;0.001257224;1.246927538;;;;
CPL;0.001278441;1.153169995;;;;
SAP;0.001208921;1.093748138;;;;
SAP;0.001222165;1.181187542;;;;
NAP;0.001218103;1.318826612;;;;
NAP;0.001207961;0.976728052;;;;
NAP;0.001192663;1.246927538;;;;
NAP;0.001176894;1.093748138;;;;
NAP;0.001298407;1.271675727;;;;
NAP;0.001268349;1.167310935;;;;
NAP;0.001298407;1.384373003;;;;
NAP;0.001161001;1.234237026;;;;
NAP;0.001303751;1.109055421;;;;
NAP;0.001303751;1.10905542;;;;
NAP;0.001298407;1.283747162;;;;
NAP;0.001176988;0.547576413;;;;
NAP;0.001313919;1.124053444;;;;
NAP;0.001166358;1.062152864;;;;
NAP;0.001303751;1.047484128;;;;
WMT;0.001261804;1.029152903;;;;
WMT;0.001306604;1.078118574;;;;
XER;0.000771296;0.609476993;;;;
WMT;0.001325325;0.976728052;;;;
WMT;0.001323085;1.045836231;;;;
WMT;0.001343873;0.920317871;;;;
WMT;0.001343873;1.045836231;;;;
WMT;0.001338751;0.837746529;;;;
WMT;0.001325325;0.79274021;;;;
WMT;0.001325325;1.143590805;;;;
WMT;0.001261804;1.171608353;;;;
XER;0.001296376;1.124053444;;;;
WMT;0.00131397;1.194809519;;;;
WMT;0.001311726;1.109055421;;;;
WMT;0.001337185;1.012086015;;;;
WMT;0.001284557;1.045836231;;;;
WMT;0.001338151;0.976728052;;;;
WMT;0.001318986;1.259404755;;;;
UMW;0.001185201;1.10905542;;;;
TPL;0.001110467;1.341324603;;;;
UMW;0.001209614;1.307316662;;;;
UMW;0.001203464;0.880179615;;;;
UMW;0.00115013;1.341324603;;;;
UMW;0.00164857;1.491304503;;;;
UMW;0.00119541;1.181187542;;;;
UMW;0.001161026;0.994617518;;;;
UMW;0.001298125;1.153169995;;;;
UMW;0.001171608;1.167310935;;;;
UMW;0.001154807;1.153169995;;;;
TPL;0.001110861;0.939601472;;;;
TPL;0.00114307;1.012086015;;;;
UMW;0.001304313;0.976728052;;;;
UMW;0.001298407;1.194809519;;;;
UMW;0.001302259;1.341324603;;;;
UMW;0.001286275;1.254231376;;;;
UMW;0.001169256;1.367287411;;;;
UMW;0.001140898;1.259404755;;;;
UMW;0.001153244;1.045836231;;;;
TPL;0.001316009;1.415096431;;;;
UMW;0.001180651;1.341324603;;;;
UMW;0.001186664;1.10905542;;;;
UMW;0.001114522;1.208186041;;;;
UMW;0.00124392;1.134699958;;;;
UMW;0.001288865;1.40499591;;;;
UMW;0.001179538;1.307316662;;;;
UMW;0.001274811;1.259404755;;;;
UMW;0.001329117;1.234237026;;;;
UMW;0.0012137;0.719660575;;;;
UMW;0.001274811;1.109055421;;;;
SAP;0.001342507;1.181187542;;;;
WMT;0.001279498;1.276729367;;;;
XER;0.001303139;1.415096431;;;;
WMT;0.001313549;1.378072737;;;;
WMT;0.00127458;1.078118574;;;;
NPL;0.001345767;1.138754457;;;;
NPL;0.001223306;0.939601471;;;;
SPL;0.001158014;1.208186041;;;;
XER;0.001176234;1.394756066;;;;
WMT;0.001318955;1.112079363;;;;
SPL;0.001151752;1.318826611;;;;
NPL;0.001208566;0.837746529;;;;
NPL;0.001257434;1.045836231;;;;
XER;0.00117547;1.384373003;;;;
WMT;0.001315388;1.265565594;;;;
XER;0.001350371;1.373842658;;;;
NPL;0.001264485;1.167310935;;;;
XER;0.001337276;0.939601471;;;;
XER;0.001346323;1.363160791;;;;
NPL;0.00134766;1.124053444;;;;
WMT;0.001343709;1.078118574;;;;
CPL;0.001113064;1.078118573;;;;
CPL;0.001035146;1.167310935;;;;
CPL;0.001063873;0.744828304;;;;
SAP;0.001092922;1.153169995;;;;
CPL;0.001047571;0.90051998;;;;
CPL;0.0010436;1.012086015;;;;
CPL;0.001029697;0.365603164;;;;
SAP;0.001005245;1.208186041;;;;
XER;0.001151146;1.109055421;;;;
XER;0.001149953;1.078118574;;;;
XER;0.00113061;1.194809519;;;;
XER;0.000811511;0.179033139;;;;
WMT;0.001133954;1.049128373;;;;
WMT;0.00112048;0.859266207;;;;
XER;0.00082048;0.480041067;;;;
XER;0.001155047;1.167310935;;;;
XER;0.001152333;1.283747162;;;;
WMT;0.00112578;1.062152864;;;;
WMT;0.001154267;1.33016083;;;;
XER;0.001154267;1.045836231;;;;
WMT;0.001115816;1.295625445;;;;
WMT;0.001112285;1.234237026;;;;
WMT;0.001112285;1.295625445;;;;
WMT;0.001112285;1.341324603;;;;
WMT;0.001112285;1.33016083;;;;
WMT;0.001112285;1.153169995;;;;
WMT;0.001112285;1.318826611;;;;
XER;0.001152694;1.271675727;;;;
XER;0.001122796;1.124053444;;;;
SPL;0.000981152;0.90051998;;;;
SPL;0.00099645;1.153169995;;;;
XER;0.001127407;0.958396827;;;;
SPL;0.001022458;0.719660575;;;;
XER;0.001128791;1.307316662;;;;
XER;0.001124858;1.307316662;;;;
XER;0.001118366;1.181187542;;;;
XER;0.001126861;1.138754457;;;;
XER;0.001115375;0.609476993;;;;
XER;0.001138639;0.443820376;;;;
SPL;0.000999297;0.443820376;;;;
SPL;0.001021554;1.030838208;;;;
XER;0.001120723;1.029152903;;;;
SPL;0.000999297;1.153169995;;;;
WMT;0.001145684;1.153169995;;;;
NAP;0.001026713;0.90051998;;;;
NAP;0.001049566;0.719660575;;;;
NAP;0.001024237;1.062152864;;;;
NAP;0.001009537;0.859266207;;;;
NAP;0.00101243;0.880179615;;;;
NAP;0.001079155;0.579171687;;;;
NAP;0.001036361;0.579171687;;;;
NAP;0.001001615;0.958396827;;;;
NAP;0.001035125;0.792740211;;;;
NAP;0.001012493;0.769170711;;;;
NAP;0.001004574;0.882238914;;;;
NAP;0.001023091;0.815584379;;;;
NAP;0.001018824;1.045836231;;;;
NAP;0.001019606;0.744828304;;;;
NAP;0.001014143;0.859266207;;;;
CPL;0.00099775;0.996382981;;;;
CPL;0.001063195;1.062152864;;;;
CPL;0.001065897;0.79274021;;;;
SAP;0.001021477;1.283747162;;;;
SAP;0.001019371;1.124053444;;;;
SAP;0.00142456;1.454177923;;;;
CPL;0.001084904;1.10905542;;;;
CPL;0.001036053;0.991073946;;;;
CPL;0.001054348;0.744828304;;;;
CPL;0.001060317;0.908502604;;;;
CPL;0.001077225;1.012086015;;;;
CPL;0.00107517;1.153169995;;;;
CPL;0.001033215;1.138754457;;;;
CPL;0.001070798;0.719660575;;;;
CPL;0.001050426;1.029152902;;;;
CPL;0.001056702;1.167310935;;;;
CPL;0.001103353;1.062152864;;;;
CPL;0.001059864;0.994617518;;;;
CPL;0.001081152;1.194809519;;;;
CPL;0.001114715;0.976728052;;;;
CPL;0.001089177;1.078118574;;;;
CPL;0.001075039;1.138754457;;;;
CPL;0.001099744;0.976728052;;;;
CPL;0.001104;0.939601472;;;;
CPL;0.001143109;1.295625445;;;;
CPL;0.001102515;0.976728052;;;;
CPL;0.001060784;0.859266207;;;;
CPL;0.001086875;0.880179615;;;;
CPL;0.001073033;0.79274021;;;;
SAP;0.001106905;1.093748138;;;;
SAP;0.001081705;1.33016083;;;;
CPL;0.001049854;0.920317871;;;;
CPL;0.001043068;1.078118574;;;;
CPL;0.001034514;1.124053444;;;;
CPL;0.00102348;1.153169995;;;;
CPL;0.001055808;1.234237026;;;;
SAP;0.001070673;1.295625445;;;;
CPL;0.001029701;1.307316662;;;;
SAP;0.001083693;1.271675727;;;;
CPL;0.001044021;1.045836231;;;;
SAP;0.001073135;1.109055421;;;;
CPL;0.001053091;0.987513378;;;;
SAP;0.001119179;0.939601471;;;;
SAP;0.001029263;1.109055421;;;;
CPL;0.001044736;1.194809519;;;;
SAP;0.001119572;1.124053444;;;;
CPL;0.001064083;1.153169995;;;;
SAP;0.001052696;1.221325798;;;;
CPL;0.001052064;1.153169995;;;;
CPL;0.001063324;0.939601472;;;;
TPL;0.000969722;0.682927724;;;;
UMW;0.001006867;0.76917071;;;;
UMW;0.001016717;0.547576413;;;;
TPL;0.001010235;0.514576451;;;;
TPL;0.001028767;0.880179615;;;;
TPL;0.001049597;0.609476992;;;;
UMW;0.00100334;0.514576452;;;;
TPL;0.000970963;0.405741419;;;;
UMW;0.000997001;0.69360959;;;;
TPL;0.000963471;0.179033139;;;;
TPL;0.001005545;0.348919835;;;;
UMW;0.001022666;0.443820376;;;;
TPL;0.00107179;0.064595236;;;;
TPL;0.001027127;1.318826611;;;;
UMW;0.000999267;0.638593544;;;;
UMW;0.001000814;0.837746529;;;;
UMW;0.001009226;0.443820376;;;;
TPL;0.001007781;0.69360959;;;;
TPL;0.001022084;0.480041067;;;;
TPL;0.000981135;0.547576413;;;;
UMW;0.00100497;1.259404755;;;;
TPL;0.001003358;0.547576413;;;;
TPL;0.001070664;0.859266207;;;;
TPL;0.001009248;0.666611091;;;;
UMW;0.000993397;1.153169995;;;;
UMW;0.001020954;0.579171687;;;;
TPL;0.000998852;0.609476993;;;;
UMW;0.001015252;1.153169995;;;;
TPL;0.000999521;1.045836231;;;;
TPL;0.001150623;0.920317871;;;;
WMT;0.001112285;0.90051998;;;;
WMT;0.001129516;1.295625445;;;;
WMT;0.001128716;1.045836231;;;;
WMT;0.001143809;0.95093569;;;;
WMT;0.001117345;0.815584379;;;;
WMT;0.001090469;0.859266207;;;;
WMT;0.00109885;0.994617518;;;;
WMT;0.001104877;1.099908977;;;;
WMT;0.001133212;0.737367166;;;;
WMT;0.001102999;0.976728052;;;;
WMT;0.001111967;1.045836231;;;;
WMT;0.001148958;1.153169995;;;;
XER;0.001101187;0.815584379;;;;
XER;0.001098754;1.271675727;;;;
XER;0.001091464;1.124053444;;;;
WMT;0.001136139;1.030838208;;;;
WMT;0.001112285;1.395900826;;;;
XER;0.001105611;0.69360959;;;;
WMT;0.001112285;1.394756066;;;;
TPL;0.000964252;0.976728052;;;;
TPL;0.000970611;1.078118574;;;;
SAP;0.001016458;1.153169995;;;;
TPL;0.000986354;1.124053444;;;;
TPL;0.001033713;0.609476993;;;;
CPL;0.001044705;0.480041066;;;;
TPL;0.000978469;1.309632972;;;;
