Ecoregions;Insect_Replacement;SumNat_PFC;Habitat_Heterogeneity;Pred_Replacement_Insect;lower_Replacement_Insect;upperr_Replacement_Insect
NPL;0.000907396;0.765185945;;;;
CPL;0.000994361;1.056650275;;;;
CPL;0.00050659;0.895854746;;;;
SAP;0.000956986;0.811359163;;;;
SAP;0.000602863;0.811359163;;;;
TPL;0.001079066;1.227842938;;;;
UMW;0.000720464;0.875619756;;;;
UMW;0.000820877;1.161263564;;;;
WMT;0.001212939;0.57617123;;;;
TPL;0.000687944;1.097256282;;;;
NPL;0.000810234;0.989464802;;;;
UMW;0.001196732;1.334375737;;;;
WMT;0.001286165;1.265087684;;;;
SPL;0.001126257;0.635285246;;;;
TPL;0.000892946;1.334375737;;;;
NAP;0.001345196;1.103309848;;;;
WMT;0.001745319;0.870473178;;;;
WMT;0.001020811;0.953431757;;;;
SAP;0.000483248;1.265087683;;;;
TPL;0.000803911;1.288913328;;;;
UMW;0.000978469;1.006842803;;;;
CPL;0.001093652;1.311994298;;;;
CPL;0.001074581;1.201926913;;;;
XER;1.40E-05;0.511910636;;;;
UMW;0.001107568;0.915550072;;;;
NPL;0.001059322;1.356098801;;;;
UMW;0.001140991;0.765185945;;;;
CPL;0.000101387;0.788633341;;;;
CPL;0.001335147;1.006842803;;;;
NPL;0.000946639;0.854814692;;;;
NAP;0.000296566;0.854814692;;;;
XER;0.001402624;1.006842803;;;;
NPL;0.001078004;0.934733772;;;;
WMT;0.001658003;1.132855025;;;;
NAP;0.000540744;1.147195883;;;;
WMT;0.001302096;0.895854746;;;;
SPL;0.000119256;0.44152112;;;;
CPL;0.000786268;0.934733772;;;;
TPL;0.000874424;0.934733772;;;;
SPL;0.000994037;1.456052573;;;;
SPL;0.001419732;1.397717188;;;;
UMW;0.000863292;1.175068282;;;;
CPL;0.000992283;0.740969646;;;;
NAP;0.00046592;0.861117982;;;;
NPL;0.000824933;1.277096581;;;;
NPL;0.001335664;1.103309848;;;;
SAP;0.00083308;1.088081867;;;;
NAP;0.000699132;1.023821273;;;;
TPL;0.000870599;0.875619757;;;;
CPL;0.000881455;1.072533273;;;;
TPL;0.00125202;0.854814692;;;;
SAP;0.000931842;0.925204208;;;;
SAP;0.001029726;1.049737298;;;;
XER;0.001064358;1.188619689;;;;
UMW;0.000638239;1.040418172;;;;
SAP;0.001079337;0.971668015;;;;
TPL;0.000612499;0.915550072;;;;
SAP;0.001149236;0.57617123;;;;
NPL;0.001608342;0.915550072;;;;
NPL;0.001400773;1.072533273;;;;
NAP;0.001534105;1.147195883;;;;
WMT;0.001022694;1.226426771;;;;
SPL;0.001168051;1.056650275;;;;
SAP;0.000902317;1.056650275;;;;
TPL;0.001328053;0.690016276;;;;
TPL;0.001263946;0.663157646;;;;
WMT;0.000893615;0.909976227;;;;
TPL;0.00127414;0.635285246;;;;
TPL;0.000718792;1.049737298;;;;
TPL;0.001237834;0.715932302;;;;
SPL;0.001173958;0.511910637;;;;
SPL;0.001185516;0.635285246;;;;
TPL;0.001020104;0.934733772;;;;
CPL;0.001345365;1.265087683;;;;
TPL;0.00044594;0.511910636;;;;
TPL;0.001290071;0.788633341;;;;
SAP;0.000364636;1.147195883;;;;
SAP;0.001124789;1.056650275;;;;
SAP;0.00016261;1.175068282;;;;
XER;0.000794971;0.971668015;;;;
WMT;0.000804416;0.811359163;;;;
WMT;0.001224265;1.366725329;;;;
UMW;0.001254651;1.312940527;;;;
UMW;0.001796665;1.252880283;;;;
TPL;0.00114929;0.971668015;;;;
WMT;0.000903928;1.161263564;;;;
SPL;0.001015592;1.227842938;;;;
WMT;0.001900459;1.252880283;;;;
NAP;0.00020665;0.740969646;;;;
NAP;0.000740167;0.606319536;;;;
SPL;0.001458632;1.161263564;;;;
TPL;0.001155794;1.240467706;;;;
SAP;0.000375141;1.201926913;;;;
SAP;0.000531298;0.989464802;;;;
TPL;0.000401958;0.36370912;;;;
TPL;0.000350959;0.854814692;;;;
CPL;0.000697544;1.323269799;;;;
SPL;0.001160532;0.57617123;;;;
SPL;0.001556935;1.345317136;;;;
SPL;0.00119114;0.740969646;;;;
TPL;0.000985711;0.690016276;;;;
SPL;0.001069592;1.201926913;;;;
TPL;0.00120948;0.895854747;;;;
WMT;0.001454388;1.006842803;;;;
CPL;0.001342382;1.323269799;;;;
NPL;0.00099081;0.934733772;;;;
NPL;0.00126883;1.147195883;;;;
XER;0.001156676;1.46303087;;;;
CPL;0.001271613;0.96986452;;;;
NPL;0.000740622;1.103309848;;;;
NPL;0.000939111;1.074102946;;;;
CPL;0.000798549;1.161263564;;;;
CPL;0.000366388;1.023821273;;;;
NAP;0.00061633;0.811359163;;;;
WMT;0.001179556;0.953431757;;;;
WMT;0.001185955;0.895854746;;;;
NPL;0.000962448;0.615129155;;;;
SPL;0.001463421;0.765185945;;;;
UMW;0.000428158;1.103309848;;;;
XER;0.000849335;1.118230172;;;;
XER;0.001405286;1.056650275;;;;
XER;0.000925867;0.971668015;;;;
XER;0.001342158;1.201926913;;;;
NPL;0.000934147;0.715932302;;;;
WMT;0.001177609;1.323269799;;;;
WMT;0.001189482;0.934733772;;;;
SPL;0.001564872;1.265087683;;;;
XER;0.000993655;1.227842938;;;;
XER;0.000984499;0.606319536;;;;
TPL;0.001328663;0.971668015;;;;
UMW;0.000952195;0.544739638;;;;
WMT;0.000922312;0.95527578;;;;
WMT;0.001506786;0.971668015;;;;
TPL;0.000840076;0.854814692;;;;
NPL;0.001002581;1.227842938;;;;
TPL;0.000947828;0.875619756;;;;
CPL;0.001629481;1.132855025;;;;
NPL;0.0010361;1.161263564;;;;
NPL;0.001280701;1.118230172;;;;
TPL;0.001518781;0.064260594;;;;
TPL;0.001305295;0.788633341;;;;
UMW;0.00083419;1.277096581;;;;
UMW;0.000832388;0.971668015;;;;
NPL;0.00101782;0.544739638;;;;
SPL;0.00116387;1.006842803;;;;
WMT;0.00113985;1.161263564;;;;
SPL;0.000624098;1.040418172;;;;
SPL;0.000972806;1.040418172;;;;
CPL;0.001405828;1.198401699;;;;
NPL;0.000922763;0.854814692;;;;
NPL;0.000900907;0.934733772;;;;
WMT;0.001942685;1.118230172;;;;
CPL;0.000579416;0.854814692;;;;
SAP;0.000803165;1.474516808;;;;
SAP;0.00115552;1.201926913;;;;
TPL;0.001193786;1.103309848;;;;
SPL;0.000888399;1.214998598;;;;
NPL;0.000930146;1.323269799;;;;
NPL;0.001046546;0.971668015;;;;
TPL;0.001214111;0.811359163;;;;
TPL;0.001111101;1.040418172;;;;
TPL;0.00084029;1.006842803;;;;
WMT;0.001094387;1.175068282;;;;
WMT;0.001622239;1.259009205;;;;
NPL;0.001204257;1.201926913;;;;
WMT;0.001503773;1.240467706;;;;
NPL;0.000687344;1.252880283;;;;
NPL;0.000679564;1.092749798;;;;
SAP;0.001185674;1.236283383;;;;
NPL;0.000978048;1.300543977;;;;
UMW;0.001352548;1.483578651;;;;
SPL;0.00095151;0.663157646;;;;
SPL;0.001029493;0.833406499;;;;
XER;0.001579647;1.427460708;;;;
XER;0.000974632;1.064634471;;;;
SPL;0.001088586;1.265087684;;;;
CPL;0.000144684;1.188619689;;;;
CPL;0.00103686;0.913387462;;;;
SAP;0.00089215;1.510115552;;;;
SAP;0.000984434;1.161263564;;;;
WMT;0.001399802;1.103309848;;;;
NPL;0.001674451;0.915550072;;;;
CPL;0.000864855;1.201926913;;;;
CPL;0.001147759;1.088081867;;;;
CPL;0.001075707;0.989464802;;;;
SAP;0.000399258;1.118230173;;;;
CPL;0.00068942;1.265087683;;;;
UMW;0.001114765;1.175068283;;;;
NAP;0.000535009;0.635285246;;;;
WMT;0.000840754;1.214998598;;;;
TPL;0.001111977;0.740969646;;;;
NPL;0.0013601;1.188619689;;;;
NPL;0.000979997;1.088081867;;;;
WMT;0.001095341;1.265087683;;;;
SAP;0.001653283;0.971668015;;;;
XER;0.000884609;1.300543977;;;;
UMW;0.00113812;1.006842802;;;;
UMW;0.000850594;0.715932302;;;;
TPL;0.000935115;0.788633341;;;;
WMT;0.000641836;1.254519642;;;;
SPL;4.33E-05;0.663157646;;;;
SPL;0.000121258;0.064260594;;;;
CPL;0.000807672;0.811359163;;;;
CPL;0.000900307;0.971668015;;;;
XER;0.000979351;1.201926913;;;;
SPL;0.001176424;1.311994299;;;;
CPL;0.000916967;0.854814692;;;;
SAP;0.000831298;1.323269799;;;;
SAP;0.000853295;1.201926913;;;;
TPL;0.000253328;0.715932301;;;;
NPL;0.000708892;1.103309848;;;;
NPL;0.00046278;1.056650275;;;;
WMT;0.000558782;1.483578651;;;;
WMT;0.000810602;1.334375737;;;;
WMT;0.000773209;0.875619756;;;;
SPL;0.001265694;1.118230172;;;;
SPL;0.001448207;0.606319536;;;;
CPL;0.000822355;0.875619756;;;;
CPL;0.000557688;1.072533273;;;;
WMT;0.000885946;0.833406499;;;;
NAP;0.00117266;1.040418172;;;;
TPL;0.001546273;0.978838274;;;;
CPL;0.00073967;0.971668015;;;;
UMW;0.00103108;1.132855025;;;;
WMT;0.001241491;1.347486098;;;;
NPL;0.000892719;0.854814692;;;;
UMW;0.000903422;1.161263564;;;;
SPL;0.00049547;0.57617123;;;;
UMW;0.000779731;1.118230172;;;;
TPL;0.001450816;1.131405504;;;;
TPL;0.00088194;0;;;;
TPL;0.000808537;0.788633341;;;;
SAP;0.000435981;0.299448526;;;;
NAP;0.001125773;0.788633341;;;;
TPL;0.000923899;0.875619756;;;;
TPL;0.001372737;1.040418172;;;;
NPL;0.00072165;0.606319536;;;;
SPL;0.000931865;0.635285246;;;;
TPL;0.000743601;0.788633341;;;;
TPL;0.001268602;0.811359163;;;;
SPL;0.001038926;0.544739638;;;;
WMT;0.001320342;1.040418172;;;;
WMT;0.001197513;1.040418172;;;;
WMT;0.001311779;0.788633341;;;;
CPL;0.000250862;0.934733772;;;;
NPL;0.000938605;0.477554166;;;;
SPL;0.001398759;1.311994299;;;;
SPL;0.00095127;0.934733772;;;;
XER;0.001001819;1.088081867;;;;
TPL;0.001150284;0.8334065;;;;
NAP;0.000914603;1.238378508;;;;
TPL;0.000993565;0.989464802;;;;
TPL;0.001331496;1.023821273;;;;
XER;0.000860673;1.040418172;;;;
TPL;0.000971327;1.056650275;;;;
TPL;0.00094269;0.989464802;;;;
WMT;0.000781621;1.300543977;;;;
SAP;0.00115005;1.417678699;;;;
CPL;0.00095992;1.040418172;;;;
CPL;0.001128559;1.006842803;;;;
NAP;0.000745741;0.895854746;;;;
NPL;0.001090207;0.811359163;;;;
TPL;0.001253309;0.690016276;;;;
TPL;0.001032736;0.875619757;;;;
NPL;0.001719567;0.895854746;;;;
NAP;0.001441505;0.971668015;;;;
NAP;0.000958805;1.175068282;;;;
SAP;0.001399541;0.915550072;;;;
NAP;0.000838135;1.334375737;;;;
NAP;0.00099054;1.252880283;;;;
TPL;0.000983113;0.679389749;;;;
NAP;0.001594307;1.056650275;;;;
WMT;0.001547847;1.132855025;;;;
WMT;0.001332084;1.161263564;;;;
UMW;0.000567157;1.281056542;;;;
CPL;0.001034865;1.104468328;;;;
SAP;0.000948482;1.072533273;;;;
SAP;0.000468884;0.795524815;;;;
SAP;0.000643809;1.240467706;;;;
UMW;0.000842016;0.915550072;;;;
XER;0.001054336;0.36370912;;;;
XER;0.000701632;0.544739638;;;;
NAP;0.001077996;1.118230173;;;;
NAP;0.001037657;0.934733772;;;;
NPL;0.000826744;1.252880283;;;;
NPL;0.000787482;1.118230173;;;;
WMT;0.000662765;1.277096581;;;;
SAP;0.001012205;1.062362066;;;;
NPL;0.00077945;1.072533273;;;;
WMT;0.001047761;1.040418172;;;;
WMT;0.001331881;1.277096581;;;;
NPL;0.001560242;0.544739638;;;;
NPL;0.001131076;0.989464802;;;;
WMT;0.000400202;0.8334065;;;;
SAP;0.000467003;1.323269799;;;;
UMW;0.001098817;1.132855025;;;;
UMW;0.000512974;0.915550072;;;;
NPL;0.000829442;1.279475105;;;;
NPL;0.001710773;0.959560679;;;;
NPL;0.001390828;1.110807689;;;;
SPL;0.000887171;0.854814692;;;;
NAP;0.00089048;0.8334065;;;;
SAP;0.001170901;1.006842802;;;;
SAP;0.000812704;1.161263564;;;;
NPL;0.000543781;0.875619756;;;;
WMT;0.001147887;1.103309848;;;;
NPL;0.001398496;1.023821273;;;;
NPL;0.001290807;1.040418172;;;;
WMT;0.001072007;1.288913328;;;;
XER;0.001970131;1.20082709;;;;
SAP;0.000740077;1.259009205;;;;
TPL;0.00128501;0.544739638;;;;
TPL;0.001108163;0.915550072;;;;
XER;0.001084016;1.147195883;;;;
SAP;0.000779784;1.118230172;;;;
SAP;0.001307727;1.008558322;;;;
TPL;0.001288332;1.397717188;;;;
TPL;0.000837673;1.175068282;;;;
NAP;0.000502079;0.895854746;;;;
WMT;0.001010402;1.212835988;;;;
NAP;0.001586455;0.934733772;;;;
NAP;0.001008739;1.147195883;;;;
SPL;0.00082422;1.072533273;;;;
SAP;0.001279305;1.147195883;;;;
SAP;0.000657485;0.895854746;;;;
SAP;0.000551582;0.576171231;;;;
SAP;0.001038771;0.477554166;;;;
XER;0.001132949;1.103309848;;;;
WMT;0.001552366;1.277096581;;;;
WMT;0.000980422;0.953431757;;;;
SAP;0.001021233;1.227842938;;;;
NPL;0.000892865;0.971668015;;;;
NPL;0.000934723;0.788633341;;;;
SAP;0.000564625;1.356098801;;;;
SAP;0.000384764;0.989464802;;;;
SAP;0.000921622;0.854814692;;;;
XER;0.000788322;1.356098801;;;;
UMW;0.001000578;1.056650275;;;;
UMW;0.000534716;0.576171231;;;;
NAP;0.001247402;1.006842803;;;;
TPL;0.000943468;0.663157646;;;;
SAP;0.000952075;0.765185945;;;;
NPL;0.000978319;0.854814692;;;;
XER;0.000908066;1.265087684;;;;
NAP;0.000758743;1.118230172;;;;
NPL;0.001119219;1.040418172;;;;
NPL;0.001267835;1.288913328;;;;
TPL;0.001143357;0.997238884;;;;
TPL;0.000882614;1.188619689;;;;
NAP;0.001145559;0.544739638;;;;
CPL;0.0009844;0.915550072;;;;
CPL;0.001486074;1.427460708;;;;
WMT;0.001695504;1.370933493;;;;
NAP;0.000773166;1.265087683;;;;
TPL;0.001008609;0.064260594;;;;
TPL;0.001045454;1.345317136;;;;
WMT;0.001136356;0.875619756;;;;
WMT;0.001083142;1.252880283;;;;
CPL;0.001269076;0.606319536;;;;
CPL;0.000836051;0.824387221;;;;
NAP;0.00090144;1.088081867;;;;
TPL;0.001593365;1.110807689;;;;
TPL;0.001204209;1.214998598;;;;
XER;0.00168598;1.161263564;;;;
SPL;0.000907081;0.895854746;;;;
CPL;0.001270131;1.006842803;;;;
NAP;0.001080594;0.78863334;;;;
CPL;0.001303314;0.833406499;;;;
CPL;0.000981154;1.323269799;;;;
NAP;0.000869047;0.951583117;;;;
NPL;0.001255804;0.788633341;;;;
XER;0.001343985;0.915550072;;;;
WMT;0.000965818;1.023821273;;;;
NPL;0.001135319;0.740969646;;;;
NAP;0.000812046;1.387530393;;;;
NAP;0.001831431;0.971668015;;;;
NAP;0.000945389;0.740969646;;;;
SPL;0.001177373;0.989464802;;;;
SPL;0.001190198;1.265087684;;;;
XER;0.000850113;1.147195883;;;;
XER;0.000250048;1.175068282;;;;
NAP;0.000580405;0.889171163;;;;
SPL;0.000626297;0.740969646;;;;
SPL;0.000934391;0.511910636;;;;
NPL;0.001452345;1.227842938;;;;
SPL;0.000909752;0.22905901;;;;
SPL;0.001393894;0.875619757;;;;
SPL;0.001365786;1.252880283;;;;
SPL;0.001237801;1.300543977;;;;
WMT;0.001559552;0.953431757;;;;
SAP;0.001191094;0.788633341;;;;
CPL;0.001384656;1.234182298;;;;
UMW;0.000948996;0.740969646;;;;
SPL;0.000618478;0.57617123;;;;
SPL;0.000989752;0.811359163;;;;
TPL;0.001056147;0.811359163;;;;
UMW;0.001019664;1.088081867;;;;
NPL;0.00086457;1.040418172;;;;
SPL;0.000594008;0.17810564;;;;
SPL;0.001319571;0.833406499;;;;
SPL;5.67E-05;0.44152112;;;;
UMW;0.000220507;1.259009205;;;;
UMW;0.000433201;1.360204042;;;;
NAP;0.000915844;0.765185945;;;;
WMT;0.00107144;1.127039791;;;;
WMT;0.001160338;1.063751589;;;;
TPL;0.001013274;0.635285246;;;;
SPL;0.000669607;0.875619756;;;;
CPL;0.000893823;0.989464802;;;;
WMT;0.001128637;1.088081867;;;;
SAP;0.000513926;0.690016276;;;;
SAP;0.000810469;0.929030802;;;;
WMT;0.001215311;0.811359163;;;;
SAP;0.000469818;0.635285246;;;;
WMT;0.001738948;1.510115552;;;;
NPL;0.001431137;1.201926913;;;;
NPL;0.001154933;1.175068282;;;;
WMT;0.000952066;0.936834857;;;;
WMT;0.001552878;0.606319536;;;;
NAP;0.001033527;0.992389681;;;;
WMT;0.000953814;0.971668015;;;;
XER;0.000783327;1.088081867;;;;
WMT;0.001271729;0.511910636;;;;
UMW;0.000458423;1.323269799;;;;
NPL;0.001542047;1.040418172;;;;
NPL;0.001094147;1.141850642;;;;
SPL;0.000997937;1.147195883;;;;
UMW;0.001029787;0.811359163;;;;
UMW;0.001105391;1.382383815;;;;
NPL;0.000931027;1.334375737;;;;
NPL;0.001361465;1.240467706;;;;
XER;0.000964882;1.072533273;;;;
TPL;0.000805857;0.511910637;;;;
TPL;0.001238329;0.811359163;;;;
XER;0.001759105;1.201926913;;;;
XER;0.001109111;1.072533273;;;;
UMW;0.001217785;0.606319536;;;;
NAP;0.000716077;1.103309848;;;;
WMT;0.001753279;0.635285246;;;;
TPL;0.000731407;1.023821273;;;;
NPL;0.001042494;0.511910636;;;;
XER;0.00106955;1.088081867;;;;
WMT;0.001129733;1.023821273;;;;
UMW;0.000898478;0.854814692;;;;
UMW;0.000547166;1.147195883;;;;
NAP;0.000704275;1.103309848;;;;
SAP;0.000958797;0.953431757;;;;
NAP;0.000689935;1.175068282;;;;
NPL;0.000895683;0.989464802;;;;
NPL;0.001082404;0.715932302;;;;
NPL;0.000759145;0.788633341;;;;
SAP;0.000875471;0.895854746;;;;
SPL;0.001434484;1.001672203;;;;
SPL;0.001280776;0.895854746;;;;
TPL;0.001397671;0.833406499;;;;
SAP;0.000502942;0.690016277;;;;
XER;0.000992549;1.17202279;;;;
TPL;0.001551243;0.663157646;;;;
UMW;0.000887615;1.103309848;;;;
NAP;0.000933397;0.895854746;;;;
NAP;0.001412633;0.606319536;;;;
TPL;0.000968837;0.811359163;;;;
TPL;0.001174228;0.971668015;;;;
SAP;0.001016567;1.112298165;;;;
WMT;0.001153864;1.023821273;;;;
NAP;0.0013507;1.107817681;;;;
SPL;0.001313596;0.953431757;;;;
SPL;0.000574419;0.663157646;;;;
SAP;0.001105933;1.088081867;;;;
NAP;0.00056107;1.152855151;;;;
NAP;0.000817971;1.265087684;;;;
NAP;0.000775461;0.875619756;;;;
SAP;0.000594529;1.072533273;;;;
TPL;0.000974858;0.975261846;;;;
TPL;0.00087016;1.088081867;;;;
UMW;0.00133473;1.334375737;;;;
CPL;0.001303056;1.265087683;;;;
XER;0.00094489;1.514114827;;;;
XER;0.000824393;1.251648371;;;;
XER;0.001175006;1.056650275;;;;
NAP;0.000526762;1.288913328;;;;
NAP;0.000830624;0.854814692;;;;
CPL;0.000793303;1.201926913;;;;
CPL;0.00096516;1.006842803;;;;
SAP;0.000988313;0.765185945;;;;
SAP;0.001235166;0.733547162;;;;
SAP;0.000730831;1.161263564;;;;
WMT;0.001592914;0.788633341;;;;
WMT;0.001749583;1.040418172;;;;
SAP;0.000889552;1.103309848;;;;
SAP;0.001170968;1.118230172;;;;
NAP;0.000717565;1.088081867;;;;
NAP;0.000689476;0.875619756;;;;
SAP;0.001149089;1.188619689;;;;
SAP;0.000538547;1.040418172;;;;
XER;0.000913155;0.811359163;;;;
SPL;0.000684253;1.132855025;;;;
SAP;0.00118272;1.252880283;;;;
SAP;0.000996743;1.323269799;;;;
NPL;0.000861975;0.915550072;;;;
NPL;0.001050139;0.715932301;;;;
WMT;0.00078263;0.875619756;;;;
WMT;0.000705895;0.953431757;;;;
UMW;0.001032504;0.971668015;;;;
XER;0.001083953;1.312940527;;;;
NPL;0.001109976;1.013681101;;;;
SPL;0.000273104;0.477554166;;;;
SPL;3.83E-06;0.953431757;;;;
WMT;0.001047439;1.456052573;;;;
NPL;0.000471065;0.875619756;;;;
WMT;0.001311185;1.006842803;;;;
CPL;0.00085912;0.064260594;;;;
UMW;0.000497651;0.811359163;;;;
WMT;0.000843717;1.103309848;;;;
SAP;0.000976197;1.042057531;;;;
XER;0.000853962;1.311994299;;;;
XER;0.000899053;1.023821273;;;;
XER;0.001748114;0.765185945;;;;
WMT;0.001154574;0.733547162;;;;
TPL;0.001319203;0.544739639;;;;
WMT;0.001639862;0.690016276;;;;
WMT;0.001061508;1.023821273;;;;
WMT;0.001336181;0.663157646;;;;
TPL;0.000657931;0.403639436;;;;
TPL;0.000890892;0.715932302;;;;
NPL;0.000837277;0.403639435;;;;
CPL;0.00072516;1.287740126;;;;
SAP;0.001669675;1.227842938;;;;
NAP;0.001303834;1.300543977;;;;
XER;0.001116511;0.854814692;;;;
NAP;0.001449779;0.934733772;;;;
NAP;0.000696013;0.726049322;;;;
WMT;0.000980604;0.934733772;;;;
WMT;0.001142575;0.788633341;;;;
UMW;0.00107474;1.201926913;;;;
CPL;0.000971454;1.056650275;;;;
NPL;0.000859983;1.161263564;;;;
NPL;0.001002955;0.953431757;;;;
NPL;0.001117321;1.175068282;;;;
TPL;0.000882054;1.070960256;;;;
SPL;0.000754064;0.989464802;;;;
TPL;0.000663811;0.635285246;;;;
NAP;0.001299162;1.175068282;;;;
WMT;0.001168852;0.946009273;;;;
XER;0.001161266;0.811359163;;;;
SAP;0.000627168;1.006842803;;;;
SAP;0.00083562;1.132855025;;;;
NAP;0.001588888;1.437114845;;;;
NAP;0.001432404;0.788633341;;;;
UMW;0.001022654;1.252880283;;;;
NPL;0.001023251;1.214998598;;;;
TPL;0.000924271;0.544739638;;;;
XER;0.001001431;1.240467706;;;;
TPL;0.000899058;1.006842803;;;;
UMW;0.000748643;0.839894368;;;;
UMW;0.000685401;1.493518653;;;;
NAP;0.000450675;1.037128497;;;;
CPL;0.001122573;1.161263564;;;;
NPL;0.001630557;1.094210789;;;;
XER;0.00067235;0.740969646;;;;
XER;0.001600428;0.447650043;;;;
XER;0.001416372;1.188619689;;;;
XER;0.00096215;1.132855026;;;;
SAP;0.001503439;1.161263564;;;;
XER;0.001533071;1.311994299;;;;
CPL;0.000685433;0.934733772;;;;
CPL;0.000932947;0.895854746;;;;
SAP;0.000526146;1.249178366;;;;
XER;0.000653816;0.811359163;;;;
UMW;0.000940221;0.875619756;;;;
UMW;0.001052337;1.214998598;;;;
UMW;0.001094858;0.875619757;;;;
SAP;0.00086382;1.025497848;;;;
TPL;0.000454901;1.023821273;;;;
TPL;0.000967237;1.161263564;;;;
SAP;0.000558192;0.854814692;;;;
SAP;0.001100293;0.854814692;;;;
WMT;0.001520094;1.040418172;;;;
NPL;0.001553465;1.023821273;;;;
UMW;0.000907875;0.895854746;;;;
NPL;0.000864304;0.788633341;;;;
SAP;0.000666226;0.989464802;;;;
NAP;0.001065447;1.161263564;;;;
CPL;0.001120485;0.788633341;;;;
NAP;0.001239508;1.132855026;;;;
XER;0.001403074;0.740969646;;;;
XER;0.001474947;0.934733772;;;;
WMT;0.001068368;1.040418172;;;;
SPL;0.000757599;1.387530393;;;;
TPL;0.000474965;0.765185945;;;;
SPL;0.001140225;1.175068282;;;;
NAP;0.00074302;0.811359163;;;;
XER;0.00078771;0.934733772;;;;
XER;0.001059242;1.188619689;;;;
SPL;0.000503131;0.44152112;;;;
CPL;0.00013896;1.132855026;;;;
SPL;0.001032505;0.606319536;;;;
SAP;0.000830742;1.006842803;;;;
TPL;0.001346201;0.663157646;;;;
NPL;0.001494371;0.971668015;;;;
WMT;0.00110017;1.023821273;;;;
SPL;0.000820295;1.427460708;;;;
UMW;0.000716822;0.740969646;;;;
UMW;0.000357823;0.915550072;;;;
UMW;0.00117106;1.300543977;;;;
UMW;0.001162932;1.311994299;;;;
TPL;0.00115072;0.737130264;;;;
SPL;0.000203466;0.403639436;;;;
SPL;0.00097168;0.915550072;;;;
NPL;0.000815604;0.44152112;;;;
NAP;0.000561966;0.663157646;;;;
NPL;0.000716236;0.934733772;;;;
TPL;0.000910107;0.788633341;;;;
SAP;0.000868668;1.214998598;;;;
SAP;0.000487316;1.147195883;;;;
SAP;0.000690529;1.161263564;;;;
NAP;0.001942403;0.668608084;;;;
SAP;0.000506293;1.288913328;;;;
CPL;0.000723957;1.397717188;;;;
CPL;0.001267443;1.103309848;;;;
SAP;0.001182368;1.446644408;;;;
SAP;0.000593487;1.214998598;;;;
SAP;0.000920559;0.977052225;;;;
CPL;0.00010802;0.875619756;;;;
NAP;0.000895061;1.056650275;;;;
NPL;0.001272162;0.934733772;;;;
NPL;0.001579928;0.875619756;;;;
NPL;0.001379559;0.854814692;;;;
WMT;0.001146615;1.103309848;;;;
WMT;0.000778081;0.663157646;;;;
SAP;0.0008455;1.259009205;;;;
NAP;0.000915877;1.040418172;;;;
NPL;0.001036043;0.953431757;;;;
SAP;0.000914873;0.971668015;;;;
NAP;0.000913596;0.811359163;;;;
SAP;0.000788629;1.334375737;;;;
UMW;0.000987968;1.323269799;;;;
UMW;0.001046236;1.334375737;;;;
WMT;0.001233027;0.646560747;;;;
NPL;0.001343596;0.989464802;;;;
NPL;0.001028968;1.056650275;;;;
NAP;0.001019178;0.403639436;;;;
WMT;0.001351599;0.811359163;;;;
WMT;0.001051207;1.175068282;;;;
SAP;0.000861233;0.765185945;;;;
UMW;0.00101619;0.17810564;;;;
TPL;0.001209534;1.023821273;;;;
XER;0.001692634;0.989464802;;;;
SPL;5.31E-06;0.833406499;;;;
WMT;0.00077868;1.094210789;;;;
WMT;0.001169577;1.265087684;;;;
WMT;0.00101943;1.277096581;;;;
CPL;0.000904036;0.971668015;;;;
SAP;0.000638959;1.201926913;;;;
SAP;0.00080935;0.915550072;;;;
SAP;0.00096147;0.765185945;;;;
SAP;0.00092721;1.175068282;;;;
XER;0.001168977;1.118230172;;;;
SAP;0.001284358;1.088081867;;;;
NAP;0.000889589;1.072533273;;;;
XER;0.001033456;0.875619756;;;;
XER;0.0009327;1.015380828;;;;
NAP;0.001753571;0.934733772;;;;
NAP;0.001174141;0.895854746;;;;
SPL;0.001407166;1.201926913;;;;
SPL;0.001002075;1.072533273;;;;
NPL;0.000793718;0.715932301;;;;
NAP;0.000811232;0.765185945;;;;
NPL;0.000949891;0.971668015;;;;
NPL;0.001535218;1.161263564;;;;
NAP;0.000639794;1.262662292;;;;
NAP;0.000459266;0.875619756;;;;
NPL;0.001861023;1.040418172;;;;
TPL;0.000594555;0.606319536;;;;
TPL;0.001048547;0.17810564;;;;
SAP;0.001650685;1.072533273;;;;
UMW;0.000840391;0.544739639;;;;
WMT;0.000610231;1.040418172;;;;
XER;0.000929414;1.239214897;;;;
WMT;0.001042969;0.854814692;;;;
WMT;0.000975595;1.118230172;;;;
SAP;0.000989306;1.240467706;;;;
SAP;0.000825115;1.427460708;;;;
SAP;0.00094313;0.895854747;;;;
WMT;0.001172919;1.232724191;;;;
WMT;0.000849994;1.214998598;;;;
SPL;0.00112926;1.311994299;;;;
NPL;0.000590354;1.072533273;;;;
NPL;0.000720686;1.132855026;;;;
NAP;0.001352425;1.201926913;;;;
NAP;0.001716606;0.740969646;;;;
WMT;0.001415119;0.944141937;;;;
NPL;0.001467606;0.915550072;;;;
WMT;0.000907879;1.006842803;;;;
WMT;0.000977636;1.225291879;;;;
WMT;0.000978236;1.023821273;;;;
NAP;0.001044628;1.053969579;;;;
NAP;0.000998609;1.023821273;;;;
NAP;0.000948344;0.806869599;;;;
