Ecoregions;Fish_Richness;SumNat_PFC;Habitat_Heterogeneity;Pred_Richness_Fish;lower_Richness_Fish;upperr_Richness_Fish
NAP;2;1.092642588;;;;
NAP;4;1.194809519;;;;
NAP;3;1.109055421;;;;
NAP;3;0.666611091;;;;
NAP;16;1.221325798;;;;
NAP;5;1.045836231;;;;
NAP;8;1.074159221;;;;
NAP;12;0.976728052;;;;
SAP;13;1.047484127;;;;
NAP;21;0.994617518;;;;
NAP;18;1.181187542;;;;
SAP;18;0.880179615;;;;
NAP;7;1.153169995;;;;
NAP;23;0.40574142;;;;
SAP;31;0.976728052;;;;
SAP;21;0.958396827;;;;
TPL;20;0.991073946;;;;
SAP;28;1.093748138;;;;
TPL;18;0.939601472;;;;
NAP;20;0.90051998;;;;
SAP;28;1.093748138;;;;
TPL;23;1.012086015;;;;
TPL;20;1.012086015;;;;
TPL;20;1.153169995;;;;
SAP;23;0.95093569;;;;
TPL;25;1.208186041;;;;
TPL;10;1.062152864;;;;
SAP;22;0.79274021;;;;
NAP;18;1.122567203;;;;
TPL;15;1.093748138;;;;
SAP;24;0.76917071;;;;
NAP;12;1.208186041;;;;
SAP;12;0.958396827;;;;
SAP;10;0.976728052;;;;
NAP;17;0.837746529;;;;
NAP;19;1.029152903;;;;
SAP;10;1.012086015;;;;
NAP;12;1.124053444;;;;
TPL;27;1.221325798;;;;
NAP;19;0.920317871;;;;
NAP;1;0.609476993;;;;
TPL;11;0.769170711;;;;
TPL;6;1.045836231;;;;
TPL;13;0.939601471;;;;
TPL;16;1.454177923;;;;
NAP;16;0.744828303;;;;
CPL;26;1.062152864;;;;
SAP;30;1.153169995;;;;
SAP;15;0.579171687;;;;
SPL;6;0.514576451;;;;
SPL;13;0.92031787;;;;
SPL;8;0.90051998;;;;
SPL;3;0.76917071;;;;
SAP;24;0.859266207;;;;
SPL;14;0.638593544;;;;
SPL;7;0.514576451;;;;
SPL;16;0.480041066;;;;
CPL;26;0.737367166;;;;
SPL;10;0.76917071;;;;
SPL;8;1.093748138;;;;
CPL;18;0.744828304;;;;
SPL;17;0.744828304;;;;
CPL;24;0.69360959;;;;
SPL;24;0.579171687;;;;
SAP;19;0.880179615;;;;
CPL;19;0.547576413;;;;
SAP;31;1.012086015;;;;
SPL;16;0.547576413;;;;
SPL;2;0.837746529;;;;
SPL;2;0.769170711;;;;
SPL;12;0.638593544;;;;
TPL;7;1.012086015;;;;
SPL;13;0.769170711;;;;
SPL;7;0.920317871;;;;
SPL;15;0.638593544;;;;
SPL;15;0.880179615;;;;
SAP;7;0.994617517;;;;
SPL;15;1.208186041;;;;
SAP;31;1.062152864;;;;
WMT;2;0.815584379;;;;
WMT;7;0.837746529;;;;
WMT;12;1.373842658;;;;
WMT;7;0.609476993;;;;
WMT;4;1.045836231;;;;
WMT;6;0.90051998;;;;
WMT;4;0.792740211;;;;
WMT;2;1.062152864;;;;
WMT;15;1.104496285;;;;
WMT;5;0.859266207;;;;
XER;6;0.92031787;;;;
WMT;3;0.958396827;;;;
WMT;6;1.109055421;;;;
WMT;5;1.10905542;;;;
WMT;10;1.012086015;;;;
WMT;10;0.958396827;;;;
WMT;9;0.719660575;;;;
WMT;3;1.153169995;;;;
XER;1;0.795056521;;;;
WMT;4;0.92031787;;;;
WMT;1;1.153169995;;;;
WMT;1;1.283747162;;;;
WMT;2;0.958396827;;;;
WMT;1;0.994617518;;;;
WMT;2;1.093748138;;;;
WMT;3;1.318826611;;;;
NAP;19;0.744828304;;;;
NAP;13;0.609476993;;;;
NAP;8;0.976728052;;;;
NAP;14;0.976728052;;;;
NAP;20;1.212152445;;;;
NAP;18;0.609476993;;;;
NAP;14;0.994617518;;;;
NAP;16;0.859266207;;;;
NAP;20;0.859266207;;;;
SAP;12;0.939601472;;;;
NAP;26;1.10905542;;;;
NAP;30;1.062152864;;;;
SAP;19;0.744828303;;;;
SAP;18;0.837746529;;;;
SAP;14;0.719660575;;;;
NAP;34;1.052405981;;;;
SAP;17;0.939389938;;;;
NAP;16;0.666611091;;;;
NAP;21;0.69360959;;;;
NAP;24;0.976728052;;;;
NAP;18;0.728144974;;;;
SAP;19;1.078118574;;;;
NAP;29;0.79274021;;;;
NAP;4;0.744828304;;;;
NAP;1;0.719660575;;;;
NAP;5;0.792740211;;;;
SAP;15;0.939601472;;;;
NAP;1;0.666611092;;;;
NAP;7;1.167310935;;;;
NAP;1;1.307316662;;;;
NAP;6;1.271675727;;;;
NAP;3;1.394756066;;;;
NAP;5;1.167310935;;;;
NAP;3;1.309247422;;;;
TPL;3;0.719660575;;;;
TPL;8;0.719660575;;;;
TPL;3;0.744828303;;;;
NPL;4;0.579171687;;;;
NPL;5;0.719660575;;;;
NPL;4;1.181187542;;;;
NPL;1;0.880179614;;;;
WMT;5;0.480041067;;;;
NPL;4;0.876734704;;;;
TPL;6;0.365603164;;;;
NPL;2;0.744828304;;;;
NPL;3;1.093748138;;;;
NPL;1;0.666611091;;;;
TPL;12;0.815584379;;;;
TPL;1;0.719660575;;;;
WMT;1;1.167310935;;;;
TPL;6;1.012086015;;;;
SPL;7;1.318826611;;;;
CPL;11;1.012086015;;;;
CPL;15;0.880179615;;;;
SPL;12;1.221325798;;;;
CPL;12;1.029152902;;;;
SPL;11;0.405741419;;;;
SPL;11;1.045836231;;;;
CPL;15;1.045836231;;;;
SPL;10;1.153169995;;;;
CPL;13;1.078118574;;;;
SPL;7;1.179811496;;;;
SPL;15;0.792740211;;;;
SPL;8;1.167310935;;;;
CPL;9;1.110219933;;;;
SPL;11;0.609476993;;;;
SPL;20;0.880179615;;;;
SPL;6;1.124053444;;;;
SPL;16;0.666611091;;;;
CPL;15;0.976728052;;;;
SPL;8;1.109055421;;;;
CPL;11;1.167310935;;;;
CPL;15;1.012086015;;;;
SPL;9;0.90051998;;;;
CPL;7;1.208186041;;;;
SPL;5;0.737367166;;;;
CPL;9;0.704575475;;;;
SPL;8;1.208186041;;;;
SPL;13;1.404995909;;;;
CPL;12;1.208186041;;;;
SPL;2;0.958396827;;;;
SPL;12;0.939601472;;;;
SPL;8;1.208186041;;;;
SPL;3;0.514576451;;;;
XER;2;1.078118574;;;;
XER;4;1.318826612;;;;
WMT;4;1.434894322;;;;
WMT;3;1.167310935;;;;
XER;4;0.90051998;;;;
XER;4;0.976728052;;;;
XER;4;0.837746529;;;;
XER;4;1.078118574;;;;
WMT;2;1.029152902;;;;
XER;3;1.181187542;;;;
WMT;1;1.318826611;;;;
SAP;18;1.138754457;;;;
SAP;13;1.33016083;;;;
SAP;8;1.283747162;;;;
SAP;16;1.221325798;;;;
SAP;14;1.138754457;;;;
SAP;15;1.153169995;;;;
SAP;6;1.221325798;;;;
SAP;10;0.815584379;;;;
SAP;19;1.394756066;;;;
CPL;14;1.394756066;;;;
SAP;6;1.246927538;;;;
CPL;12;1.153169995;;;;
SAP;15;1.093748138;;;;
SAP;11;1.181187542;;;;
NAP;12;1.318826612;;;;
NAP;9;0.976728052;;;;
NAP;9;1.246927538;;;;
NAP;8;1.093748138;;;;
NAP;1;1.271675727;;;;
NAP;5;1.167310935;;;;
NAP;11;1.384373003;;;;
NAP;8;1.234237026;;;;
NAP;2;1.109055421;;;;
NAP;2;1.10905542;;;;
NAP;1;1.283747162;;;;
NAP;7;0.547576413;;;;
NAP;3;1.124053444;;;;
NAP;7;1.062152864;;;;
NAP;2;1.047484128;;;;
WMT;3;1.029152903;;;;
WMT;5;1.078118574;;;;
XER;7;0.609476993;;;;
WMT;1;0.976728052;;;;
WMT;3;1.045836231;;;;
WMT;1;0.920317871;;;;
WMT;1;1.045836231;;;;
WMT;2;0.837746529;;;;
WMT;1;0.79274021;;;;
WMT;1;1.143590805;;;;
WMT;3;1.171608353;;;;
XER;4;1.124053444;;;;
WMT;4;1.194809519;;;;
WMT;2;1.109055421;;;;
WMT;4;1.012086015;;;;
WMT;4;1.045836231;;;;
WMT;5;0.976728052;;;;
WMT;2;1.259404755;;;;
UMW;12;1.10905542;;;;
TPL;21;1.341324603;;;;
UMW;11;1.307316662;;;;
UMW;16;0.880179615;;;;
UMW;14;1.341324603;;;;
UMW;19;1.491304503;;;;
UMW;19;1.181187542;;;;
UMW;18;0.994617518;;;;
UMW;2;1.153169995;;;;
UMW;17;1.167310935;;;;
UMW;9;1.153169995;;;;
TPL;11;0.939601472;;;;
TPL;13;1.012086015;;;;
UMW;4;0.976728052;;;;
UMW;1;1.194809519;;;;
UMW;10;1.341324603;;;;
UMW;3;1.254231376;;;;
UMW;12;1.367287411;;;;
UMW;17;1.259404755;;;;
UMW;9;1.045836231;;;;
TPL;11;1.415096431;;;;
UMW;14;1.341324603;;;;
UMW;3;1.10905542;;;;
UMW;21;1.208186041;;;;
UMW;4;1.134699958;;;;
UMW;3;1.40499591;;;;
UMW;7;1.307316662;;;;
UMW;2;1.259404755;;;;
UMW;2;1.234237026;;;;
UMW;5;0.719660575;;;;
UMW;2;1.109055421;;;;
SAP;1;1.181187542;;;;
WMT;6;1.276729367;;;;
XER;12;1.415096431;;;;
WMT;3;1.378072737;;;;
WMT;6;1.078118574;;;;
NPL;1;1.138754457;;;;
NPL;6;0.939601471;;;;
SPL;5;1.208186041;;;;
XER;5;1.394756066;;;;
WMT;2;1.112079363;;;;
SPL;7;1.318826611;;;;
NPL;5;0.837746529;;;;
NPL;3;1.045836231;;;;
XER;5;1.384373003;;;;
WMT;4;1.265565594;;;;
XER;11;1.373842658;;;;
NPL;2;1.167310935;;;;
XER;3;0.939601471;;;;
XER;12;1.363160791;;;;
NPL;1;1.124053444;;;;
WMT;3;1.078118574;;;;
CPL;10;1.078118573;;;;
CPL;12;1.167310935;;;;
CPL;24;0.744828304;;;;
SAP;12;1.153169995;;;;
CPL;25;0.90051998;;;;
CPL;15;1.012086015;;;;
CPL;24;0.365603164;;;;
SAP;23;1.208186041;;;;
XER;1;1.109055421;;;;
XER;3;1.078118574;;;;
XER;3;1.194809519;;;;
XER;1;0.179033139;;;;
WMT;3;1.049128373;;;;
WMT;1;0.859266207;;;;
XER;1;0.480041067;;;;
XER;1;1.167310935;;;;
XER;1;1.283747162;;;;
WMT;4;1.062152864;;;;
WMT;2;1.33016083;;;;
XER;1;1.045836231;;;;
WMT;3;1.295625445;;;;
WMT;1;1.234237026;;;;
WMT;1;1.295625445;;;;
WMT;50;1.341324603;;;;
WMT;1;1.33016083;;;;
WMT;1;1.153169995;;;;
WMT;1;1.318826611;;;;
XER;2;1.271675727;;;;
XER;4;1.124053444;;;;
SPL;5;0.90051998;;;;
SPL;7;1.153169995;;;;
XER;5;0.958396827;;;;
SPL;4;0.719660575;;;;
XER;1;1.307316662;;;;
XER;3;1.307316662;;;;
XER;3;1.181187542;;;;
XER;5;1.138754457;;;;
XER;5;0.609476993;;;;
XER;3;0.443820376;;;;
SPL;6;0.443820376;;;;
SPL;5;1.030838208;;;;
XER;3;1.029152903;;;;
SPL;6;1.153169995;;;;
WMT;1;1.153169995;;;;
NAP;6;0.90051998;;;;
NAP;6;0.719660575;;;;
NAP;10;1.062152864;;;;
NAP;11;0.859266207;;;;
NAP;7;0.880179615;;;;
NAP;10;0.579171687;;;;
NAP;7;0.579171687;;;;
NAP;10;0.958396827;;;;
NAP;12;0.792740211;;;;
NAP;12;0.769170711;;;;
NAP;10;0.882238914;;;;
NAP;5;0.815584379;;;;
NAP;7;1.045836231;;;;
NAP;7;0.744828304;;;;
NAP;10;0.859266207;;;;
CPL;16;0.996382981;;;;
CPL;10;1.062152864;;;;
CPL;14;0.79274021;;;;
SAP;5;1.283747162;;;;
SAP;8;1.124053444;;;;
SAP;37;1.454177923;;;;
CPL;15;1.10905542;;;;
CPL;13;0.991073946;;;;
CPL;9;0.744828304;;;;
CPL;9;0.908502604;;;;
CPL;10;1.012086015;;;;
CPL;12;1.153169995;;;;
CPL;15;1.138754457;;;;
CPL;12;0.719660575;;;;
CPL;17;1.029152902;;;;
CPL;17;1.167310935;;;;
CPL;7;1.062152864;;;;
CPL;15;0.994617518;;;;
CPL;8;1.194809519;;;;
CPL;6;0.976728052;;;;
CPL;12;1.078118574;;;;
CPL;7;1.138754457;;;;
CPL;9;0.976728052;;;;
CPL;8;0.939601472;;;;
CPL;5;1.295625445;;;;
CPL;6;0.976728052;;;;
CPL;10;0.859266207;;;;
CPL;10;0.880179615;;;;
CPL;8;0.79274021;;;;
SAP;16;1.093748138;;;;
SAP;17;1.33016083;;;;
CPL;22;0.920317871;;;;
CPL;22;1.078118574;;;;
CPL;22;1.124053444;;;;
CPL;19;1.153169995;;;;
CPL;27;1.234237026;;;;
SAP;13;1.295625445;;;;
CPL;18;1.307316662;;;;
SAP;16;1.271675727;;;;
CPL;18;1.045836231;;;;
SAP;6;1.109055421;;;;
CPL;17;0.987513378;;;;
SAP;8;0.939601471;;;;
SAP;10;1.109055421;;;;
CPL;22;1.194809519;;;;
SAP;2;1.124053444;;;;
CPL;17;1.153169995;;;;
SAP;22;1.221325798;;;;
CPL;18;1.153169995;;;;
CPL;17;0.939601472;;;;
TPL;23;0.682927724;;;;
UMW;11;0.76917071;;;;
UMW;21;0.547576413;;;;
TPL;4;0.514576451;;;;
TPL;16;0.880179615;;;;
TPL;9;0.609476992;;;;
UMW;29;0.514576452;;;;
TPL;16;0.405741419;;;;
UMW;28;0.69360959;;;;
TPL;15;0.179033139;;;;
TPL;26;0.348919835;;;;
UMW;21;0.443820376;;;;
TPL;5;0.064595236;;;;
TPL;9;1.318826611;;;;
UMW;22;0.638593544;;;;
UMW;14;0.837746529;;;;
UMW;25;0.443820376;;;;
TPL;29;0.69360959;;;;
TPL;9;0.480041067;;;;
TPL;15;0.547576413;;;;
UMW;24;1.259404755;;;;
TPL;8;0.547576413;;;;
TPL;3;0.859266207;;;;
TPL;7;0.666611091;;;;
UMW;15;1.153169995;;;;
UMW;21;0.579171687;;;;
TPL;5;0.609476993;;;;
UMW;11;1.153169995;;;;
TPL;9;1.045836231;;;;
TPL;1;0.920317871;;;;
WMT;1;0.90051998;;;;
WMT;1;1.295625445;;;;
WMT;4;1.045836231;;;;
WMT;3;0.95093569;;;;
WMT;2;0.815584379;;;;
WMT;4;0.859266207;;;;
WMT;1;0.994617518;;;;
WMT;6;1.099908977;;;;
WMT;1;0.737367166;;;;
WMT;7;0.976728052;;;;
WMT;5;1.045836231;;;;
WMT;1;1.153169995;;;;
XER;4;0.815584379;;;;
XER;4;1.271675727;;;;
XER;5;1.124053444;;;;
WMT;2;1.030838208;;;;
WMT;11;1.395900826;;;;
XER;2;0.69360959;;;;
WMT;11;1.394756066;;;;
TPL;13;0.976728052;;;;
TPL;15;1.078118574;;;;
SAP;17;1.153169995;;;;
TPL;12;1.124053444;;;;
TPL;15;0.609476993;;;;
CPL;11;0.480041066;;;;
TPL;15;1.309632972;;;;
TPL;12;0.769170711;;;;
TPL;24;1.062152864;;;;
TPL;23;0.769170711;;;;
TPL;11;0.744828304;;;;
TPL;27;1.246927538;;;;
TPL;23;0.976728052;;;;
TPL;21;0.76917071;;;;
TPL;10;1.062152864;;;;
TPL;22;0.744828303;;;;
TPL;10;0.27816376;;;;
TPL;9;0.638593544;;;;
TPL;2;0.79274021;;;;
TPL;7;0.976728052;;;;
TPL;6;1.221325798;;;;
SAP;1;0.769170711;;;;
TPL;2;1.029152902;;;;
UMW;5;0.859266207;;;;
SAP;12;0.90051998;;;;
UMW;8;1.093748138;;;;
TPL;15;1.012086015;;;;
UMW;27;1.167310935;;;;
TPL;24;1.194809519;;;;
TPL;16;1.234237026;;;;
TPL;13;1.012086015;;;;
SAP;14;1.283747162;;;;
UMW;17;1.029152903;;;;
TPL;11;0.79274021;;;;
TPL;13;0.609476993;;;;
SAP;12;0.859266207;;;;
UMW;23;1.259404755;;;;
TPL;15;1.246927538;;;;
UMW;12;1.181187542;;;;
SAP;16;0.837746529;;;;
SAP;6;1.208186041;;;;
TPL;15;1.124053444;;;;
UMW;24;1.501296268;;;;
TPL;2;1.104714023;;;;
TPL;1;1.295625445;;;;
TPL;29;1.045836231;;;;
TPL;9;0.92031787;;;;
TPL;13;1.341324603;;;;
UMW;2;0.815584379;;;;
TPL;4;0.79274021;;;;
TPL;13;1.045836231;;;;
SPL;23;1.444598733;;;;
TPL;11;1.384373003;;;;
TPL;15;0.815584379;;;;
TPL;20;1.029152902;;;;
SPL;12;1.295625445;;;;
TPL;14;0.994617518;;;;
TPL;17;0.179033139;;;;
SAP;24;1.221325798;;;;
SAP;22;0.323170078;;;;
TPL;24;0.69360959;;;;
SAP;16;0.976728052;;;;
TPL;24;0.971276055;;;;
SAP;20;1.283747162;;;;
TPL;26;1.045836231;;;;
SAP;18;0.920317871;;;;
CPL;25;1.153169995;;;;
CPL;19;1.194809519;;;;
CPL;19;1.109055421;;;;
CPL;23;1.194809519;;;;
CPL;16;1.278942116;;;;
CPL;21;1.299152183;;;;
CPL;18;0.76917071;;;;
CPL;15;1.078118574;;;;
CPL;24;1.045836231;;;;
CPL;21;0.958396827;;;;
CPL;27;1.295625445;;;;
CPL;19;0.90051998;;;;
CPL;5;0.958396827;;;;
CPL;20;1.454177923;;;;
CPL;16;0.792740211;;;;
NAP;8;0.958396827;;;;
NAP;8;0.769170711;;;;
NAP;4;0.859266207;;;;
NAP;10;1.181187542;;;;
NAP;11;0.939601472;;;;
NAP;8;0.514576452;;;;
NAP;10;0.618332488;;;;
NAP;9;0.880179615;;;;
NAP;10;1.045836231;;;;
NAP;8;1.093748138;;;;
NAP;9;0.939601472;;;;
NAP;9;0.609476993;;;;
NAP;1;0.719660575;;;;
NAP;4;0.815584379;;;;
SAP;11;1.208186041;;;;
SAP;14;1.153169995;;;;
SAP;22;1.415096431;;;;
SAP;17;1.078118574;;;;
CPL;6;0.922268928;;;;
SAP;6;1.234237026;;;;
CPL;12;1.234237026;;;;
SAP;2;0.859266207;;;;
SAP;9;1.194809519;;;;
CPL;3;1.10905542;;;;
NAP;12;0.865602321;;;;
NAP;10;0.913338953;;;;
NAP;11;0.893801591;;;;
NAP;8;0.880179615;;;;
NAP;8;0.547576413;;;;
NAP;6;0.837746529;;;;
NAP;9;0.514576451;;;;
NAP;8;0.890419458;;;;
NAP;4;0.90051998;;;;
NAP;9;0.920317871;;;;
NAP;7;0.729830281;;;;
NAP;7;0.837746529;;;;
NAP;8;0.69360959;;;;
NAP;2;0.90051998;;;;
NAP;5;0.939601471;;;;
NAP;8;1.116592307;;;;
NAP;11;1.062152864;;;;
NAP;9;0.815584379;;;;
NAP;7;1.246927538;;;;
NAP;8;0.94905863;;;;
NAP;11;0.92031787;;;;
NAP;9;1.10905542;;;;
NAP;9;0.890419458;;;;
NAP;3;0.547576413;;;;
NAP;8;0.815584379;;;;
NAP;10;0.976728052;;;;
NAP;7;0.179033139;;;;
NAP;5;0.480041067;;;;
NAP;8;0.976728052;;;;
NAP;2;1.246927538;;;;
NAP;1;0.715667758;;;;
NAP;8;0.958396827;;;;
NAP;2;0.837746529;;;;
NAP;7;1.33016083;;;;
NAP;6;0.514576451;;;;
NAP;8;1.245668205;;;;
TPL;7;1.002432083;;;;
UMW;11;0.920317871;;;;
TPL;9;0.514576451;;;;
UMW;13;1.194809519;;;;
TPL;10;1.045836231;;;;
UMW;13;1.246927538;;;;
TPL;6;0.323170078;;;;
UMW;11;1.109055421;;;;
UMW;14;0.90051998;;;;
UMW;10;1.012086015;;;;
TPL;6;0.547576413;;;;
UMW;8;0.92031787;;;;
UMW;10;0.859266207;;;;
UMW;19;1.234237026;;;;
UMW;5;0.958396827;;;;
UMW;12;0.920317871;;;;
UMW;14;0.920317871;;;;
UMW;1;0.769170711;;;;
UMW;7;1.078118574;;;;
UMW;11;1.109055421;;;;
UMW;3;1.221325798;;;;
UMW;11;1.138754457;;;;
UMW;8;1.012086015;;;;
UMW;7;1.029152902;;;;
UMW;9;1.208186041;;;;
UMW;3;1.341324603;;;;
UMW;5;1.078118573;;;;
UMW;5;1.181187542;;;;
UMW;6;0.845889684;;;;
UMW;6;1.208186041;;;;
TPL;11;0.996382981;;;;
UMW;3;1.012086015;;;;
UMW;1;0.837746529;;;;
UMW;6;1.307316662;;;;
UMW;2;1.109055421;;;;
UMW;8;1.093748138;;;;
UMW;9;1.246927538;;;;
UMW;4;0.976728052;;;;
UMW;5;1.029152902;;;;
TPL;4;0.994617518;;;;
TPL;6;0.769170711;;;;
UMW;10;0.815584379;;;;
UMW;7;1.373842658;;;;
TPL;4;0.179033139;;;;
TPL;7;0.960250453;;;;
TPL;6;0.857142094;;;;
UMW;7;0.90051998;;;;
UMW;3;1.029152902;;;;
UMW;11;1.278942116;;;;
UMW;5;1.234237026;;;;
UMW;8;1.153169995;;;;
UMW;7;1.259404755;;;;
UMW;2;1.208186041;;;;
UMW;2;0.880179615;;;;
CPL;8;0.579171687;;;;
SAP;10;1.167310935;;;;
TPL;9;0.666611091;;;;
CPL;19;1.167310935;;;;
CPL;31;0.859266206;;;;
CPL;18;0.945919611;;;;
TPL;22;1.045836231;;;;
SAP;30;1.029152902;;;;
SAP;33;0.90051998;;;;
TPL;25;0.920317871;;;;
SAP;19;1.246927538;;;;
SAP;22;1.045836231;;;;
TPL;17;0.976728052;;;;
SAP;14;1.384373003;;;;
SAP;12;1.35232298;;;;
CPL;26;0.609476993;;;;
TPL;11;1.221325798;;;;
TPL;21;0.638593544;;;;
SAP;22;1.265565594;;;;
CPL;15;0.994617518;;;;
TPL;22;0.837746529;;;;
TPL;12;1.068580409;;;;
TPL;16;0.976728052;;;;
CPL;22;0.769170711;;;;
SAP;34;1.012086015;;;;
TPL;17;0.846429399;;;;
TPL;6;1.124053444;;;;
TPL;13;1.138754457;;;;
SAP;5;1.058918101;;;;
TPL;2;1.027463762;;;;
TPL;11;0.958396827;;;;
SAP;7;0.859266207;;;;
CPL;25;1.124053444;;;;
CPL;20;0.939601472;;;;
CPL;18;1.221325798;;;;
CPL;11;1.208186041;;;;
CPL;28;0.815584379;;;;
CPL;20;1.124053444;;;;
CPL;28;0.547576413;;;;
CPL;31;0.69360959;;;;
CPL;21;0.958396827;;;;
CPL;16;1.012086015;;;;
CPL;21;0.958396827;;;;
CPL;15;0.666611091;;;;
CPL;6;1.093748138;;;;
CPL;22;0.918143998;;;;
CPL;24;1.078118574;;;;
CPL;22;0.815584379;;;;
CPL;34;0.837746529;;;;
CPL;15;1.090648439;;;;
CPL;26;0.920317871;;;;
CPL;26;0.976728052;;;;
CPL;21;0.27816376;;;;
CPL;13;0.958396827;;;;
CPL;6;1.283747162;;;;
CPL;24;1.208186041;;;;
CPL;15;1.012086015;;;;
CPL;13;0.939601472;;;;
CPL;3;1.093748138;;;;
CPL;26;1.078118574;;;;
CPL;5;0.744828303;;;;
NPL;3;0.976728052;;;;
NPL;6;1.363160792;;;;
NPL;3;0.994617518;;;;
NPL;29;1.415096431;;;;
NPL;3;0.859266207;;;;
WMT;1;1.271675727;;;;
NPL;4;1.103987982;;;;
WMT;2;0.859266207;;;;
NPL;11;0.69360959;;;;
NPL;7;0.547576413;;;;
NPL;5;0.443820376;;;;
NPL;10;0.27816376;;;;
NPL;4;1.045836231;;;;
NPL;5;1.029152902;;;;
NPL;3;0.90051998;;;;
NPL;1;0.230251853;;;;
NPL;9;0.27816376;;;;
NPL;1;1.045836231;;;;
NPL;1;0.40574142;;;;
WMT;1;0.514576451;;;;
WMT;2;1.012086015;;;;
WMT;3;1.029152903;;;;
NPL;2;0.609476993;;;;
NPL;11;1.341324603;;;;
NPL;3;0.769170711;;;;
NPL;12;0.365603164;;;;
NPL;10;0.514576452;;;;
NPL;3;0.514576451;;;;
NPL;7;1.062152864;;;;
NPL;2;0.764365665;;;;
NPL;6;0.638593544;;;;
WMT;4;1.231672682;;;;
WMT;6;1.078118574;;;;
WMT;1;1.053495309;;;;
WMT;1;1.21730751;;;;
NPL;4;1.013810469;;;;
NPL;5;0.958396827;;;;
NPL;1;1.029152902;;;;
WMT;2;1.271675727;;;;
NPL;7;1.098440378;;;;
NPL;2;1.124053444;;;;
NPL;3;1.153169995;;;;
WMT;1;0.90051998;;;;
XER;5;1.070178638;;;;
WMT;11;1.373842658;;;;
NPL;1;0.958396827;;;;
NPL;2;0.815584379;;;;
NPL;12;1.363160791;;;;
WMT;1;1.307316662;;;;
CPL;20;1.208186041;;;;
NPL;2;1.194809519;;;;
NPL;4;1.286138071;;;;
NPL;2;1.029152902;;;;
NPL;2;1.012086015;;;;
NPL;4;0.958396827;;;;
NPL;1;0.958396827;;;;
NPL;1;0.893801591;;;;
NPL;2;0.976728052;;;;
NPL;1;1.012086015;;;;
NPL;1;1.217408233;;;;
TPL;3;0.991073946;;;;
NPL;4;0.994617518;;;;
TPL;3;1.167310935;;;;
TPL;3;0.638593544;;;;
NPL;5;0.579171687;;;;
TPL;2;0.815584379;;;;
NPL;3;0.815584379;;;;
TPL;8;0.958396827;;;;
NPL;4;0.629014354;;;;
NPL;2;0.609476993;;;;
NPL;7;0.179033139;;;;
TPL;5;0.880179615;;;;
NPL;2;0.547576413;;;;
NPL;4;1.221325798;;;;
NPL;2;0.920317871;;;;
NPL;7;0.638593544;;;;
NPL;4;0.744828303;;;;
TPL;3;1.295625445;;;;
NPL;1;1.246927538;;;;
NPL;1;0.976728052;;;;
NPL;5;0.90051998;;;;
SPL;2;0.958396827;;;;
SPL;5;1.029152902;;;;
NPL;3;0.638593544;;;;
SPL;5;0.579171687;;;;
NPL;3;0.815584379;;;;
SPL;2;1.045836231;;;;
SPL;6;0.880179615;;;;
TPL;14;0.27816376;;;;
SPL;5;0.855722635;;;;
SPL;7;0.994617518;;;;
SPL;3;1.208186041;;;;
SPL;2;1.271675727;;;;
TPL;10;0.719660575;;;;
TPL;13;0.769170711;;;;
TPL;16;0.69360959;;;;
NPL;3;0.994617518;;;;
TPL;18;0.939601471;;;;
TPL;15;0.579171687;;;;
SPL;3;1.138754457;;;;
TPL;3;0.939601471;;;;
NPL;4;0.939601471;;;;
SPL;7;0.920317871;;;;
SPL;4;0.939601472;;;;
SPL;3;0.958396827;;;;
SPL;6;0.815584379;;;;
NPL;1;1.012086015;;;;
SPL;2;0.579171687;;;;
TPL;2;0.90051998;;;;
SPL;2;0.976728052;;;;
NPL;1;0.859266207;;;;
TPL;11;0.79274021;;;;
NAP;7;1.368520937;;;;
NAP;2;1.138754457;;;;
NAP;6;0.514576451;;;;
NAP;10;0.837746529;;;;
NAP;2;1.278942116;;;;
NAP;3;1.167310935;;;;
SAP;17;1.271675727;;;;
NAP;15;1.33016083;;;;
NAP;7;1.181187542;;;;
SAP;8;1.208186041;;;;
WMT;2;1.167310935;;;;
XER;1;0.920317871;;;;
SPL;3;1.012086015;;;;
XER;3;0.649927762;;;;
WMT;1;0.79274021;;;;
XER;3;1.10905542;;;;
SPL;6;0.666611091;;;;
SPL;2;1.078118573;;;;
SPL;3;0.744828304;;;;
SPL;3;0.954101481;;;;
XER;7;0.79274021;;;;
SPL;2;1.125536715;;;;
XER;5;0.939601471;;;;
SPL;3;0.958396827;;;;
SPL;5;1.124053444;;;;
WMT;2;1.109055421;;;;
WMT;1;1.045836231;;;;
WMT;1;0.994617518;;;;
WMT;5;0.958396827;;;;
SPL;6;0.90051998;;;;
XER;1;1.17812619;;;;
NAP;10;1.167310935;;;;
NAP;11;1.109055421;;;;
NAP;12;0.365603164;;;;
NAP;13;0.609476993;;;;
NAP;10;0.666611091;;;;
NAP;6;0.90051998;;;;
NAP;4;0.792740211;;;;
NAP;18;0.939601471;;;;
NAP;8;1.012086015;;;;
NAP;10;1.029152902;;;;
NAP;5;1.062152864;;;;
NAP;7;0.958396827;;;;
NAP;12;0.480041066;;;;
NAP;6;0.769170711;;;;
NAP;10;0.666611091;;;;
NAP;10;0.939601472;;;;
NAP;9;0.666611091;;;;
