Ecoregions;Fish_Replacement;SumNat_PFC;Habitat_Heterogeneity;Pred_Replacement_Fish;lower_Replacement_Fish;upperr_Replacement_Fish
WMT;0.001933169;1.434894322;;;;
WMT;0.001265347;1.167310935;;;;
XER;0.001500309;0.90051998;;;;
XER;0.001480686;0.976728052;;;;
XER;0.001499525;0.837746529;;;;
XER;0.001499525;1.078118574;;;;
WMT;0.000865924;1.029152902;;;;
XER;0.001250263;1.181187542;;;;
WMT;0.001903005;1.318826611;;;;
SAP;0.001542486;1.138754457;;;;
SAP;0.001662332;1.33016083;;;;
SAP;0.001769174;1.283747162;;;;
SAP;0.001436056;1.221325798;;;;
SAP;0.001605845;1.138754457;;;;
SAP;0.00173003;1.153169995;;;;
SAP;0.001649308;1.221325798;;;;
SAP;0.001691232;0.815584379;;;;
SAP;0.00185418;1.394756066;;;;
CPL;0.001772493;1.394756066;;;;
SAP;0.00161393;1.246927538;;;;
CPL;0.001807264;1.153169995;;;;
SAP;0.001524611;1.093748138;;;;
SAP;0.001692021;1.181187542;;;;
NAP;0.001669972;1.318826612;;;;
NAP;0.001656364;0.976728052;;;;
NAP;0.00161848;1.246927538;;;;
NAP;0.001555675;1.093748138;;;;
NAP;0.001017189;1.271675727;;;;
NAP;0.001542099;1.167310935;;;;
NAP;0.001911719;1.384373003;;;;
NAP;0.001519875;1.234237026;;;;
NAP;0.000807863;1.109055421;;;;
NAP;0.000807863;1.10905542;;;;
NAP;0.001017189;1.283747162;;;;
NAP;0.001515018;0.547576413;;;;
NAP;0.001218118;1.124053444;;;;
NAP;0.001485753;1.062152864;;;;
NAP;0.000807863;1.047484128;;;;
WMT;0.001094105;1.029152903;;;;
WMT;0.001635275;1.078118574;;;;
XER;0.001789264;0.609476993;;;;
WMT;0.00023196;0.976728052;;;;
WMT;0.001244168;1.045836231;;;;
WMT;0.00028409;0.920317871;;;;
WMT;0.00028409;1.045836231;;;;
WMT;0.00089416;0.837746529;;;;
WMT;0.00023196;0.79274021;;;;
WMT;0.00023196;1.143590805;;;;
WMT;0.001094105;1.171608353;;;;
XER;0.001441242;1.124053444;;;;
WMT;0.001479229;1.194809519;;;;
WMT;0.000829417;1.109055421;;;;
WMT;0.001538347;1.012086015;;;;
WMT;0.001408429;1.045836231;;;;
WMT;0.001711462;0.976728052;;;;
WMT;0.000846767;1.259404755;;;;
UMW;0.001576642;1.10905542;;;;
TPL;0.001909282;1.341324603;;;;
UMW;0.001658331;1.307316662;;;;
UMW;0.001441398;0.880179615;;;;
UMW;0.001940354;1.341324603;;;;
UMW;0.002198564;1.491304503;;;;
UMW;0.001262115;1.181187542;;;;
UMW;0.001238164;0.994617518;;;;
UMW;0.000791463;1.153169995;;;;
UMW;0.001312848;1.167310935;;;;
UMW;0.001529707;1.153169995;;;;
TPL;0.001430643;0.939601472;;;;
TPL;0.001428389;1.012086015;;;;
UMW;0.001447787;0.976728052;;;;
UMW;0.00017189;1.194809519;;;;
UMW;0.001781307;1.341324603;;;;
UMW;0.001140972;1.254231376;;;;
UMW;0.001535933;1.367287411;;;;
UMW;0.001230637;1.259404755;;;;
UMW;0.001522371;1.045836231;;;;
TPL;0.002101885;1.415096431;;;;
UMW;0.001503239;1.341324603;;;;
UMW;0.000866209;1.10905542;;;;
UMW;0.000921965;1.208186041;;;;
UMW;0.001285302;1.134699958;;;;
UMW;0.002115393;1.40499591;;;;
UMW;0.001511726;1.307316662;;;;
UMW;0.000733977;1.259404755;;;;
UMW;0.000867321;1.234237026;;;;
UMW;0.001401315;0.719660575;;;;
UMW;0.000733977;1.109055421;;;;
SAP;0.000274508;1.181187542;;;;
WMT;0.001677508;1.276729367;;;;
XER;0.001794458;1.415096431;;;;
WMT;0.001918598;1.378072737;;;;
WMT;0.001667048;1.078118574;;;;
NPL;0.000285767;1.138754457;;;;
NPL;0.001540302;0.939601471;;;;
SPL;0.001270408;1.208186041;;;;
XER;0.001831257;1.394756066;;;;
WMT;0.000848404;1.112079363;;;;
SPL;0.001644699;1.318826611;;;;
NPL;0.001387867;0.837746529;;;;
NPL;0.001050954;1.045836231;;;;
XER;0.001317233;1.384373003;;;;
WMT;0.001475701;1.265565594;;;;
XER;0.00202999;1.373842658;;;;
NPL;0.000685776;1.167310935;;;;
XER;0.001278596;0.939601471;;;;
XER;0.001913084;1.363160791;;;;
NPL;0.000293038;1.124053444;;;;
WMT;0.001288844;1.078118574;;;;
CPL;0.001544828;1.078118573;;;;
CPL;0.001305252;1.167310935;;;;
CPL;0.000785369;0.744828304;;;;
SAP;0.001435922;1.153169995;;;;
CPL;0.000700406;0.90051998;;;;
CPL;0.001193735;1.012086015;;;;
CPL;0.000706505;0.365603164;;;;
SAP;0.000704177;1.208186041;;;;
XER;0.000307364;1.109055421;;;;
XER;0.001229871;1.078118574;;;;
XER;0.001185598;1.194809519;;;;
XER;0.000307364;0.179033139;;;;
WMT;0.001192111;1.049128373;;;;
WMT;0.000229048;0.859266207;;;;
XER;0.000229048;0.480041067;;;;
XER;0.000316132;1.167310935;;;;
XER;0.00030831;1.283747162;;;;
WMT;0.001359401;1.062152864;;;;
WMT;0.001909191;1.33016083;;;;
XER;0.00031394;1.045836231;;;;
WMT;0.001945771;1.295625445;;;;
WMT;0.000219341;1.234237026;;;;
WMT;0.000219341;1.295625445;;;;
WMT;0.001092193;1.341324603;;;;
WMT;0.001902193;1.33016083;;;;
WMT;0.000219341;1.153169995;;;;
WMT;0.000219341;1.318826611;;;;
XER;0.000914837;1.271675727;;;;
XER;0.00136075;1.124053444;;;;
SPL;0.001141387;0.90051998;;;;
SPL;0.001280009;1.153169995;;;;
XER;0.001488509;0.958396827;;;;
SPL;0.001112999;0.719660575;;;;
XER;0.000256632;1.307316662;;;;
XER;0.001172718;1.307316662;;;;
XER;0.001154977;1.181187542;;;;
XER;0.001487048;1.138754457;;;;
XER;0.001459124;0.609476993;;;;
XER;0.001205697;0.443820376;;;;
SPL;0.001258018;0.443820376;;;;
SPL;0.001240217;1.030838208;;;;
XER;0.001163846;1.029152903;;;;
SPL;0.001258018;1.153169995;;;;
WMT;0.000294359;1.153169995;;;;
NAP;0.001322946;0.90051998;;;;
NAP;0.00137343;0.719660575;;;;
NAP;0.001354642;1.062152864;;;;
NAP;0.001292202;0.859266207;;;;
NAP;0.001331939;0.880179615;;;;
NAP;0.001480584;0.579171687;;;;
NAP;0.001384301;0.579171687;;;;
NAP;0.001282239;0.958396827;;;;
NAP;0.001308131;0.792740211;;;;
NAP;0.001258004;0.769170711;;;;
NAP;0.001303488;0.882238914;;;;
NAP;0.001238719;0.815584379;;;;
NAP;0.00134626;1.045836231;;;;
NAP;0.001347773;0.744828304;;;;
NAP;0.001332063;0.859266207;;;;
CPL;0.00100695;0.996382981;;;;
CPL;0.001442438;1.062152864;;;;
CPL;0.001290927;0.79274021;;;;
SAP;0.001228594;1.283747162;;;;
SAP;0.001354704;1.124053444;;;;
SAP;0.00213594;1.454177923;;;;
CPL;0.001287168;1.10905542;;;;
CPL;0.001270047;0.991073946;;;;
CPL;0.001417217;0.744828304;;;;
CPL;0.00143309;0.908502604;;;;
CPL;0.001461379;1.012086015;;;;
CPL;0.001397257;1.153169995;;;;
CPL;0.00116947;1.138754457;;;;
CPL;0.001389898;0.719660575;;;;
CPL;0.001110311;1.029152902;;;;
CPL;0.001125104;1.167310935;;;;
CPL;0.001524897;1.062152864;;;;
CPL;0.001932689;0.994617518;;;;
CPL;0.001487391;1.194809519;;;;
CPL;0.001518733;0.976728052;;;;
CPL;0.001431151;1.078118574;;;;
CPL;0.001456403;1.138754457;;;;
CPL;0.001530855;0.976728052;;;;
CPL;0.00154548;0.939601472;;;;
CPL;0.001520859;1.295625445;;;;
CPL;0.001492657;0.976728052;;;;
CPL;0.001425064;0.859266207;;;;
CPL;0.00148523;0.880179615;;;;
CPL;0.001462257;0.79274021;;;;
SAP;0.001284121;1.093748138;;;;
SAP;0.001817144;1.33016083;;;;
CPL;0.000852003;0.920317871;;;;
CPL;0.000840264;1.078118574;;;;
CPL;0.000821416;1.124053444;;;;
CPL;0.000941564;1.153169995;;;;
CPL;0.000615869;1.234237026;;;;
SAP;0.001347112;1.295625445;;;;
CPL;0.001011682;1.307316662;;;;
SAP;0.001223337;1.271675727;;;;
CPL;0.001041725;1.045836231;;;;
SAP;0.001424278;1.109055421;;;;
CPL;0.001116331;0.987513378;;;;
SAP;0.001573668;0.939601471;;;;
SAP;0.001343177;1.109055421;;;;
CPL;0.000843753;1.194809519;;;;
SAP;0.00080694;1.124053444;;;;
CPL;0.001136781;1.153169995;;;;
SAP;0.000865919;1.221325798;;;;
CPL;0.00106065;1.153169995;;;;
CPL;0.001138858;0.939601472;;;;
TPL;0.00057954;0.682927724;;;;
UMW;0.001269989;0.76917071;;;;
UMW;0.000806099;0.547576413;;;;
TPL;0.001085384;0.514576451;;;;
TPL;0.001107749;0.880179615;;;;
TPL;0.001402146;0.609476992;;;;
UMW;0.000407772;0.514576452;;;;
TPL;0.000961579;0.405741419;;;;
UMW;0.000432857;0.69360959;;;;
TPL;0.000984168;0.179033139;;;;
TPL;0.000558097;0.348919835;;;;
UMW;0.000841777;0.443820376;;;;
TPL;0.000133236;0.064595236;;;;
TPL;0.00183563;1.318826611;;;;
UMW;0.00073864;0.638593544;;;;
UMW;0.00114018;0.837746529;;;;
UMW;0.000597585;0.443820376;;;;
TPL;0.000415646;0.69360959;;;;
TPL;0.001339342;0.480041067;;;;
TPL;0.001021795;0.547576413;;;;
UMW;0.000613018;1.259404755;;;;
TPL;0.001291756;0.547576413;;;;
TPL;0.001031082;0.859266207;;;;
TPL;0.001307528;0.666611091;;;;
UMW;0.00104875;1.153169995;;;;
UMW;0.000816812;0.579171687;;;;
TPL;0.001159032;0.609476993;;;;
UMW;0.001282381;1.153169995;;;;
TPL;0.001290934;1.045836231;;;;
TPL;0.000301839;0.920317871;;;;
WMT;0.000219341;0.90051998;;;;
WMT;0.000244185;1.295625445;;;;
WMT;0.001370571;1.045836231;;;;
WMT;0.001215493;0.95093569;;;;
WMT;0.000829362;0.815584379;;;;
WMT;0.001984645;0.859266207;;;;
WMT;0.000153156;0.994617518;;;;
WMT;0.001496111;1.099908977;;;;
WMT;0.00025612;0.737367166;;;;
WMT;0.001527899;0.976728052;;;;
WMT;0.001447078;1.045836231;;;;
WMT;0.000298213;1.153169995;;;;
XER;0.001309045;0.815584379;;;;
XER;0.001304079;1.271675727;;;;
XER;0.001400572;1.124053444;;;;
WMT;0.000875153;1.030838208;;;;
WMT;0.001821934;1.395900826;;;;
XER;0.000793594;0.69360959;;;;
WMT;0.002121934;1.394756066;;;;
TPL;0.001086556;0.976728052;;;;
TPL;0.001003763;1.078118574;;;;
SAP;0.001017946;1.153169995;;;;
TPL;0.001176924;1.124053444;;;;
TPL;0.001170215;0.609476993;;;;
CPL;0.001356594;0.480041066;;;;
TPL;0.001904401;1.309632972;;;;
TPL;0.001261942;0.769170711;;;;
TPL;0.000545801;1.062152864;;;;
TPL;0.000646835;0.769170711;;;;
TPL;0.001263001;0.744828304;;;;
TPL;0.00038235;1.246927538;;;;
TPL;0.000682638;0.976728052;;;;
TPL;0.00079676;0.76917071;;;;
TPL;0.001320778;1.062152864;;;;
TPL;0.000726885;0.744828303;;;;
TPL;0.000147269;0.27816376;;;;
TPL;0.001424759;0.638593544;;;;
TPL;0.000761418;0.79274021;;;;
TPL;0.001369299;0.976728052;;;;
TPL;0.00114751;1.221325798;;;;
SAP;0.00027422;0.769170711;;;;
TPL;0.000877171;1.029152902;;;;
UMW;0.001228827;0.859266207;;;;
SAP;0.00129032;0.90051998;;;;
UMW;0.001356287;1.093748138;;;;
TPL;0.001052562;1.012086015;;;;
UMW;0.000415281;1.167310935;;;;
TPL;0.000581941;1.194809519;;;;
TPL;0.000978239;1.234237026;;;;
TPL;0.001274806;1.012086015;;;;
SAP;0.001130626;1.283747162;;;;
UMW;0.001028051;1.029152903;;;;
TPL;0.001370262;0.79274021;;;;
TPL;0.001238865;0.609476993;;;;
SAP;0.001269898;0.859266207;;;;
UMW;0.000658797;1.259404755;;;;
TPL;0.001142872;1.246927538;;;;
UMW;0.00124422;1.181187542;;;;
SAP;0.001047982;0.837746529;;;;
SAP;0.001287763;1.208186041;;;;
TPL;0.001014619;1.124053444;;;;
UMW;0.002156498;1.501296268;;;;
TPL;0.000683334;1.104714023;;;;
TPL;9.65E-05;1.295625445;;;;
TPL;0.000386133;1.045836231;;;;
TPL;0.001383123;0.92031787;;;;
TPL;0.001915623;1.341324603;;;;
UMW;0.000750714;0.815584379;;;;
TPL;0.001331996;0.79274021;;;;
TPL;0.001273386;1.045836231;;;;
SPL;0.001928663;1.444598733;;;;
TPL;0.002120354;1.384373003;;;;
TPL;0.001164102;0.815584379;;;;
TPL;0.000896608;1.029152902;;;;
SPL;0.001236519;1.295625445;;;;
TPL;0.001197418;0.994617518;;;;
TPL;0.000111504;0.179033139;;;;
SAP;0.000681275;1.221325798;;;;
SAP;0.000745449;0.323170078;;;;
TPL;0.000680098;0.69360959;;;;
SAP;0.001099947;0.976728052;;;;
TPL;0.000685622;0.971276055;;;;
SAP;0.00083751;1.283747162;;;;
TPL;0.000527576;1.045836231;;;;
SAP;0.00096529;0.920317871;;;;
CPL;0.000686653;1.153169995;;;;
CPL;0.000940165;1.194809519;;;;
CPL;0.000952343;1.109055421;;;;
CPL;0.00069246;1.194809519;;;;
CPL;0.001068863;1.278942116;;;;
CPL;0.00079745;1.299152183;;;;
CPL;0.001037453;0.76917071;;;;
CPL;0.001252739;1.078118574;;;;
CPL;0.000680264;1.045836231;;;;
CPL;0.000823325;0.958396827;;;;
CPL;0.00048937;1.295625445;;;;
CPL;0.000884872;0.90051998;;;;
CPL;0.001534983;0.958396827;;;;
CPL;0.00219942;1.454177923;;;;
CPL;0.001081915;0.792740211;;;;
NAP;0.001352763;0.958396827;;;;
NAP;0.001301044;0.769170711;;;;
NAP;0.001146592;0.859266207;;;;
NAP;0.0013365;1.181187542;;;;
NAP;0.001305491;0.939601472;;;;
NAP;0.001370393;0.514576452;;;;
NAP;0.001362932;0.618332488;;;;
NAP;0.001369257;0.880179615;;;;
NAP;0.001320317;1.045836231;;;;
NAP;0.001301373;1.093748138;;;;
NAP;0.00135841;0.939601472;;;;
NAP;0.00130812;0.609476993;;;;
NAP;0.00027766;0.719660575;;;;
NAP;0.001100228;0.815584379;;;;
SAP;0.001236932;1.208186041;;;;
SAP;0.001131117;1.153169995;;;;
SAP;0.001790492;1.415096431;;;;
SAP;0.001071936;1.078118574;;;;
CPL;0.001301746;0.922268928;;;;
SAP;0.00148821;1.234237026;;;;
CPL;0.001438248;1.234237026;;;;
SAP;0.000871432;0.859266207;;;;
SAP;0.001344085;1.194809519;;;;
CPL;0.001065658;1.10905542;;;;
NAP;0.001325991;0.865602321;;;;
NAP;0.001303759;0.913338953;;;;
NAP;0.001299995;0.893801591;;;;
NAP;0.001342767;0.880179615;;;;
NAP;0.001362651;0.547576413;;;;
NAP;0.001272279;0.837746529;;;;
NAP;0.001401296;0.514576451;;;;
NAP;0.001350596;0.890419458;;;;
NAP;0.001237244;0.90051998;;;;
NAP;0.001349047;0.920317871;;;;
NAP;0.001327517;0.729830281;;;;
NAP;0.001377396;0.837746529;;;;
NAP;0.001382882;0.69360959;;;;
NAP;0.000866597;0.90051998;;;;
NAP;0.001287847;0.939601471;;;;
NAP;0.00144277;1.116592307;;;;
NAP;0.001355525;1.062152864;;;;
NAP;0.001421742;0.815584379;;;;
NAP;0.001386676;1.246927538;;;;
NAP;0.001321083;0.94905863;;;;
NAP;0.001320233;0.92031787;;;;
NAP;0.001301594;1.10905542;;;;
NAP;0.001298925;0.890419458;;;;
NAP;0.000929061;0.547576413;;;;
NAP;0.001351977;0.815584379;;;;
NAP;0.001349924;0.976728052;;;;
NAP;0.000141494;0.179033139;;;;
NAP;0.001283434;0.480041067;;;;
NAP;0.001372065;0.976728052;;;;
NAP;0.000862344;1.246927538;;;;
NAP;0.000260844;0.715667758;;;;
NAP;0.001474927;0.958396827;;;;
NAP;0.00087196;0.837746529;;;;
NAP;0.001378518;1.33016083;;;;
NAP;0.001320256;0.514576451;;;;
NAP;0.001383247;1.245668205;;;;
TPL;0.001355942;1.002432083;;;;
UMW;0.001424609;0.920317871;;;;
TPL;0.001379629;0.514576451;;;;
UMW;0.001186925;1.194809519;;;;
TPL;0.001485866;1.045836231;;;;
UMW;0.001284505;1.246927538;;;;
TPL;0.001371771;0.323170078;;;;
UMW;0.001310064;1.109055421;;;;
UMW;0.001210062;0.90051998;;;;
UMW;0.001494456;1.012086015;;;;
TPL;0.001332437;0.547576413;;;;
UMW;0.001521529;0.92031787;;;;
UMW;0.001452487;0.859266207;;;;
UMW;0.000858705;1.234237026;;;;
UMW;0.001267431;0.958396827;;;;
UMW;0.001430683;0.920317871;;;;
UMW;0.001224434;0.920317871;;;;
UMW;0.00028763;0.769170711;;;;
UMW;0.001441251;1.078118574;;;;
UMW;0.001380389;1.109055421;;;;
UMW;0.001151884;1.221325798;;;;
UMW;0.001231237;1.138754457;;;;
UMW;0.001294567;1.012086015;;;;
UMW;0.001492874;1.029152902;;;;
UMW;0.001380509;1.208186041;;;;
UMW;0.001903063;1.341324603;;;;
UMW;0.001201442;1.078118573;;;;
UMW;0.001336726;1.181187542;;;;
UMW;0.001459269;0.845889684;;;;
UMW;0.001299125;1.208186041;;;;
TPL;0.001322192;0.996382981;;;;
UMW;0.001006727;1.012086015;;;;
UMW;0.000260844;0.837746529;;;;
UMW;0.001308917;1.307316662;;;;
UMW;0.000671907;1.109055421;;;;
UMW;0.001314598;1.093748138;;;;
UMW;0.001326956;1.246927538;;;;
UMW;0.00129719;0.976728052;;;;
UMW;0.00139957;1.029152902;;;;
TPL;0.001233966;0.994617518;;;;
TPL;0.001452374;0.769170711;;;;
UMW;0.001479884;0.815584379;;;;
UMW;0.001290691;1.373842658;;;;
TPL;0.000128684;0.179033139;;;;
TPL;0.001357566;0.960250453;;;;
TPL;0.001429715;0.857142094;;;;
UMW;0.001288217;0.90051998;;;;
UMW;0.001021496;1.029152902;;;;
UMW;0.001221952;1.278942116;;;;
UMW;0.001327197;1.234237026;;;;
UMW;0.001378433;1.153169995;;;;
UMW;0.00140233;1.259404755;;;;
UMW;0.000837168;1.208186041;;;;
UMW;0.000907109;0.880179615;;;;
CPL;0.00103083;0.579171687;;;;
SAP;0.001438717;1.167310935;;;;
TPL;0.001271713;0.666611091;;;;
CPL;0.00085774;1.167310935;;;;
CPL;0.000319029;0.859266206;;;;
CPL;0.000998667;0.945919611;;;;
TPL;0.000720369;1.045836231;;;;
SAP;0.000422405;1.029152902;;;;
SAP;0.000281877;0.90051998;;;;
TPL;0.000581644;0.920317871;;;;
SAP;0.000992935;1.246927538;;;;
SAP;0.000862076;1.045836231;;;;
TPL;0.001076386;0.976728052;;;;
SAP;0.001342713;1.384373003;;;;
SAP;0.001939253;1.35232298;;;;
CPL;0.000574017;0.609476993;;;;
TPL;0.00146402;1.221325798;;;;
TPL;0.000894299;0.638593544;;;;
SAP;0.000863976;1.265565594;;;;
CPL;0.001141562;0.994617518;;;;
TPL;0.000752509;0.837746529;;;;
TPL;0.001395285;1.068580409;;;;
TPL;0.000945085;0.976728052;;;;
CPL;0.000703377;0.769170711;;;;
SAP;0.00026777;1.012086015;;;;
TPL;0.00097979;0.846429399;;;;
TPL;0.001245826;1.124053444;;;;
TPL;0.001267032;1.138754457;;;;
SAP;0.001359706;1.058918101;;;;
TPL;0.000691689;1.027463762;;;;
TPL;0.001270408;0.958396827;;;;
SAP;0.001359634;0.859266207;;;;
CPL;0.000800977;1.124053444;;;;
CPL;0.000989893;0.939601472;;;;
CPL;0.001014383;1.221325798;;;;
CPL;0.001403847;1.208186041;;;;
CPL;0.000523409;0.815584379;;;;
CPL;0.000853896;1.124053444;;;;
CPL;0.000539366;0.547576413;;;;
CPL;0.000381901;0.69360959;;;;
CPL;0.000842273;0.958396827;;;;
CPL;0.001141611;1.012086015;;;;
CPL;0.000918205;0.958396827;;;;
CPL;0.001288975;0.666611091;;;;
CPL;0.001555757;1.093748138;;;;
CPL;0.000897093;0.918143998;;;;
CPL;0.000867137;1.078118574;;;;
CPL;0.000878067;0.815584379;;;;
CPL;0.000260131;0.837746529;;;;
CPL;0.001223175;1.090648439;;;;
CPL;0.000529919;0.920317871;;;;
CPL;0.000617156;0.976728052;;;;
CPL;0.000825648;0.27816376;;;;
CPL;0.001260202;0.958396827;;;;
CPL;0.001536406;1.283747162;;;;
CPL;0.000807165;1.208186041;;;;
CPL;0.001085233;1.012086015;;;;
CPL;0.001353109;0.939601472;;;;
CPL;0.001109064;1.093748138;;;;
CPL;0.000755339;1.078118574;;;;
CPL;0.001340582;0.744828303;;;;
NPL;0.001058202;0.976728052;;;;
NPL;0.001324766;1.363160792;;;;
NPL;0.000963344;0.994617518;;;;
NPL;0.001829362;1.415096431;;;;
NPL;0.000925584;0.859266207;;;;
WMT;0.00025612;1.271675727;;;;
NPL;0.001190192;1.103987982;;;;
WMT;0.000825095;0.859266207;;;;
NPL;0.001372511;0.69360959;;;;
NPL;0.001346592;0.547576413;;;;
NPL;0.001367548;0.443820376;;;;
NPL;0.000131634;0.27816376;;;;
NPL;0.001118653;1.045836231;;;;
NPL;0.001400549;1.029152902;;;;
NPL;0.001159092;0.90051998;;;;
NPL;0.000183299;0.230251853;;;;
NPL;0.000142967;0.27816376;;;;
NPL;0.000295758;1.045836231;;;;
NPL;0.000285584;0.40574142;;;;
WMT;0.000256632;0.514576451;;;;
WMT;0.00086779;1.012086015;;;;
WMT;0.001153522;1.029152903;;;;
NPL;0.000766411;0.609476993;;;;
NPL;0.001929994;1.341324603;;;;
NPL;0.000915277;0.769170711;;;;
NPL;0.000126595;0.365603164;;;;
NPL;0.001417995;0.514576452;;;;
NPL;0.001074436;0.514576451;;;;
NPL;0.001400302;1.062152864;;;;
NPL;0.00067182;0.764365665;;;;
NPL;0.001416419;0.638593544;;;;
WMT;0.001196958;1.231672682;;;;
WMT;0.001533394;1.078118574;;;;
WMT;0.000295225;1.053495309;;;;
WMT;0.000256632;1.21730751;;;;
NPL;0.001112533;1.013810469;;;;
NPL;0.001268293;0.958396827;;;;
NPL;0.000153156;1.029152902;;;;
WMT;0.000764612;1.271675727;;;;
NPL;0.001399265;1.098440378;;;;
NPL;0.000561087;1.124053444;;;;
NPL;0.001116618;1.153169995;;;;
WMT;0.000256632;0.90051998;;;;
XER;0.00126015;1.070178638;;;;
WMT;0.001931175;1.373842658;;;;
NPL;0.000244185;0.958396827;;;;
NPL;0.000561087;0.815584379;;;;
NPL;0.000676259;1.363160791;;;;
WMT;0.000311748;1.307316662;;;;
CPL;0.000953401;1.208186041;;;;
NPL;0.00064668;1.194809519;;;;
NPL;0.00108391;1.286138071;;;;
NPL;0.000588255;1.029152902;;;;
NPL;0.00064668;1.012086015;;;;
NPL;0.001243558;0.958396827;;;;
NPL;8.95E-06;0.958396827;;;;
NPL;0.000249286;0.893801591;;;;
NPL;0.000689278;0.976728052;;;;
NPL;8.95E-06;1.012086015;;;;
NPL;0.000183299;1.217408233;;;;
TPL;0.001085616;0.991073946;;;;
NPL;0.001223942;0.994617518;;;;
TPL;0.001172245;1.167310935;;;;
TPL;0.001124241;0.638593544;;;;
NPL;0.001378496;0.579171687;;;;
TPL;0.00075313;0.815584379;;;;
NPL;0.00096837;0.815584379;;;;
TPL;0.001361359;0.958396827;;;;
NPL;0.001156514;0.629014354;;;;
NPL;0.000672341;0.609476993;;;;
NPL;0.000153546;0.179033139;;;;
TPL;0.001351293;0.880179615;;;;
NPL;0.000747818;0.547576413;;;;
NPL;0.00118602;1.221325798;;;;
NPL;0.000731097;0.920317871;;;;
NPL;0.001385615;0.638593544;;;;
NPL;0.00117129;0.744828303;;;;
TPL;0.001131623;1.295625445;;;;
NPL;8.95E-06;1.246927538;;;;
NPL;9.65E-05;0.976728052;;;;
NPL;0.001113701;0.90051998;;;;
SPL;0.000673037;0.958396827;;;;
SPL;0.001244744;1.029152902;;;;
NPL;0.001110621;0.638593544;;;;
SPL;0.001197202;0.579171687;;;;
NPL;0.000933517;0.815584379;;;;
SPL;0.000753555;1.045836231;;;;
SPL;0.001255923;0.880179615;;;;
TPL;0.00012558;0.27816376;;;;
SPL;0.001321568;0.855722635;;;;
SPL;0.001389187;0.994617518;;;;
SPL;0.000815275;1.208186041;;;;
SPL;0.000704959;1.271675727;;;;
TPL;0.001406307;0.719660575;;;;
TPL;0.001287222;0.769170711;;;;
TPL;0.001098923;0.69360959;;;;
NPL;0.000974011;0.994617518;;;;
TPL;0.001033015;0.939601471;;;;
TPL;0.001198916;0.579171687;;;;
SPL;0.00104137;1.138754457;;;;
TPL;0.001101337;0.939601471;;;;
NPL;0.001100142;0.939601471;;;;
SPL;0.001404574;0.920317871;;;;
SPL;0.001056062;0.939601472;;;;
SPL;0.001008636;0.958396827;;;;
SPL;0.001266271;0.815584379;;;;
NPL;0.000203453;1.012086015;;;;
SPL;0.00067113;0.579171687;;;;
TPL;0.000735622;0.90051998;;;;
SPL;0.000760319;0.976728052;;;;
NPL;0.000153156;0.859266207;;;;
TPL;0.001214536;0.79274021;;;;
NAP;0.001933796;1.368520937;;;;
NAP;0.00082991;1.138754457;;;;
NAP;0.001406623;0.514576451;;;;
NAP;0.001351009;0.837746529;;;;
NAP;0.000820267;1.278942116;;;;
NAP;0.001150561;1.167310935;;;;
SAP;0.000990502;1.271675727;;;;
NAP;0.001175141;1.33016083;;;;
NAP;0.001358101;1.181187542;;;;
SAP;0.001337215;1.208186041;;;;
WMT;0.000806391;1.167310935;;;;
XER;0.000183299;0.920317871;;;;
SPL;0.001004611;1.012086015;;;;
XER;0.001150361;0.649927762;;;;
WMT;0.000312113;0.79274021;;;;
XER;0.001163846;1.10905542;;;;
SPL;0.001413196;0.666611091;;;;
SPL;0.000743005;1.078118573;;;;
SPL;0.001057113;0.744828304;;;;
SPL;0.001008589;0.954101481;;;;
XER;0.001441286;0.79274021;;;;
SPL;0.000776385;1.125536715;;;;
XER;0.001493519;0.939601471;;;;
SPL;0.001071566;0.958396827;;;;
SPL;0.001199301;1.124053444;;;;
WMT;0.000915338;1.109055421;;;;
WMT;0.000311748;1.045836231;;;;
WMT;0.000311748;0.994617518;;;;
WMT;0.001166992;0.958396827;;;;
SPL;0.00118337;0.90051998;;;;
XER;0.000219341;1.17812619;;;;
NAP;0.001331806;1.167310935;;;;
NAP;0.001297438;1.109055421;;;;
NAP;0.001300947;0.365603164;;;;
NAP;0.001218831;0.609476993;;;;
NAP;0.001366393;0.666611091;;;;
NAP;0.001243947;0.90051998;;;;
NAP;0.001127252;0.792740211;;;;
NAP;0.000896567;0.939601471;;;;
NAP;0.001362939;1.012086015;;;;
NAP;0.00133856;1.029152902;;;;
NAP;0.001369198;1.062152864;;;;
NAP;0.001365163;0.958396827;;;;
NAP;0.001335926;0.480041066;;;;
NAP;0.001436372;0.769170711;;;;
NAP;0.001382049;0.666611091;;;;
NAP;0.001451764;0.939601472;;;;
NAP;0.001369788;0.666611091;;;;
NAP;0.000980339;1.027463762;;;;
SAP;0.000549616;1.074952783;;;;
SAP;0.00092337;0.976728052;;;;
TPL;0.00055805;1.076537366;;;;
TPL;0.000346365;0.943398804;;;;
SPL;0.001331507;1.078118574;;;;
CPL;0.000969903;0.609476993;;;;
SAP;0.000901715;1.062152864;;;;
SPL;0.001300714;0.994617518;;;;
SPL;0.00078171;0.443820376;;;;
SPL;0.000775416;0.76917071;;;;
TPL;0.001056572;1.062152864;;;;
SPL;0.001295749;1.153169995;;;;
TPL;0.001041302;1.062152864;;;;
SPL;0.001140602;1.124053444;;;;
SPL;0.001309168;0.880179615;;;;
