Ecoregions;Fish_RichnessDiff;SumNat_PFC;Habitat_Heterogeneity;Pred_RichnessDiff_Fish;lower_RichnessDiff_Fish;upperr_RichnessDiff_fish
SAP;0.002154996;0.976728052;;;;
SAP;0.00093343;0.815584379;;;;
SAP;0.000838702;0.880179615;;;;
CPL;0.000672491;0.769170711;;;;
CPL;0.000707144;0.719660575;;;;
CPL;0.000707003;0.769170711;;;;
CPL;0.002249166;1.012086015;;;;
SAP;0.000741957;0.79274021;;;;
SAP;0.001410726;0.92031787;;;;
SAP;0.002647429;0.991073946;;;;
CPL;0.000918902;0.976728052;;;;
CPL;0.001006965;0.974915165;;;;
CPL;0.001495551;0.837746529;;;;
SAP;0.000706888;0.815584379;;;;
SAP;0.001802541;0.769170711;;;;
CPL;0.001242135;0.27816376;;;;
CPL;0.001611019;0.480041067;;;;
CPL;0.002010277;0.179033139;;;;
SAP;0.001198084;0.480041066;;;;
CPL;0.001549196;0.92031787;;;;
SAP;0.000940841;0.785747598;;;;
CPL;0.001352057;0.976728052;;;;
CPL;0.001266642;0.514576451;;;;
CPL;0.001117472;0.90051998;;;;
CPL;0.001311941;0.323170078;;;;
CPL;0.001788723;0.365603163;;;;
CPL;0.001800803;0.69360959;;;;
SAP;0.00113548;0.514576452;;;;
CPL;0.001323293;0.230251853;;;;
SAP;0.000715887;0.958396827;;;;
SAP;0.000705999;0.880179615;;;;
CPL;0.000907373;1.012086015;;;;
CPL;0.001212025;0.638593544;;;;
SAP;0.000715207;1.045836231;;;;
SAP;0.001279785;0.792740211;;;;
CPL;0.001495972;1.012086015;;;;
SAP;0.000707923;0.880179615;;;;
SAP;0.00104588;0.638593544;;;;
SAP;0.000817982;0.837746529;;;;
CPL;0.00069714;0.480041066;;;;
WMT;0.002544669;1.239143699;;;;
XER;0.002554027;0.480041067;;;;
XER;0.002553024;0.547576413;;;;
XER;0.001111491;0.859266207;;;;
WMT;0.000917542;0.976728052;;;;
WMT;0.001851051;0.98572667;;;;
WMT;0.001412382;1.153169995;;;;
XER;0.002543777;0.815584379;;;;
XER;0.001856497;1.283747162;;;;
WMT;0.002575886;1.259404755;;;;
XER;0.000929841;1.208186041;;;;
WMT;0.002575886;1.221325798;;;;
XER;0.002543777;1.283747162;;;;
WMT;0.00051842;0.920317871;;;;
WMT;0.002575886;1.078118574;;;;
WMT;0.001118234;0.859266207;;;;
WMT;0.002575886;1.373842658;;;;
WMT;0.001400553;0.744828304;;;;
WMT;0.002575886;1.208186041;;;;
WMT;0.001864293;1.246927538;;;;
XER;0.000950452;1.399039845;;;;
XER;0.000993815;1.221325798;;;;
WMT;0.001411529;1.283747162;;;;
WMT;0.002589846;1.295625445;;;;
WMT;0.001846307;1.384373003;;;;
SPL;0.001022113;1.307316662;;;;
WMT;0.002614763;1.283747162;;;;
SPL;0.002671412;1.295625445;;;;
NAP;0.001883792;1.194809519;;;;
NAP;0.001219219;1.062152864;;;;
NAP;0.000798177;1.254231376;;;;
NAP;0.001165223;1.138754457;;;;
NAP;0.000721354;1.246927538;;;;
NAP;0.002581889;1.124053444;;;;
CPL;0.000730137;0.79274021;;;;
CPL;0.000774524;0.828680282;;;;
CPL;0.000658486;1.204642469;;;;
CPL;0.000832583;0.994617518;;;;
CPL;0.000665603;0.859266207;;;;
CPL;0.000654593;0.920317871;;;;
SAP;0.000687897;1.078118574;;;;
SAP;0.00067403;1.194809519;;;;
SAP;0.000855356;1.138754457;;;;
CPL;0.001163969;0.997557628;;;;
CPL;0.001178317;1.181187542;;;;
CPL;0.001117526;1.295625445;;;;
SAP;0.000720721;1.078118573;;;;
SAP;0.002660589;1.221325798;;;;
CPL;0.001476421;1.153169995;;;;
SAP;0.000772731;1.259404755;;;;
SAP;0.000756615;1.404995909;;;;
SAP;0.000795385;1.181187542;;;;
SAP;0.000715469;1.307316662;;;;
SAP;0.000669051;1.307316662;;;;
SAP;0.000813674;1.444598733;;;;
SAP;0.002629141;1.259404755;;;;
SAP;0.000698657;1.124053444;;;;
SAP;0.001514487;1.318826611;;;;
SAP;0.000821625;1.363160791;;;;
TPL;0.000742724;0.976728052;;;;
TPL;0.000768267;1.093748138;;;;
TPL;0.000855105;0.666611091;;;;
TPL;0.001264107;1.138754457;;;;
TPL;0.000906736;1.109055421;;;;
TPL;0.001068824;0.666611091;;;;
TPL;0.001516914;1.194809519;;;;
TPL;0.001018737;0.744828304;;;;
TPL;0.000808723;0.920317871;;;;
TPL;0.000758163;0.939601471;;;;
TPL;0.001487849;1.029152902;;;;
TPL;0.000734974;1.221325798;;;;
TPL;0.001020733;0.90051998;;;;
WMT;0.001151642;0.994617518;;;;
XER;0.001114968;1.029152903;;;;
XER;0.001847755;1.153169995;;;;
WMT;0.001133681;0.920317871;;;;
WMT;0.000807053;0.880179615;;;;
WMT;0.000939848;1.124053444;;;;
XER;0.001425101;1.208186041;;;;
WMT;0.000821976;0.666611091;;;;
XER;0.001844495;1.153169995;;;;
WMT;0.000705033;0.994617518;;;;
XER;0.00141224;1.029152902;;;;
XER;0.002562041;1.029152902;;;;
WMT;0.00080105;1.045836231;;;;
XER;0.001433636;1.012086015;;;;
XER;0.001120198;0.837746529;;;;
XER;0.000955355;1.062152864;;;;
WMT;0.000689443;0.965783723;;;;
WMT;0.000950782;0.859266207;;;;
XER;0.00144293;1.062152864;;;;
XER;0.001414881;0.76917071;;;;
WMT;0.000746735;1.045836231;;;;
XER;0.000941709;1.124053444;;;;
WMT;0.001115047;0.837746529;;;;
WMT;0.001429902;0.92031787;;;;
XER;0.001427132;0.994617518;;;;
TPL;0.001091693;0.579171687;;;;
TPL;0.001881927;0.744828303;;;;
TPL;0.000737841;0.719660575;;;;
TPL;0.001411819;0.638593544;;;;
TPL;0.001309226;1.062152864;;;;
SAP;0.00130106;1.208186041;;;;
TPL;0.002068469;0.859266207;;;;
TPL;0.001661517;1.029152902;;;;
TPL;0.001861105;0.815584379;;;;
TPL;0.001391625;0.064595236;;;;
TPL;0.000721338;1.045836231;;;;
TPL;0.001632232;0.719660575;;;;
TPL;0.000728404;0.666611091;;;;
TPL;0.000812936;0.514576451;;;;
TPL;0.00076944;0.90051998;;;;
TPL;0.001714369;1.35232298;;;;
TPL;0.001248833;1.130214283;;;;
TPL;0.000983015;1.124053444;;;;
TPL;0.001530804;0.719660575;;;;
TPL;0.000791221;1.246927538;;;;
TPL;0.001156856;0.79274021;;;;
TPL;0.001781194;1.138754457;;;;
TPL;0.000732124;1.35232298;;;;
TPL;0.001591767;1.33016083;;;;
TPL;0.000940017;0.719660575;;;;
SPL;0.000719622;1.251943618;;;;
SPL;0.000700345;1.194809519;;;;
SPL;0.000724999;0.939601472;;;;
TPL;0.00066633;0.405741419;;;;
TPL;0.000876893;0.719660575;;;;
SPL;0.000758537;0.69360959;;;;
TPL;0.001043244;0.880179615;;;;
SPL;0.000731353;0.859266207;;;;
TPL;0.000714208;0.480041067;;;;
SPL;0.001014652;0.976728052;;;;
TPL;0.00084434;1.246927538;;;;
TPL;0.000812104;1.363160791;;;;
TPL;0.00075787;1.093748138;;;;
TPL;0.000766259;0.323170078;;;;
TPL;0.001598641;0.958396827;;;;
SPL;0.000722085;0.994617518;;;;
SPL;0.001507853;1.259404755;;;;
TPL;0.000784609;0.976728052;;;;
TPL;0.000707097;1.045836231;;;;
TPL;0.00143647;1.208186041;;;;
SPL;0.000724148;1.167310935;;;;
SPL;0.000845482;0.958396827;;;;
TPL;0.001300895;1.012086015;;;;
TPL;0.001043381;1.259404755;;;;
TPL;0.000726302;0.90051998;;;;
TPL;0.001652911;0.815584379;;;;
SPL;0.000800317;0.92031787;;;;
TPL;0.000737911;0.815584379;;;;
SPL;0.000723761;1.10905542;;;;
TPL;0.000822371;0.666611091;;;;
SPL;0.000737464;0.638593544;;;;
TPL;0.000939861;0.994617518;;;;
TPL;0.001376328;0.939601472;;;;
TPL;0.001050132;1.194809519;;;;
SPL;0.000800141;0.837746529;;;;
TPL;0.00090734;0.994617518;;;;
SPL;0.000973025;0.939601472;;;;
TPL;0.00075536;0.994617518;;;;
SPL;0.001174951;0.666611091;;;;
TPL;0.001307493;1.045836231;;;;
TPL;0.000831249;0.994617518;;;;
SPL;0.000731702;1.012086015;;;;
SPL;0.000898616;1.271675727;;;;
SAP;0.000745873;1.181187542;;;;
SAP;0.000776396;0.90051998;;;;
TPL;0.000746753;1.124053444;;;;
CPL;0.000876763;0.939601472;;;;
TPL;0.001145374;1.234237026;;;;
SAP;0.002007223;1.010357547;;;;
SAP;0.001669622;1.181187542;;;;
SAP;0.001918975;0.69360959;;;;
TPL;0.001223075;0.638593544;;;;
SAP;0.001339759;0.480041067;;;;
SAP;0.002072424;1.06858041;;;;
SAP;0.001576274;1.045836231;;;;
SAP;0.001961817;0.930022282;;;;
SAP;0.002072519;1.093748138;;;;
TPL;0.001060416;0.815584379;;;;
CPL;0.000908704;0.880179615;;;;
SAP;0.001596279;1.234237026;;;;
SAP;0.001148944;0.958396827;;;;
SAP;0.001501338;0.859266207;;;;
SAP;0.000980137;1.404995909;;;;
SAP;0.000753595;0.719660575;;;;
CPL;0.002647429;0.939601471;;;;
SAP;0.002660589;1.462067231;;;;
CPL;0.001460123;0.991073946;;;;
CPL;0.000774733;1.33016083;;;;
CPL;0.001124872;1.295625445;;;;
CPL;0.000837182;1.078118573;;;;
CPL;0.001061569;1.363160791;;;;
CPL;0.001060603;1.093748138;;;;
CPL;0.001339698;1.434894322;;;;
CPL;0.001273325;1.472973278;;;;
CPL;0.001197644;1.234237026;;;;
CPL;0.00100936;0.79274021;;;;
CPL;0.001010047;1.295625445;;;;
CPL;0.001187334;1.234237026;;;;
NAP;0.000827425;1.167310935;;;;
NAP;0.00087065;1.062152864;;;;
NAP;0.000861567;0.579171687;;;;
NAP;0.000753232;1.234237026;;;;
SAP;0.000713808;1.341324603;;;;
CPL;0.000675669;1.271675727;;;;
SAP;0.000706026;1.259404755;;;;
SAP;0.000674092;1.167310935;;;;
SAP;0.000722112;1.318826611;;;;
SAP;0.000693457;1.425061371;;;;
SAP;0.000817367;1.363160791;;;;
SAP;0.000706907;1.318826611;;;;
SAP;0.00101321;1.353413909;;;;
CPL;0.000663332;0.976728052;;;;
UMW;0.001187245;1.341324603;;;;
UMW;0.00078681;1.221325798;;;;
UMW;0.001147312;1.35232298;;;;
UMW;0.000751587;1.062152864;;;;
UMW;0.00103379;1.208186041;;;;
TPL;0.000733622;1.363160791;;;;
UMW;0.000931327;1.181187542;;;;
UMW;0.001874157;1.283747162;;;;
UMW;0.000749937;1.319777767;;;;
UMW;0.000708967;1.307316662;;;;
UMW;0.000707428;1.062152864;;;;
UMW;0.000753238;1.271675727;;;;
TPL;0.001003487;0.859266207;;;;
UMW;0.001210388;1.434894322;;;;
UMW;0.000933822;1.194809519;;;;
UMW;0.001025511;1.029152902;;;;
UMW;0.00186093;0.859266207;;;;
UMW;0.000937691;1.194809519;;;;
UMW;0.002608511;0.90051998;;;;
UMW;0.001461145;0.92031787;;;;
UMW;0.000993604;1.221325798;;;;
TPL;0.001426934;1.012086015;;;;
TPL;0.0019282;1.221325798;;;;
UMW;0.000756098;1.283747162;;;;
UMW;0.001141608;1.221325798;;;;
UMW;0.000722135;1.078118574;;;;
UMW;0.001941349;1.012086015;;;;
UMW;0.000744615;1.181187542;;;;
UMW;0.000913376;1.246927538;;;;
TPL;0.00086675;1.10297033;;;;
UMW;0.001505384;1.181187542;;;;
TPL;0.000817858;0.822302768;;;;
UMW;0.001556141;1.259404755;;;;
TPL;0.000749876;1.093748138;;;;
UMW;0.000750203;1.010357547;;;;
UMW;0.000721911;0.815584379;;;;
UMW;0.000677157;0.83555985;;;;
UMW;0.001107073;0.719660575;;;;
UMW;0.000789081;1.130214283;;;;
UMW;0.000768081;1.107538818;;;;
UMW;0.000693203;1.005147863;;;;
TPL;0.000983749;0.579171687;;;;
TPL;0.000845226;1.246927538;;;;
UMW;0.00108289;1.047484127;;;;
UMW;0.000795177;1.35232298;;;;
UMW;0.000765514;0.666611091;;;;
UMW;0.001165228;1.181187542;;;;
UMW;0.000677865;0.850733045;;;;
TPL;0.000688135;0.443820376;;;;
UMW;0.001683121;1.307316661;;;;
UMW;0.000703946;0.90051998;;;;
UMW;0.000686594;0.682927724;;;;
TPL;0.001398664;1.234237026;;;;
TPL;0.000925445;0.976728052;;;;
UMW;0.000905565;1.190749106;;;;
UMW;0.001437273;1.172892742;;;;
UMW;0.00189823;1.174744057;;;;
UMW;0.002570447;1.307316662;;;;
TPL;0.001526089;1.194809519;;;;
TPL;0.000927891;0.547576413;;;;
TPL;0.000753411;0.837746529;;;;
TPL;0.000832946;0.582258498;;;;
SAP;0.001420241;0.933868803;;;;
SAP;0.001304682;0.920317871;;;;
SAP;0.001344178;0.978737193;;;;
TPL;0.001409986;0.837746529;;;;
SAP;0.000782013;0.737367166;;;;
TPL;0.000747478;1.153169995;;;;
TPL;0.001040121;1.012086015;;;;
SAP;0.000718557;1.124053444;;;;
SAP;0.000769069;0.994617518;;;;
TPL;0.001060465;0.744828303;;;;
TPL;0.001088465;0.677528595;;;;
TPL;0.001237764;0.69360959;;;;
TPL;0.001436287;1.076537366;;;;
SAP;0.001350324;0.982140301;;;;
TPL;0.000732595;0.740968927;;;;
TPL;0.001447919;0.90051998;;;;
TPL;0.00078029;0.79274021;;;;
TPL;0.00073289;1.060537244;;;;
TPL;0.000750513;0.744828303;;;;
TPL;0.000937612;0.609476993;;;;
TPL;0.000784799;0.815584379;;;;
NPL;0.001199298;1.124053444;;;;
WMT;0.000558584;1.295625445;;;;
NPL;0.000969716;0.939601472;;;;
WMT;0.000927463;0.666611091;;;;
NPL;0.000974287;0.939601472;;;;
NPL;0.001515305;1.246927538;;;;
NPL;0.001927136;1.246927538;;;;
NPL;0.001151817;0.514576451;;;;
NPL;0.000844036;0.694787032;;;;
WMT;0.001182737;0.880179615;;;;
WMT;0.001859106;0.859266207;;;;
WMT;0.001135638;0.719660575;;;;
NPL;0.000706853;0.837746529;;;;
NPL;0.000843309;1.078118574;;;;
NPL;0.000760187;0.815584379;;;;
WMT;0.000743211;0.744828304;;;;
NPL;0.001199298;1.153169995;;;;
NPL;0.001195121;0.859266207;;;;
NPL;0.00187413;1.167310935;;;;
WMT;0.002545385;1.341324603;;;;
NPL;0.002589846;1.307316661;;;;
NPL;0.000765696;1.109055421;;;;
NPL;0.002589846;1.33016083;;;;
NPL;0.002589846;1.078118573;;;;
WMT;0.002589846;1.271675727;;;;
NPL;0.001430421;1.48219547;;;;
CPL;0.000781203;1.33016083;;;;
CPL;0.001455329;1.271675726;;;;
SAP;0.000684521;1.078118574;;;;
SAP;0.000672071;1.307316662;;;;
SAP;0.000725854;1.342431802;;;;
SAP;0.000780616;1.246927538;;;;
CPL;0.000898399;1.318826611;;;;
CPL;0.000843438;1.271675727;;;;
CPL;0.000856916;1.138754457;;;;
CPL;0.000704141;1.029152902;;;;
CPL;0.000698856;1.363160791;;;;
SAP;0.001176986;1.179811496;;;;
SAP;0.002660589;1.33016083;;;;
CPL;0.000778776;1.394756066;;;;
SAP;0.002698898;1.318826611;;;;
CPL;0.000682878;0.939601472;;;;
SAP;0.00078167;0.908502604;;;;
SAP;0.000797961;1.234237026;;;;
SAP;0.000664835;1.246927538;;;;
CPL;0.000689942;1.27773598;;;;
SAP;0.000851257;1.208186041;;;;
CPL;0.000739143;1.153169995;;;;
SAP;0.000725873;1.283747162;;;;
SAP;0.000681407;1.153169995;;;;
SAP;0.00086524;1.33016083;;;;
SAP;0.000652347;1.124053443;;;;
SAP;0.001186737;1.167310935;;;;
CPL;0.000643579;1.167310935;;;;
SAP;0.00073586;1.062152864;;;;
SAP;0.000742142;1.029152902;;;;
NPL;0.002570439;1.138754457;;;;
NPL;0.000778827;0.880179614;;;;
NPL;0.002671412;1.109055421;;;;
NPL;0.001434672;0.994617518;;;;
NPL;0.000979285;1.147796918;;;;
NPL;0.002570439;1.078118574;;;;
NPL;0.002570439;0.939601472;;;;
NPL;0.000870068;0.994617518;;;;
NPL;0.001944443;0.920317871;;;;
NPL;0.002570439;0.744828304;;;;
NPL;0.001944443;0.994617518;;;;
NPL;0.001931604;1.045836231;;;;
NPL;0.002570439;0.939601471;;;;
NPL;0.002671412;1.098373554;;;;
NPL;0.001866404;0.744828303;;;;
NPL;0.001944443;1.270457717;;;;
NPL;0.000835788;0.958396827;;;;
TPL;0.000730424;0.76917071;;;;
SPL;0.001148815;1.029152902;;;;
SPL;0.00152171;0.880179614;;;;
SPL;0.00115172;0.90051998;;;;
TPL;0.001202157;0.815584379;;;;
TPL;0.001194995;1.012086015;;;;
SPL;0.00101315;1.093748138;;;;
TPL;0.000735745;0.514576452;;;;
NPL;0.002614763;1.434894322;;;;
SPL;0.000805606;0.837746529;;;;
TPL;0.001201679;0.79274021;;;;
TPL;0.000976017;0.976728052;;;;
NPL;0.000889556;0.859266207;;;;
SPL;0.000788499;1.167310935;;;;
SPL;0.001724809;0.064595236;;;;
NPL;0.002660589;1.078118573;;;;
TPL;0.001485998;0.638593544;;;;
NAP;0.000732604;0.859266207;;;;
NAP;0.000730502;0.792740211;;;;
NAP;0.000770507;1.062152864;;;;
NAP;0.000688284;0.859266207;;;;
NAP;0.001883792;0.837746529;;;;
NAP;0.000710353;1.045836231;;;;
NAP;0.000691052;1.153169995;;;;
NAP;0.002559915;1.044460185;;;;
NAP;0.000859379;0.92031787;;;;
NAP;0.002579398;0.842582878;;;;
CPL;0.000853032;0.792740211;;;;
CPL;0.000686559;0.69360959;;;;
SAP;0.000767671;1.194809519;;;;
SAP;0.000860667;1.283747162;;;;
SAP;0.000682595;1.33016083;;;;
SAP;0.000854881;0.579171687;;;;
SAP;0.000775875;1.25568356;;;;
SAP;0.001938716;1.295625445;;;;
SAP;0.00116072;1.246927538;;;;
NAP;0.000987371;1.295625445;;;;
NAP;0.000876195;1.271675727;;;;
SAP;0.000721584;1.153169995;;;;
NAP;0.000880473;1.373842658;;;;
CPL;0.0007407;0.958396827;;;;
XER;0.001901893;1.234237026;;;;
XER;0.00185403;1.029152903;;;;
XER;0.00256641;0.709349619;;;;
XER;0.002554648;0.76917071;;;;
XER;0.002543777;1.093748138;;;;
XER;0.002614763;1.062152864;;;;
XER;0.002575886;1.062152864;;;;
SAP;0.000709823;1.181187542;;;;
NAP;0.000729039;0.90051998;;;;
NAP;0.00118159;1.271675726;;;;
NAP;0.000722422;0.760568333;;;;
NAP;0.000990367;0.976728052;;;;
NAP;0.000810918;1.153169995;;;;
NAP;0.001109873;0.815584379;;;;
NAP;0.000724596;1.078118574;;;;
NAP;0.001184824;1.013523338;;;;
NAP;0.000774734;1.042529425;;;;
NAP;0.000796015;1.208186041;;;;
NAP;0.000708542;0.976728052;;;;
NAP;0.000929024;0.480041067;;;;
NAP;0.000825739;0.443820376;;;;
NAP;0.000856702;0.79274021;;;;
NAP;0.002147893;1.153169995;;;;
NAP;0.001785155;0.869796552;;;;
NAP;0.001074513;0.744828304;;;;
NAP;0.000760968;1.029152902;;;;
NAP;0.00071081;0.744828304;;;;
NAP;0.000774922;1.062152864;;;;
NAP;0.000689807;0.859266207;;;;
NAP;0.000702524;0.920317871;;;;
NAP;0.000701858;1.307316661;;;;
NAP;0.000947622;0.837746529;;;;
NAP;0.000818276;0.514576452;;;;
NAP;0.000788122;1.012086015;;;;
NAP;0.000820218;0.443820376;;;;
NAP;0.000814607;0.666611091;;;;
NAP;0.000720561;1.029152902;;;;
NAP;0.00090425;0.792740211;;;;
NAP;0.000727354;1.062152864;;;;
NAP;0.000690591;1.151740972;;;;
NAP;0.000712041;0.994617517;;;;
NAP;0.000710309;0.880179614;;;;
NAP;0.000817367;1.208186041;;;;
NAP;0.00091249;1.194809519;;;;
NAP;0.000863425;1.208186041;;;;
NAP;0.00099089;0.794670971;;;;
NAP;0.000880703;1.078118574;;;;
SAP;0.00075014;0.69360959;;;;
NAP;0.001018498;1.259404755;;;;
NAP;0.000992534;1.271675727;;;;
NAP;0.000913004;0.638593544;;;;
NAP;0.000792112;0.920317871;;;;
NAP;0.000723089;1.078118574;;;;
NAP;0.002579398;1.219151926;;;;
NAP;0.000777246;0.994617517;;;;
NAP;0.000806012;0.719660575;;;;
NAP;0.00071061;0.514576451;;;;
NAP;0.001938716;1.092642588;;;;
NAP;0.001189367;1.194809519;;;;
NAP;0.001523069;1.109055421;;;;
NAP;0.001538192;0.666611091;;;;
NAP;0.000986781;1.221325798;;;;
NAP;0.001049543;1.045836231;;;;
NAP;0.000754196;1.074159221;;;;
NAP;0.000737883;0.976728052;;;;
SAP;0.000771342;1.047484127;;;;
NAP;0.00134991;0.994617518;;;;
NAP;0.001102626;1.181187542;;;;
SAP;0.001107655;0.880179615;;;;
NAP;0.000832951;1.153169995;;;;
NAP;0.001496284;0.40574142;;;;
SAP;0.001961656;0.976728052;;;;
SAP;0.001326737;0.958396827;;;;
TPL;0.00120149;0.991073946;;;;
SAP;0.001772207;1.093748138;;;;
TPL;0.001075307;0.939601472;;;;
NAP;0.001272705;0.90051998;;;;
SAP;0.001736516;1.093748138;;;;
TPL;0.001483583;1.012086015;;;;
TPL;0.001247903;1.012086015;;;;
TPL;0.001218297;1.153169995;;;;
SAP;0.001391079;0.95093569;;;;
TPL;0.001612847;1.208186041;;;;
TPL;0.000714977;1.062152864;;;;
SAP;0.001399455;0.79274021;;;;
NAP;0.00110878;1.122567203;;;;
TPL;0.000873403;1.093748138;;;;
SAP;0.001526894;0.76917071;;;;
NAP;0.000769673;1.208186041;;;;
SAP;0.000789137;0.958396827;;;;
SAP;0.000734404;0.976728052;;;;
NAP;0.001061156;0.837746529;;;;
NAP;0.001194315;1.029152903;;;;
SAP;0.000734114;1.012086015;;;;
NAP;0.000792983;1.124053444;;;;
TPL;0.001735593;1.221325798;;;;
NAP;0.001187006;0.920317871;;;;
NAP;0.002561203;0.609476993;;;;
TPL;0.000721898;0.769170711;;;;
TPL;0.000919747;1.045836231;;;;
TPL;0.000807624;0.939601471;;;;
TPL;0.000865575;1.454177923;;;;
NAP;0.000987297;0.744828303;;;;
CPL;0.001647696;1.062152864;;;;
SAP;0.001917869;1.153169995;;;;
SAP;0.000873794;0.579171687;;;;
SPL;0.000867416;0.514576451;;;;
SPL;0.000773171;0.92031787;;;;
SPL;0.000735878;0.90051998;;;;
SPL;0.001421601;0.76917071;;;;
SAP;0.001497733;0.859266207;;;;
SPL;0.000819173;0.638593544;;;;
SPL;0.000807923;0.514576451;;;;
SPL;0.000943342;0.480041066;;;;
CPL;0.00160989;0.737367166;;;;
SPL;0.000700047;0.76917071;;;;
SPL;0.000764871;1.093748138;;;;
CPL;0.001058659;0.744828304;;;;
SPL;0.001021075;0.744828304;;;;
CPL;0.001513003;0.69360959;;;;
SPL;0.001519691;0.579171687;;;;
SAP;0.00113749;0.880179615;;;;
CPL;0.001160211;0.547576413;;;;
SAP;0.001968179;1.012086015;;;;
SPL;0.000941479;0.547576413;;;;
SPL;0.001836117;0.837746529;;;;
SPL;0.001886282;0.769170711;;;;
SPL;0.000763404;0.638593544;;;;
TPL;0.000830038;1.012086015;;;;
SPL;0.000786867;0.769170711;;;;
SPL;0.000836463;0.920317871;;;;
SPL;0.000891715;0.638593544;;;;
SPL;0.000894823;0.880179615;;;;
SAP;0.000799651;0.994617517;;;;
SPL;0.000895793;1.208186041;;;;
SAP;0.001976527;1.062152864;;;;
WMT;0.000846367;0.815584379;;;;
WMT;0.000746236;0.837746529;;;;
WMT;0.001860683;1.373842658;;;;
WMT;0.000740908;0.609476993;;;;
WMT;0.001128044;1.045836231;;;;
WMT;0.000805796;0.90051998;;;;
WMT;0.001122885;0.792740211;;;;
WMT;0.001871179;1.062152864;;;;
WMT;0.000862526;1.104496285;;;;
WMT;0.000919992;0.859266207;;;;
XER;0.00081671;0.92031787;;;;
WMT;0.001406838;0.958396827;;;;
WMT;0.000606419;1.109055421;;;;
WMT;0.000937764;1.10905542;;;;
WMT;0.001675448;1.012086015;;;;
WMT;0.000673361;0.958396827;;;;
WMT;0.000677839;0.719660575;;;;
WMT;0.001403413;1.153169995;;;;
XER;0.002549441;0.795056521;;;;
WMT;0.001114433;0.92031787;;;;
WMT;0.002558584;1.153169995;;;;
WMT;0.000558584;1.283747162;;;;
WMT;0.001845468;0.958396827;;;;
WMT;0.002575886;0.994617518;;;;
WMT;0.001871179;1.093748138;;;;
WMT;0.001410004;1.318826611;;;;
NAP;0.001197621;0.744828304;;;;
NAP;0.000809507;0.609476993;;;;
NAP;0.000755231;0.976728052;;;;
NAP;0.00085938;0.976728052;;;;
NAP;0.001192616;1.212152445;;;;
NAP;0.001112602;0.609476993;;;;
NAP;0.000822701;0.994617518;;;;
NAP;0.000938112;0.859266207;;;;
NAP;0.001266394;0.859266207;;;;
SAP;0.00074189;0.939601472;;;;
NAP;0.001689895;1.10905542;;;;
NAP;0.001866012;1.062152864;;;;
SAP;0.001110366;0.744828303;;;;
SAP;0.001046904;0.837746529;;;;
SAP;0.000816054;0.719660575;;;;
NAP;0.002128851;1.052405981;;;;
SAP;0.000984573;0.939389938;;;;
NAP;0.000930884;0.666611091;;;;
NAP;0.001315625;0.69360959;;;;
NAP;0.001494093;0.976728052;;;;
NAP;0.001112928;0.728144974;;;;
SAP;0.001168199;1.078118574;;;;
NAP;0.001835155;0.79274021;;;;
NAP;0.00117497;0.744828304;;;;
NAP;0.002579398;0.719660575;;;;
NAP;0.00101924;0.792740211;;;;
SAP;0.000917023;0.939601472;;;;
NAP;0.002579398;0.666611092;;;;
NAP;0.000755087;1.167310935;;;;
NAP;0.00256994;1.307316662;;;;
NAP;0.000853913;1.271675727;;;;
NAP;0.001452047;1.394756066;;;;
NAP;0.000961205;1.167310935;;;;
NAP;0.001461804;1.309247422;;;;
TPL;0.001467112;0.719660575;;;;
TPL;0.000739952;0.719660575;;;;
TPL;0.00146389;0.744828303;;;;
NPL;0.00122685;0.579171687;;;;
NPL;0.001004292;0.719660575;;;;
NPL;0.001197614;1.181187542;;;;
NPL;0.002612038;0.880179614;;;;
WMT;0.001001391;0.480041067;;;;
NPL;0.001218434;0.876734704;;;;
TPL;0.000838351;0.365603164;;;;
NPL;0.001922214;0.744828304;;;;
NPL;0.001553387;1.093748138;;;;
NPL;0.002570439;0.666611091;;;;
TPL;0.0007652;0.815584379;;;;
TPL;0.002570439;0.719660575;;;;
WMT;0.002614763;1.167310935;;;;
TPL;0.000847439;1.012086015;;;;
SPL;0.000805603;1.318826611;;;;
CPL;0.000698274;1.012086015;;;;
CPL;0.00085337;0.880179615;;;;
SPL;0.000737495;1.221325798;;;;
CPL;0.000724862;1.029152902;;;;
SPL;0.000723432;0.405741419;;;;
SPL;0.000709951;1.045836231;;;;
CPL;0.000867054;1.045836231;;;;
SPL;0.000720257;1.153169995;;;;
CPL;0.000745802;1.078118574;;;;
SPL;0.000781135;1.179811496;;;;
SPL;0.00088086;0.792740211;;;;
SPL;0.000750622;1.167310935;;;;
CPL;0.000681961;1.110219933;;;;
SPL;0.000724802;0.609476993;;;;
SPL;0.001214184;0.880179615;;;;
SPL;0.000877988;1.124053444;;;;
SPL;0.00095912;0.666611091;;;;
CPL;0.000866992;0.976728052;;;;
SPL;0.00075878;1.109055421;;;;
CPL;0.000718292;1.167310935;;;;
CPL;0.000840628;1.012086015;;;;
SPL;0.000743783;0.90051998;;;;
CPL;0.000803773;1.208186041;;;;
SPL;0.001044394;0.737367166;;;;
CPL;0.0007043;0.704575475;;;;
SPL;0.000769537;1.208186041;;;;
SPL;0.000737511;1.404995909;;;;
CPL;0.00193833;1.208186041;;;;
SPL;0.002002754;0.958396827;;;;
SPL;0.000746037;0.939601472;;;;
SPL;0.000761258;1.208186041;;;;
SPL;0.000728784;0.514576451;;;;
