Ecoregions;Insect_RichnessDiff;SumNat_PFC;Habitat_Heterogeneity;Pred_RichnessDiff_Insect;lower_RichnessDiff_Insect;upperr_RichnessDiff_Insect
XER;0.001751183;1.040418172;;;;
SPL;0.00038467;1.088081867;;;;
CPL;0.000370645;0.953431757;;;;
CPL;0.00097894;0.915550072;;;;
SPL;0.000865618;1.173699365;;;;
SPL;0.000396775;0.663157646;;;;
SPL;0.001065619;0.854814692;;;;
SPL;0.000670588;1.437114845;;;;
NAP;0.000601203;0.915550072;;;;
SAP;0.001218688;1.311994299;;;;
TPL;0.001030816;1.147195883;;;;
SPL;0.00041785;1.006842803;;;;
WMT;0.000763988;1.040418172;;;;
WMT;0.000498257;0.895854746;;;;
TPL;0.000644923;0.511910637;;;;
WMT;0.000561575;1.006842803;;;;
WMT;0.000464067;0.915550072;;;;
SPL;0.000708741;0.635285246;;;;
CPL;0.000482435;1.214998598;;;;
CPL;0.000470529;1.227842938;;;;
NAP;0.000663349;0.971668015;;;;
SAP;0.001013004;1.088081867;;;;
NPL;0.004580964;1.088081867;;;;
NPL;0.000516491;0.690016276;;;;
NAP;0.000690406;0.989464802;;;;
NAP;0.000384084;1.227842938;;;;
XER;0.000763179;1.056650275;;;;
SAP;0.001307453;0.989464802;;;;
WMT;0.000879296;0.915550072;;;;
WMT;0.000437131;0.715932302;;;;
WMT;0.000783433;0.765185945;;;;
WMT;0.000538937;0.934733772;;;;
SPL;0.000499686;0.765185945;;;;
SPL;0.000697652;0.971668015;;;;
UMW;0.000628163;0.804614541;;;;
UMW;0.000404996;1.132855026;;;;
NPL;0.000964412;0.765185945;;;;
WMT;0.000648685;0.740969646;;;;
TPL;0.001303971;0.769935356;;;;
TPL;0.000708363;1.147195883;;;;
SAP;0.000403052;0.690016276;;;;
SAP;0.00231926;0.971668015;;;;
TPL;0.000384235;0.511910636;;;;
SAP;0.000890541;1.103309848;;;;
SPL;0.00089074;0.915550072;;;;
UMW;0.000560565;0.895854746;;;;
UMW;0.000750818;1.056650275;;;;
UMW;0.000627733;0.895854746;;;;
WMT;0.003094344;1.224652735;;;;
CPL;0.000718538;1.088081867;;;;
UMW;0.000927187;1.073580092;;;;
NAP;0.002056768;1.131405504;;;;
NAP;0.000877141;0.854814692;;;;
TPL;0.000465849;0.989464802;;;;
WMT;0.000406325;0.788633341;;;;
XER;0.00048565;0.915550072;;;;
XER;0.000788635;1.132855026;;;;
CPL;0.002464258;1.356098801;;;;
CPL;0.001096056;0.715932302;;;;
CPL;0.000908025;0.915550072;;;;
UMW;0.000574463;0.964427458;;;;
NAP;0.001207542;0.544739638;;;;
NPL;0.000502195;0.875619756;;;;
CPL;0.000749881;1.214998598;;;;
NAP;0.000641749;0.511910637;;;;
WMT;0.000726413;0.17810564;;;;
UMW;0.000592608;0.576171231;;;;
UMW;0.000483828;1.023821273;;;;
CPL;0.000414754;1.288913328;;;;
WMT;0.001371513;0.715932302;;;;
NPL;0.000808856;1.072533273;;;;
WMT;0.000481435;0.811359163;;;;
WMT;0.000549746;1.056650275;;;;
TPL;0.000608511;0.695272746;;;;
XER;0.000343809;0.971668015;;;;
CPL;0.000574889;1.456052573;;;;
CPL;0.000499244;1.356098801;;;;
WMT;0.00054533;0.715932302;;;;
XER;0.000430779;1.103309848;;;;
WMT;0.000359395;0.724372747;;;;
CPL;0.000410034;0.953431757;;;;
TPL;0.00057483;1.201926913;;;;
CPL;0.000565836;0.833406499;;;;
SAP;0.00159818;1.214998598;;;;
XER;0.000706538;0.811359163;;;;
SPL;0.000386885;1.040418172;;;;
NPL;0.000670909;0.953431757;;;;
XER;0.000351602;0.606319536;;;;
NAP;0.000554994;1.300543977;;;;
SPL;0.001147951;0.811359163;;;;
XER;0.000364441;0.606319536;;;;
NAP;0.001058152;1.103309848;;;;
NAP;0.001504152;1.397717188;;;;
NAP;0.000468865;0.953431757;;;;
XER;0.000655814;0.875619756;;;;
XER;0.00080068;1.252880283;;;;
UMW;0.000778404;1.118230173;;;;
UMW;0.000499604;1.040418172;;;;
NAP;0.000577375;1.234182298;;;;
NAP;0.000399137;0.606319536;;;;
WMT;0.000480356;0.788633341;;;;
NPL;0.001703439;0.915550072;;;;
TPL;0.000591242;0.676709052;;;;
WMT;0.000803684;0.663157646;;;;
SPL;0.000792121;1.103309848;;;;
WMT;0.000357378;0.477554166;;;;
WMT;0.000388766;0.765185945;;;;
UMW;0.000413428;0.811359163;;;;
SAP;0.001141098;1.088081867;;;;
UMW;0.005044717;0.881748679;;;;
NPL;0.001020329;0.606319536;;;;
TPL;0.003441446;0.17810564;;;;
CPL;0.000515497;0.982397467;;;;
SAP;0.000508886;0.833406499;;;;
SAP;0.000786484;1.072533273;;;;
WMT;0.000569035;1.103309848;;;;
UMW;0.000708533;0.788633341;;;;
UMW;0.001031835;0.841507468;;;;
UMW;0.000423904;1.072533273;;;;
UMW;0.000778538;1.059854319;;;;
UMW;0.000530913;1.214998598;;;;
CPL;0.000567636;1.201926913;;;;
SAP;0.000744683;1.382383815;;;;
SAP;0.00119998;1.132855026;;;;
SAP;0.002460047;1.201926913;;;;
SPL;0.000805594;1.103309848;;;;
SPL;0.001904407;1.201926913;;;;
SAP;0.000821128;0.895854746;;;;
SAP;0.000458503;0.895854746;;;;
CPL;0.000745967;1.013681101;;;;
SAP;0.003113254;1.072533273;;;;
WMT;0.000658996;0.8334065;;;;
NAP;0.001148995;1.088081867;;;;
NAP;0.001131981;1.056650275;;;;
NAP;0.000709204;1.046953887;;;;
SAP;0.000671757;1.006842803;;;;
SAP;0.001314662;1.161263564;;;;
NPL;0.002480108;1.056650275;;;;
SAP;0.002363407;1.311994299;;;;
XER;0.000370847;1.311994299;;;;
NAP;0.003256348;0.740969647;;;;
NAP;0.003161443;1.227842938;;;;
XER;0.000699416;0.811359163;;;;
XER;0.000477309;0.606319536;;;;
CPL;0.001540356;0.895854746;;;;
SPL;0.001044184;0.321495863;;;;
NPL;0.000903779;0.606319536;;;;
SPL;0.000376326;0.925204209;;;;
CPL;0.001335724;1.292421795;;;;
CPL;0.001349198;0.833406499;;;;
NAP;0.000643505;1.132855025;;;;
NAP;0.001331333;0.477554166;;;;
XER;0.000460247;0.8334065;;;;
NAP;0.00070522;1.201926913;;;;
NPL;0.000659362;0.971668015;;;;
NPL;0.001475551;0.635285246;;;;
CPL;0.001408588;0.690016276;;;;
WMT;0.000718366;0.899836055;;;;
WMT;0.000547288;0.989464802;;;;
WMT;0.000635131;0.953431757;;;;
WMT;0.000485277;0.811359163;;;;
WMT;0.000921804;1.277096581;;;;
WMT;0.000881406;0.477554166;;;;
WMT;0.000735185;0.854814692;;;;
TPL;0.000547387;1.040418172;;;;
WMT;0.000510362;0.934733772;;;;
NAP;0.000571473;0.885806552;;;;
TPL;0.002593575;0.635285246;;;;
TPL;0.001521639;0.606319536;;;;
XER;0.000369408;1.023821273;;;;
UMW;0.001127761;1.175068282;;;;
CPL;0.001133337;1.072533273;;;;
CPL;0.000777251;0.44152112;;;;
WMT;0.000455605;1.132855025;;;;
SAP;0.001063276;1.265087683;;;;
CPL;0.000392017;1.288913328;;;;
XER;0.003122882;0.544739639;;;;
XER;0.00491804;1.175068282;;;;
SAP;0.000707741;1.277096581;;;;
SAP;0.000344562;1.088081867;;;;
SAP;0.000657512;1.056650275;;;;
CPL;0.000573379;1.175068282;;;;
NPL;0.000563511;0.511910636;;;;
NAP;0.001222239;0.971668015;;;;
SPL;0.000569614;1.147195883;;;;
XER;0.000350511;0.895854746;;;;
UMW;0.000625339;1.252880283;;;;
SPL;0.000464097;1.119705759;;;;
SPL;0.001926607;0.690016276;;;;
WMT;0.001937826;1.118230173;;;;
NPL;0.000688387;0.837738072;;;;
XER;0.000816934;1.072533273;;;;
SPL;0.000610375;0.949158663;;;;
NPL;0.00059975;0.690016276;;;;
TPL;0.000466735;1.240467706;;;;
WMT;0.000950805;0.854814692;;;;
WMT;0.001066201;0.88984225;;;;
UMW;0.000819803;1.175068283;;;;
UMW;0.00036045;0.875619756;;;;
XER;0.00050185;0.44152112;;;;
NPL;0.003290159;0.477554166;;;;
SPL;0.000557205;1.175068282;;;;
XER;0.003085963;0.740969646;;;;
NPL;0.000763613;0.833406499;;;;
NPL;0.000871829;0.663157646;;;;
TPL;0.000752878;1.070960257;;;;
SPL;0.001403297;0.788633341;;;;
XER;0.000498082;0.765185945;;;;
CPL;0.001268535;0.909696428;;;;
CPL;0.000769672;0.875619756;;;;
WMT;0.000505219;0.705674762;;;;
WMT;0.000642431;1.147195883;;;;
NPL;0.000654337;0.915550072;;;;
UMW;0.00073295;1.227842938;;;;
SPL;0.000582776;0.715932301;;;;
SPL;0.000850178;0.690016276;;;;
NPL;0.001669918;0.17810564;;;;
NPL;0.000592636;0.44152112;;;;
NPL;0.001888791;0.606319536;;;;
NAP;0.0011624;0.57617123;;;;
NAP;0.001595008;0.511910636;;;;
SAP;0.00103185;0.544739638;;;;
SAP;0.00091821;1.277096581;;;;
XER;0.000613146;0.989464802;;;;
NPL;0.000633096;0.740969646;;;;
TPL;0.000410521;0.544739638;;;;
TPL;0.001170805;0.576171231;;;;
CPL;0.002483632;1.214998598;;;;
WMT;0.000543483;1.277096581;;;;
CPL;0.000791438;0.953431757;;;;
CPL;0.000942237;1.072533273;;;;
NPL;0.001007739;0.544739638;;;;
UMW;0.000709669;0.875619756;;;;
UMW;0.000676909;1.188619689;;;;
CPL;0.001066308;0.690016276;;;;
WMT;0.002816132;1.214998598;;;;
NAP;0.000642849;1.103309848;;;;
NAP;0.000842485;1.205872769;;;;
SPL;0.000518391;0.44152112;;;;
NAP;0.001250441;1.040418172;;;;
CPL;0.000700552;0.811359162;;;;
CPL;0.001642221;0.511910636;;;;
XER;0.00199386;0.911001253;;;;
CPL;0.00062102;1.023821273;;;;
CPL;0.000969572;1.040418172;;;;
TPL;0.002428535;0.705674762;;;;
TPL;0.000961652;0.953431757;;;;
XER;0.000488235;0.971668015;;;;
XER;0.000664946;1.132855026;;;;
CPL;0.00083042;1.072533273;;;;
CPL;0.000547061;1.118230172;;;;
XER;0.000616313;0.788633341;;;;
XER;0.000539686;1.214998598;;;;
TPL;0.001310412;0.57617123;;;;
UMW;0.000480188;0.915550072;;;;
SAP;0.001298762;1.110807689;;;;
NAP;0.000572462;0.833406499;;;;
TPL;0.000808592;0.811359163;;;;
TPL;0.000853029;1.056650275;;;;
NAP;0.000433544;0.403639436;;;;
NAP;0.000577094;0.934733772;;;;
NAP;0.001480394;0.17810564;;;;
NAP;0.001273141;0.788633341;;;;
SPL;0.001556333;0.953431757;;;;
SPL;0.001573025;0.715932302;;;;
NPL;0.000620306;0.854814692;;;;
NPL;0.00050514;0.544739638;;;;
SAP;0.000529774;1.37720112;;;;
NAP;0.000667466;1.023821273;;;;
NAP;0.001255771;0.895854746;;;;
CPL;0.00050414;0.915550072;;;;
TPL;0.000574481;0.690016276;;;;
XER;0.000519643;1.023821273;;;;
CPL;0.002136323;1.118230173;;;;
CPL;0.001624858;1.188619689;;;;
CPL;0.000952046;1.132855026;;;;
NAP;0.000404097;0.606319536;;;;
UMW;0.000648603;1.201926913;;;;
UMW;0.00045028;0.915550072;;;;
SPL;0.000428869;1.214998598;;;;
NAP;0.00117358;0.57617123;;;;
WMT;0.000895855;0.971668015;;;;
SAP;0.000882479;0.971668015;;;;
SAP;0.000657031;0.788633341;;;;
CPL;0.000829354;1.265087683;;;;
CPL;0.000917393;1.277096581;;;;
CPL;0.000638754;1.188619689;;;;
NAP;0.001653499;0.953431757;;;;
NAP;0.000724042;0.854814692;;;;
NAP;0.000497219;0.934733772;;;;
SAP;0.001463485;1.011977453;;;;
SAP;0.001731102;1.252880283;;;;
WMT;0.00058828;0.919426884;;;;
TPL;0.000439846;0.95527578;;;;
NAP;0.001075002;0.833406499;;;;
WMT;0.000521571;0.895854746;;;;
TPL;0.001694131;1.040418172;;;;
NPL;0.000396675;0.12337461;;;;
SAP;0.001413401;1.227842938;;;;
XER;0.000577522;0.875619756;;;;
CPL;0.000588228;0.971668015;;;;
SAP;0.000840221;1.227842938;;;;
WMT;0.000619781;0.925204209;;;;
WMT;0.000403998;0.854814692;;;;
CPL;0.00185896;0.953431757;;;;
CPL;0.000513958;0.895854746;;;;
WMT;0.000500248;0.989464802;;;;
WMT;0.00047165;0.854814692;;;;
CPL;0.000388784;0.788633341;;;;
CPL;0.001297207;1.040418172;;;;
NPL;0.000868307;0.765185945;;;;
NPL;0.00105574;0.606319536;;;;
SPL;0.000441294;0.833406499;;;;
UMW;0.000597619;1.040418172;;;;
UMW;0.000426051;1.240467706;;;;
TPL;0.000728256;0.971668015;;;;
XER;0.000474251;1.214998598;;;;
NPL;0.002242356;0.57617123;;;;
NPL;0.000511699;0.511910636;;;;
SAP;0.001578005;0.854814692;;;;
XER;0.000513273;1.23165308;;;;
XER;0.000569716;0.953431757;;;;
NPL;0.000408971;0.635285246;;;;
NPL;0.000364661;0.740969646;;;;
NPL;0.000453211;0.44152112;;;;
NAP;0.003006971;0.940393041;;;;
NAP;0.001111785;0.690016276;;;;
SPL;0.000775303;0.477554166;;;;
NAP;0.000503904;0.788633341;;;;
NAP;0.000885698;0.833406499;;;;
NPL;0.000477509;0.740969647;;;;
XER;0.001144121;0.875619756;;;;
CPL;0.000779094;0.875619756;;;;
SPL;0.000795002;0.989464802;;;;
SPL;0.00075691;0.989464802;;;;
UMW;0.000799346;1.214998598;;;;
NAP;0.003652178;0.740969646;;;;
WMT;0.000413272;0.889171163;;;;
XER;0.000538849;1.023821273;;;;
XER;0.000712886;0.765185945;;;;
TPL;0.000547431;0.811359163;;;;
UMW;0.000605926;0.953431757;;;;
UMW;0.000558114;0.715932302;;;;
WMT;0.000774365;0.715932301;;;;
XER;0.000456364;1.103309848;;;;
XER;0.000473065;1.056650275;;;;
SPL;0.002310364;0;;;;
NPL;0.002341748;0.403639435;;;;
NPL;0.003639944;0.064260594;;;;
XER;0.001033266;1.247940258;;;;
XER;0.000500116;0.606319536;;;;
SAP;0.000650734;1.040418172;;;;
TPL;0.001552428;0.966244263;;;;
XER;0.000605202;0.783486763;;;;
NPL;0.000371753;1.132855026;;;;
XER;0.000840587;0.811359163;;;;
SAP;0.001591048;1.252880282;;;;
NAP;0.001089163;1.023821273;;;;
NAP;0.001028377;0.740969646;;;;
NAP;0.000426089;1.323269799;;;;
XER;0.000491066;1.407765383;;;;
SAP;0.001216034;1.277096581;;;;
NPL;0.000794484;0.989464802;;;;
NPL;0.000575234;0.635285246;;;;
UMW;0.000377736;0.403639436;;;;
NPL;0.000652493;0.44152112;;;;
XER;0.000376414;0.36370912;;;;
NPL;0.000649272;0.765185945;;;;
NAP;0.00102746;1.006842802;;;;
SAP;0.000848622;1.088081867;;;;
SAP;0.00094496;1.345317136;;;;
NAP;0.000484618;1.311994299;;;;
NAP;0.000519409;1.288913328;;;;
SAP;0.001381254;0.740969646;;;;
SAP;0.001129248;1.161263564;;;;
SAP;0.000456303;0.971668015;;;;
SAP;0.000366596;1.006842803;;;;
SAP;0.001488699;1.040418172;;;;
XER;0.000876794;1.227842938;;;;
SAP;0.00062228;1.356098801;;;;
NPL;0.002310943;0.403639436;;;;
NAP;0.000546448;1.201926913;;;;
SAP;0.000486776;0.989464802;;;;
TPL;0.001649143;0.765185945;;;;
SAP;0.000630992;0.690016276;;;;
SAP;0.000472291;0.971668015;;;;
SAP;0.000374346;1.147195883;;;;
TPL;0.000926418;1.056650275;;;;
SPL;0.002454424;1.072533273;;;;
TPL;0.0029648;0.690016276;;;;
SAP;0.000849688;0.715932302;;;;
XER;0.000496593;0.36370912;;;;
XER;0.000439558;0.833406499;;;;
NAP;0.000796662;0.811359163;;;;
CPL;0.001058567;0.765185945;;;;
CPL;0.002058821;0.544739638;;;;
SAP;0.000575241;1.132855026;;;;
SPL;0.00067007;1.072533273;;;;
SPL;0.003364444;0.663157646;;;;
TPL;0.004111229;0.635285246;;;;
NAP;0.000449149;0.615129155;;;;
XER;0.001299605;0.715932301;;;;
CPL;0.001450387;0.944141937;;;;
TPL;0.000365727;0.663157646;;;;
TPL;0.00152336;0.875619756;;;;
SAP;0.00061426;0.934733772;;;;
SAP;0.001475812;1.131405504;;;;
UMW;0.000412408;0.833406499;;;;
XER;0.000373875;0.57617123;;;;
CPL;0.000575508;1.214998598;;;;
CPL;0.000515663;1.300543977;;;;
NPL;0.000384841;0.22905901;;;;
XER;0.000505523;1.103309848;;;;
WMT;0.000770394;0.971668015;;;;
WMT;0.000460711;1.175068282;;;;
NAP;0.000687887;0.915550072;;;;
TPL;0.0011647;0.690016276;;;;
XER;0.000637238;0.811359163;;;;
NAP;0.001553332;0.971668015;;;;
CPL;0.001297465;0.833406499;;;;
XER;0.0008316;0.321495863;;;;
WMT;0.000597298;0.811359163;;;;
SPL;0.00083169;0.635285246;;;;
SPL;0.000592891;0.477554166;;;;
SPL;0.000549726;0.765185945;;;;
SPL;0.000387797;0.511910637;;;;
XER;0.001989718;0.663157646;;;;
XER;0.002346397;1.118230173;;;;
CPL;0.001959775;1.023821273;;;;
CPL;0.000496421;1.161263564;;;;
WMT;0.000697572;0.477554166;;;;
NPL;0.000396762;0.715932301;;;;
SPL;0.001301277;0.606319536;;;;
CPL;0.001276282;0.875619756;;;;
CPL;0.001604506;0.77465442;;;;
CPL;0.000996236;1.072533273;;;;
NAP;0.000596277;0.915550072;;;;
NAP;0.00045252;0.477554166;;;;
NPL;0.000700775;0.715932301;;;;
NAP;0.002121468;1.214998598;;;;
NAP;0.000512832;0.511910637;;;;
TPL;0.001759448;1.072533273;;;;
NAP;0.00061105;1.023821273;;;;
NAP;0.002028536;1.417678699;;;;
SPL;0.000890584;0.934733772;;;;
XER;0.000980606;0.934733772;;;;
UMW;0.001377497;0.715932301;;;;
XER;0.00111781;0.44152112;;;;
UMW;0.000452626;0.788633341;;;;
UMW;0.002572895;0.477554166;;;;
SPL;0.000722628;1.201926913;;;;
NPL;0.00138019;0;;;;
NAP;0.004094245;0.875619756;;;;
SAP;0.00078491;0.788633341;;;;
SAP;0.003749662;1.088081867;;;;
XER;0.00051637;1.147195883;;;;
XER;0.000926118;0.511910637;;;;
XER;0.001271664;0.953431757;;;;
NAP;0.001002286;0.635285247;;;;
NAP;0.003378686;0.477554166;;;;
NAP;0.002676618;0.811359163;;;;
NAP;0.00130558;0.833406499;;;;
CPL;0.003611776;0.953431757;;;;
CPL;0.000468822;1.147195883;;;;
NAP;0.001013002;0.934733772;;;;
CPL;0.001695124;0.915550072;;;;
CPL;0.002710514;0.17810564;;;;
CPL;0.002610525;0.511910636;;;;
SAP;0.002659328;0.953431757;;;;
SAP;0.00476573;1.3354772;;;;
TPL;0.000647519;1.175068282;;;;
TPL;0.000554008;0.640944515;;;;
TPL;0.00053818;0.765185945;;;;
CPL;0.000735304;1.161263564;;;;
NPL;0.001153081;0.511910637;;;;
NAP;0.001311344;0.989464803;;;;
NAP;0.00045898;0.36370912;;;;
NPL;0.001632975;0.57617123;;;;
CPL;0.002901342;1.175068282;;;;
XER;0.001149305;0.606319536;;;;
SPL;0.000388366;1.147195883;;;;
SAP;0.000579749;1.023821273;;;;
NPL;0.000605635;0.765185945;;;;
WMT;0.000550217;0.989464802;;;;
WMT;0.000892048;1.201926913;;;;
TPL;0.000402889;0.44152112;;;;
XER;0.000392637;1.132855026;;;;
XER;0.000384796;0.915550072;;;;
WMT;0.000507449;0.72353303;;;;
XER;0.000889483;1.088081867;;;;
WMT;0.000392929;0.547943682;;;;
SAP;0.001193036;0.833406499;;;;
TPL;0.000602566;0.971668015;;;;
UMW;0.002592268;0.606319536;;;;
UMW;0.002308588;0.740969646;;;;
CPL;0.000640967;1.183228928;;;;
CPL;0.000366769;0.788633341;;;;
NPL;0.000462837;0.872192693;;;;
SAP;0.000635693;1.417678699;;;;
WMT;0.000663214;1.006842803;;;;
WMT;0.001157746;0.875619756;;;;
TPL;0.001855294;0.44152112;;;;
UMW;0.000659876;0.811359163;;;;
NAP;0.001339397;0.663157646;;;;
NPL;0.003494009;0;;;;
NPL;0.000726288;1.088081867;;;;
TPL;0.000608559;0.989464802;;;;
XER;0.000543517;1.323269799;;;;
NAP;0.000577398;1.118230173;;;;
NAP;0.001028954;0.877668387;;;;
WMT;0.00069116;0.875619756;;;;
WMT;0.000438955;0.875619756;;;;
WMT;0.000393049;1.265087683;;;;
WMT;0.000563238;0.663157646;;;;
WMT;0.000718245;0.953431757;;;;
XER;0.000455119;0.606319536;;;;
NPL;0.000453015;1.006842803;;;;
NPL;0.000589517;0.833406499;;;;
SAP;0.001555884;0.915550072;;;;
NAP;0.000642876;0.663157646;;;;
TPL;0.000470434;0.606319536;;;;
XER;0.000606397;1.132855026;;;;
XER;0.001895683;0.606319536;;;;
XER;0.000494215;1.188619689;;;;
CPL;0.001186281;0.690016276;;;;
NAP;0.000742733;1.132855026;;;;
NAP;0.000681438;0.663157646;;;;
NPL;0.001317807;0.606319536;;;;
NPL;0.000413757;0.811359163;;;;
NAP;0.001754527;1.118230173;;;;
NAP;0.002777263;0.989464802;;;;
SAP;0.00079231;1.173699365;;;;
SAP;0.001015595;1.040418172;;;;
XER;0.001362835;0.895854746;;;;
UMW;0.000428596;1.366725329;;;;
NAP;0.000756333;0.765185945;;;;
SPL;0.00135194;0.915550072;;;;
NAP;0.002095278;1.37720112;;;;
NAP;0.000929167;0.57617123;;;;
CPL;0.001341366;1.040418173;;;;
CPL;0.001108991;1.188619689;;;;
CPL;0.005459372;0.17810564;;;;
CPL;0.003697008;0.765185945;;;;
NAP;0.001198426;1.121178404;;;;
NAP;0.000552497;0.788633341;;;;
TPL;0.005059345;0.788633341;;;;
CPL;0.006097251;0.829049372;;;;
CPL;0.006059122;0.635285246;;;;
CPL;0.006259921;0.715932302;;;;
CPL;0.005101979;0.544739638;;;;
CPL;0.00605633;0.875619756;;;;
WMT;0.001786775;0.511910636;;;;
WMT;0.000822015;0.606319536;;;;
WMT;0.001377752;0.635285246;;;;
NPL;0.000764451;0.36370912;;;;
TPL;0.001535273;0.788633341;;;;
SPL;0.004186558;0.663157646;;;;
SPL;0.000436819;0.875619756;;;;
SAP;0.000728488;1.201926913;;;;
SAP;0.000468328;1.407765383;;;;
SAP;0.000531596;0.934523334;;;;
NPL;0.000517374;1.088081867;;;;
NPL;0.000371447;1.040418172;;;;
NPL;0.000512791;1.072533273;;;;
XER;0.000882084;0.953431757;;;;
WMT;0.002463098;0.544739638;;;;
NPL;0.000669929;0.511910636;;;;
WMT;0.000819521;0.511910636;;;;
WMT;0.000847818;0.544739638;;;;
SAP;0.003000667;1.161263564;;;;
SAP;0.001600056;0.989464802;;;;
CPL;0.001781968;1.252880283;;;;
SPL;0.001086294;0.715932302;;;;
SPL;0.00157961;1.147195883;;;;
CPL;0.001221558;1.240467706;;;;
NPL;0.000513837;1.201926913;;;;
NPL;0.000508537;1.006842803;;;;
XER;0.00125107;0.740969646;;;;
SPL;0.001707994;1.147195883;;;;
XER;0.000802931;0.811359163;;;;
SAP;0.001742641;0.811359163;;;;
SPL;0.000857112;1.103309848;;;;
SPL;0.004473678;0.765185945;;;;
SPL;0.00053251;0.715932302;;;;
SPL;0.000425594;0.064260594;;;;
SPL;0.001189414;1.161263564;;;;
SPL;0.001105627;0.833406499;;;;
SPL;0.000704438;0.635285246;;;;
XER;0.0005478;1.137666319;;;;
WMT;0.000875271;0.715932302;;;;
SPL;0.000454285;1.023821273;;;;
WMT;0.001625669;0.833406499;;;;
WMT;0.000629494;0.544739638;;;;
WMT;0.001025015;0.690016276;;;;
NAP;0.004418781;0.934733772;;;;
WMT;0.000472866;0.551840952;;;;
NPL;0.000389436;1.118230172;;;;
SPL;0.000936842;0.544739638;;;;
SPL;0.000443047;0.44152112;;;;
TPL;0.00168354;1.006842803;;;;
SPL;0.00134624;0.635285247;;;;
SPL;0.001255945;0.403639435;;;;
UMW;0.000841764;1.042057531;;;;
XER;0.004864558;0.544739638;;;;
XER;0.003757618;0.811359163;;;;
UMW;0.000985044;0.544739638;;;;
UMW;0.000582625;0.811359163;;;;
TPL;0.000390949;0.635285246;;;;
TPL;0.00128125;0.276722704;;;;
XER;0.00043473;0.895854746;;;;
CPL;0.000602122;1.147195883;;;;
NPL;0.00045214;0.989464802;;;;
TPL;0.002033226;1.147195883;;;;
TPL;0.003635903;0.700492068;;;;
XER;0.00038446;0.915550072;;;;
XER;0.001039011;0.646560747;;;;
CPL;0.000587566;0.971668015;;;;
UMW;0.000561597;0.715932301;;;;
SPL;0.000566392;0.36370912;;;;
SPL;0.000436419;0.765185945;;;;
XER;0.000366142;0.826861131;;;;
XER;0.000411972;1.311994299;;;;
XER;0.000842145;0.833406499;;;;
SPL;0.001158752;1.088081867;;;;
CPL;0.002896249;1.118230172;;;;
SPL;0.001160607;0.765185945;;;;
SPL;0.001500098;0.403639435;;;;
CPL;0.001483424;1.088081867;;;;
XER;0.000632827;1.027170626;;;;
XER;0.001381032;1.023821273;;;;
UMW;0.001927379;0.477554166;;;;
UMW;0.004031414;0.831231149;;;;
TPL;0.00054776;0.511910637;;;;
UMW;0.000926426;0.846325737;;;;
CPL;0.000931423;1.023821273;;;;
CPL;0.001531777;0.888051328;;;;
SPL;0.003068721;0.788633341;;;;
SPL;0.001320492;1.147195883;;;;
UMW;0.002364917;0.679389749;;;;
TPL;0.002491416;0.12337461;;;;
XER;0.000365572;1.006842802;;;;
XER;0.000398899;0.971668015;;;;
XER;0.000427508;1.132855025;;;;
UMW;0.00063953;0.765185945;;;;
XER;0.001251813;1.072533273;;;;
CPL;0.000425294;1.023821273;;;;
SPL;0.000647363;0;;;;
SPL;0.002271868;0.544739639;;;;
XER;0.001221;1.188619689;;;;
XER;0.000739358;1.201926913;;;;
XER;0.00077704;0.811359163;;;;
XER;0.000946939;0.895854746;;;;
NPL;0.000653886;0.971668015;;;;
NPL;0.000516988;0.934733772;;;;
CPL;0.002522066;0.663157646;;;;
XER;0.000982128;1.118230173;;;;
XER;0.000882227;1.040418172;;;;
SPL;0.000955795;1.118230173;;;;
SPL;0.002474704;0.690016276;;;;
SPL;0.000857524;0.715932301;;;;
SPL;0.002097954;0.511910636;;;;
CPL;0.001753948;0.934733772;;;;
CPL;0.000638014;1.147195883;;;;
SPL;0.000380703;0.477554166;;;;
UMW;0.003140126;0.22905901;;;;
UMW;0.001723698;0.663157646;;;;
SAP;0.000456423;0.811359163;;;;
SAP;0.000374098;1.072533273;;;;
UMW;0.000477279;0.833406499;;;;
UMW;0.000479867;1.175068283;;;;
WMT;0.000658378;0.854814692;;;;
SPL;0.000436572;1.006842803;;;;
XER;0.001850684;0.477554166;;;;
XER;0.003376566;0.715932301;;;;
XER;0.000658899;1.056650275;;;;
SPL;0.000464105;0.36370912;;;;
SPL;0.000458913;1.103309848;;;;
NPL;0.000737324;1.147195882;;;;
NPL;0.00123491;1.240467706;;;;
NPL;0.000431458;1.334375737;;;;
SPL;0.001674648;0.663157646;;;;
SAP;0.001923057;1.261446603;;;;
SAP;0.000475063;1.006842802;;;;
SAP;0.000864562;1.300543977;;;;
SPL;0.000646682;0.971668015;;;;
SPL;0.000541074;0.854814692;;;;
XER;0.000411505;0.788633341;;;;
XER;0.000517272;0.690016276;;;;
SPL;0.002262327;0.788633341;;;;
SPL;0.002584306;0.895854746;;;;
SPL;0.002772477;0.511910636;;;;
SPL;0.000359336;0.715932302;;;;
CPL;0.00158647;0.971668015;;;;
CPL;0.001042459;0.953431757;;;;
WMT;0.000628304;0.915550072;;;;
SPL;0.000370145;0.854814692;;;;
SPL;0.000553412;0.740969646;;;;
XER;0.005287288;0.788633341;;;;
SPL;0.000553677;0.875619756;;;;
SPL;0.001761094;0.765185945;;;;
XER;0.002202485;0.971668015;;;;
